n 1000
e 0 952
e 0 191
e 0 116
e 0 459
e 0 904
e 2 608
e 2 952
e 2 398
e 2 148
e 3 432
e 3 17
e 3 732
e 3 210
e 4 148
e 4 685
e 4 215
e 4 252
e 4 37
e 5 117
e 5 260
e 5 340
e 5 830
e 6 117
e 6 383
e 6 605
e 6 354
e 6 508
e 6 541
e 6 122
e 8 998
e 8 709
e 8 891
e 8 311
e 11 653
e 11 536
e 11 803
e 11 705
e 12 705
e 12 206
e 12 315
e 13 364
e 13 746
e 13 172
e 13 389
e 13 152
e 13 161
e 14 177
e 14 243
e 14 640
e 15 661
e 15 154
e 15 706
e 15 998
e 15 373
e 15 502
e 16 494
e 16 24
e 16 752
e 17 738
e 17 165
e 17 275
e 17 301
e 18 162
e 18 296
e 18 746
e 18 145
e 18 522
e 18 289
e 18 526
e 19 40
e 19 721
e 19 247
e 19 948
e 19 880
e 20 885
e 20 911
e 20 809
e 20 710
e 20 104
e 21 49
e 21 494
e 21 468
e 21 373
e 22 842
e 22 936
e 22 350
e 22 300
e 22 809
e 22 848
e 24 853
e 24 222
e 25 310
e 25 803
e 25 707
e 25 486
e 25 464
e 25 942
e 25 692
e 25 203
e 25 482
e 27 675
e 27 200
e 27 766
e 27 678
e 28 177
e 28 552
e 28 869
e 28 204
e 29 460
e 29 213
e 29 435
e 29 117
e 29 747
e 29 167
e 30 555
e 30 353
e 30 236
e 30 724
e 30 925
e 31 173
e 31 465
e 31 784
e 31 266
e 31 88
e 33 478
e 33 341
e 33 385
e 35 795
e 35 953
e 35 144
e 35 885
e 37 116
e 37 111
e 37 119
e 37 535
e 37 708
e 37 968
e 37 157
e 38 126
e 38 201
e 38 682
e 39 802
e 39 145
e 39 183
e 39 160
e 39 94
e 39 142
e 39 492
e 40 408
e 40 225
e 40 986
e 40 535
e 40 315
e 40 384
e 40 288
e 40 491
e 41 790
e 41 958
e 41 679
e 41 805
e 42 513
e 42 518
e 42 651
e 43 739
e 43 667
e 43 916
e 43 948
e 43 80
e 44 296
e 44 88
e 44 997
e 44 784
e 44 521
e 44 701
e 44 591
e 45 626
e 45 406
e 45 766
e 45 252
e 45 437
e 46 587
e 46 330
e 46 923
e 48 560
e 48 764
e 48 452
e 48 409
e 48 516
e 49 343
e 49 821
e 49 59
e 49 882
e 50 376
e 50 768
e 50 783
e 50 121
e 50 378
e 50 468
e 52 893
e 52 300
e 52 199
e 53 72
e 53 464
e 53 851
e 54 369
e 54 664
e 54 158
e 54 203
e 55 182
e 55 595
e 55 790
e 55 181
e 56 805
e 56 433
e 56 146
e 56 753
e 56 776
e 57 523
e 57 963
e 57 766
e 58 561
e 58 919
e 58 221
e 59 969
e 59 532
e 59 437
e 59 480
e 59 609
e 59 404
e 59 127
e 61 315
e 61 67
e 61 596
e 61 758
e 64 236
e 64 876
e 64 244
e 64 645
e 64 596
e 66 702
e 66 458
e 66 281
e 66 273
e 66 757
e 66 626
e 66 983
e 67 933
e 67 478
e 69 232
e 69 286
e 69 361
e 69 315
e 70 303
e 70 96
e 70 427
e 70 208
e 72 143
e 72 710
e 72 662
e 73 279
e 73 970
e 73 946
e 73 919
e 74 189
e 74 700
e 74 465
e 74 654
e 75 203
e 75 289
e 75 111
e 75 749
e 77 907
e 77 709
e 77 697
e 77 286
e 78 396
e 78 539
e 78 331
e 78 450
e 79 502
e 79 762
e 79 230
e 80 774
e 80 160
e 80 897
e 80 844
e 82 229
e 82 902
e 82 378
e 82 660
e 84 900
e 84 100
e 84 551
e 84 277
e 84 785
e 84 268
e 84 215
e 84 826
e 88 163
e 88 565
e 88 958
e 89 562
e 89 632
e 89 554
e 89 645
e 89 728
e 89 527
e 90 254
e 90 574
e 90 933
e 90 430
e 90 894
e 90 821
e 90 961
e 90 571
e 91 288
e 91 827
e 91 261
e 91 418
e 92 856
e 92 167
e 92 830
e 93 468
e 93 976
e 93 676
e 93 213
e 93 830
e 93 432
e 94 561
e 94 701
e 94 705
e 94 488
e 95 396
e 95 328
e 95 700
e 95 445
e 95 200
e 95 174
e 95 274
e 95 217
e 96 963
e 96 476
e 96 954
e 96 407
e 97 402
e 97 893
e 97 516
e 97 783
e 97 609
e 97 833
e 97 444
e 98 760
e 98 132
e 98 476
e 98 525
e 98 186
e 98 160
e 98 245
e 99 335
e 99 281
e 99 605
e 99 109
e 99 117
e 99 336
e 99 306
e 100 685
e 100 782
e 100 752
e 100 308
e 101 522
e 101 540
e 101 533
e 102 226
e 102 787
e 102 961
e 103 283
e 103 911
e 103 293
e 104 441
e 104 331
e 104 431
e 104 780
e 104 399
e 108 330
e 108 925
e 108 757
e 108 452
e 108 177
e 109 720
e 109 747
e 109 147
e 109 114
e 109 191
e 109 787
e 109 348
e 109 885
e 109 923
e 110 595
e 110 146
e 110 586
e 110 918
e 110 606
e 110 302
e 111 601
e 111 476
e 111 589
e 111 891
e 111 535
e 113 986
e 113 156
e 113 803
e 113 784
e 113 629
e 113 961
e 113 436
e 113 651
e 113 694
e 114 812
e 114 303
e 114 708
e 114 690
e 114 295
e 114 716
e 116 690
e 116 939
e 117 747
e 117 172
e 118 855
e 118 389
e 118 155
e 118 704
e 118 844
e 118 706
e 119 147
e 119 441
e 120 935
e 120 894
e 120 628
e 120 296
e 120 465
e 120 717
e 120 543
e 120 741
e 121 388
e 121 593
e 121 390
e 121 297
e 121 221
e 121 601
e 122 366
e 122 554
e 122 414
e 123 231
e 123 680
e 123 603
e 123 993
e 123 813
e 123 524
e 123 172
e 126 737
e 126 372
e 126 275
e 127 165
e 127 486
e 127 889
e 127 751
e 128 956
e 128 732
e 128 399
e 128 705
e 128 596
e 130 390
e 130 152
e 130 385
e 131 845
e 131 750
e 131 422
e 131 284
e 131 611
e 131 887
e 132 863
e 132 997
e 132 222
e 133 812
e 133 157
e 133 975
e 133 142
e 134 254
e 134 607
e 134 731
e 134 468
e 134 630
e 134 547
e 135 848
e 135 354
e 135 917
e 135 617
e 135 274
e 135 756
e 136 296
e 136 148
e 136 583
e 137 871
e 137 774
e 137 523
e 137 921
e 140 237
e 140 862
e 140 282
e 142 782
e 142 542
e 142 349
e 143 200
e 143 752
e 144 443
e 144 354
e 144 655
e 144 300
e 145 914
e 145 488
e 145 521
e 145 658
e 145 992
e 146 893
e 146 608
e 146 523
e 146 597
e 147 326
e 147 518
e 147 411
e 147 277
e 148 814
e 148 483
e 148 962
e 151 290
e 151 251
e 151 747
e 152 609
e 152 422
e 152 698
e 153 924
e 153 325
e 153 680
e 154 313
e 154 629
e 154 470
e 154 572
e 155 311
e 155 990
e 155 569
e 155 848
e 155 703
e 155 383
e 156 477
e 156 766
e 156 678
e 156 799
e 156 476
e 156 342
e 156 377
e 157 396
e 157 732
e 157 714
e 158 945
e 158 204
e 158 507
e 158 347
e 160 404
e 160 947
e 160 792
e 161 874
e 161 212
e 162 202
e 162 282
e 163 512
e 163 853
e 164 535
e 164 983
e 164 361
e 164 885
e 164 214
e 164 919
e 164 710
e 165 473
e 165 929
e 165 177
e 165 895
e 165 682
e 165 267
e 165 509
e 166 342
e 166 796
e 166 190
e 167 625
e 167 904
e 167 214
e 167 816
e 170 623
e 170 292
e 170 214
e 171 478
e 171 914
e 171 964
e 172 210
e 172 243
e 173 416
e 173 941
e 173 540
e 174 246
e 174 870
e 174 593
e 175 764
e 175 746
e 175 759
e 175 229
e 175 350
e 175 601
e 177 723
e 177 856
e 177 574
e 178 883
e 178 802
e 178 601
e 178 458
e 178 811
e 179 701
e 179 256
e 179 704
e 180 451
e 180 505
e 180 334
e 181 977
e 181 882
e 181 996
e 181 745
e 182 325
e 182 651
e 182 499
e 183 301
e 183 606
e 184 436
e 184 801
e 184 632
e 186 931
e 186 560
e 186 248
e 189 629
e 189 720
e 189 890
e 189 322
e 189 370
e 190 520
e 190 256
e 190 767
e 190 424
e 191 237
e 191 388
e 191 277
e 192 724
e 192 419
e 192 873
e 192 799
e 192 415
e 193 551
