n 1000
e 0 68
e 0 178
e 0 340
e 0 627
e 0 141
e 0 916
e 0 301
e 0 534
e 1 663
e 1 204
e 1 177
e 1 23
e 3 194
e 3 702
e 3 454
e 3 556
e 3 884
e 4 656
e 4 60
e 4 318
e 4 422
e 4 721
e 5 692
e 5 253
e 5 213
e 5 50
e 8 677
e 8 462
e 8 69
e 8 762
e 8 433
e 8 550
e 9 152
e 9 117
e 9 452
e 10 595
e 10 810
e 10 432
e 10 269
e 10 114
e 11 771
e 11 462
e 11 717
e 11 396
e 11 731
e 11 581
e 11 970
e 11 846
e 12 816
e 12 200
e 12 336
e 12 618
e 13 903
e 13 381
e 13 105
e 15 240
e 15 961
e 15 120
e 16 888
e 16 852
e 16 556
e 16 736
e 17 278
e 17 801
e 17 577
e 18 95
e 18 640
e 18 850
e 18 24
e 18 912
e 19 597
e 19 488
e 19 252
e 19 534
e 20 888
e 20 979
e 20 213
e 20 799
e 20 267
e 20 487
e 20 495
e 20 833
e 21 289
e 21 359
e 21 443
e 21 170
e 22 216
e 22 762
e 22 114
e 22 175
e 22 656
e 23 387
e 23 872
e 23 124
e 23 106
e 23 724
e 23 962
e 23 922
e 24 84
e 24 207
e 24 130
e 25 973
e 25 419
e 25 961
e 25 707
e 26 577
e 26 815
e 26 310
e 26 518
e 30 531
e 30 359
e 30 988
e 30 185
e 30 84
e 31 688
e 31 572
e 31 743
e 31 356
e 31 771
e 31 177
e 32 676
e 32 786
e 32 251
e 32 901
e 32 806
e 32 254
e 33 487
e 33 440
e 33 523
e 34 261
e 34 742
e 34 560
e 34 249
e 36 198
e 36 834
e 36 400
e 37 872
e 37 272
e 37 720
e 37 172
e 37 333
e 37 837
e 37 761
e 37 868
e 38 128
e 38 945
e 38 267
e 38 766
e 38 216
e 39 975
e 39 866
e 39 253
e 40 762
e 40 260
e 40 171
e 41 687
e 41 353
e 41 962
e 41 266
e 41 568
e 41 402
e 41 816
e 42 96
e 42 690
e 42 795
e 42 625
e 43 734
e 43 171
e 43 897
e 43 589
e 43 648
e 43 300
e 43 296
e 43 596
e 43 600
e 44 990
e 44 966
e 44 287
e 44 256
e 44 984
e 45 616
e 45 480
e 45 429
e 45 879
e 47 396
e 47 304
e 47 928
e 47 387
e 47 249
e 48 911
e 48 512
e 48 720
e 49 386
e 49 150
e 49 585
e 50 513
e 50 580
e 52 226
e 52 815
e 52 986
e 53 857
e 53 892
e 53 147
e 53 272
e 54 963
e 54 423
e 54 104
e 54 929
e 54 818
e 55 489
e 55 647
e 55 228
e 57 970
e 57 852
e 57 732
e 57 203
e 58 522
e 58 533
e 58 749
e 58 866
e 60 710
e 60 691
e 60 231
e 63 645
e 63 716
e 63 850
e 64 68
e 64 410
e 64 394
e 64 798
e 65 343
e 65 842
e 65 520
e 66 768
e 66 580
e 66 813
e 67 710
e 67 402
e 67 436
e 67 901
e 67 539
e 67 79
e 68 206
e 68 611
e 68 539
e 68 187
e 68 893
e 69 533
e 69 100
e 69 167
e 69 392
e 70 477
e 70 652
e 70 271
e 70 474
e 70 130
e 71 637
e 71 474
e 71 378
e 72 194
e 72 829
e 72 869
e 74 82
e 74 402
e 74 112
e 74 285
e 74 790
e 74 444
e 74 512
e 74 693
e 74 745
e 75 886
e 75 925
e 75 523
e 75 173
e 75 357
e 75 186
e 76 519
e 76 526
e 76 396
e 76 651
e 76 883
e 76 533
e 76 220
e 77 541
e 77 494
e 77 390
e 77 171
e 79 788
e 79 540
e 79 895
e 79 171
e 80 564
e 80 317
e 80 685
e 80 325
e 80 115
e 80 405
e 80 166
e 81 407
e 81 614
e 81 323
e 81 665
e 81 408
e 81 837
e 82 626
e 82 444
e 82 531
e 82 94
e 83 227
e 83 202
e 83 106
e 83 512
e 83 704
e 84 852
e 84 947
e 84 628
e 84 565
e 86 908
e 86 209
e 86 516
e 86 855
e 87 925
e 87 838
e 87 638
e 87 505
e 87 670
e 87 229
e 87 627
e 87 795
e 87 931
e 87 502
e 88 180
e 88 136
e 88 300
e 88 731
e 90 977
e 90 804
e 90 612
e 90 626
e 90 554
e 91 634
e 91 334
e 91 786
e 91 879
e 91 391
e 92 874
e 92 207
e 92 991
e 92 804
e 94 708
e 94 530
e 94 663
e 94 548
e 95 904
e 95 841
e 96 685
e 96 190
e 96 764
e 96 683
e 96 332
e 97 99
e 97 118
e 97 754
e 98 463
e 98 685
e 98 815
e 99 741
e 99 480
e 99 330
e 100 381
e 100 205
e 100 621
e 100 854
e 100 545
e 100 923
e 101 655
e 101 870
e 101 855
e 101 120
e 101 548
e 102 656
e 102 450
e 102 764
e 102 583
e 102 294
e 102 183
e 103 384
e 103 535
e 103 714
e 104 898
e 104 370
e 104 336
e 104 263
e 104 259
e 105 408
e 105 731
e 105 892
e 105 864
e 105 761
e 105 366
e 105 950
e 105 545
e 105 767
e 106 743
e 106 513
e 106 602
e 108 973
e 108 621
e 108 736
e 111 773
e 111 449
e 111 579
e 111 226
e 111 311
e 112 160
e 112 633
e 114 453
e 115 946
e 115 731
e 115 925
e 115 205
e 115 322
e 115 402
e 117 123
e 117 615
e 118 173
e 118 662
e 118 195
e 119 192
e 119 455
e 119 573
e 119 956
e 120 766
e 120 537
e 120 502
e 121 325
e 121 813
e 121 675
e 121 629
e 122 755
e 122 934
e 122 224
e 122 477
e 122 150
e 123 225
e 123 756
e 123 856
e 123 866
e 124 328
e 124 617
e 125 708
e 125 986
e 125 257
e 125 985
e 125 714
e 125 931
e 127 567
e 127 704
e 127 781
e 127 545
e 127 733
e 128 482
e 128 593
e 128 504
e 128 700
e 128 248
e 130 595
e 130 646
e 130 175
e 132 348
e 132 739
e 132 730
e 132 633
e 133 657
e 133 533
e 133 730
e 133 408
e 133 346
e 133 636
e 135 724
e 135 359
e 135 443
e 135 406
e 135 373
e 135 768
e 135 377
e 136 883
e 136 158
e 137 590
e 137 604
e 137 663
e 137 558
e 137 956
e 137 757
e 138 431
e 138 984
e 138 935
e 138 310
e 140 541
e 140 788
e 140 272
e 140 161
e 140 718
e 140 236
e 141 664
e 141 510
e 141 495
e 141 675
e 142 857
e 142 982
e 142 539
e 142 604
e 143 949
e 143 251
e 143 532
e 144 869
e 144 460
e 144 395
e 144 925
e 144 314
e 144 825
e 145 873
e 145 320
e 145 193
e 145 238
e 145 549
e 146 593
e 146 512
e 146 438
e 147 927
e 147 827
e 147 735
e 149 464
e 149 487
e 149 223
e 149 218
e 149 608
e 150 437
e 150 659
e 150 691
e 151 856
e 151 585
e 151 408
e 151 965
e 151 651
e 151 517
e 152 373
e 152 396
e 152 908
e 152 558
e 152 272
e 154 936
e 154 511
e 154 180
e 154 752
e 156 423
e 156 981
e 156 551
e 157 703
e 157 332
e 157 640
e 157 272
e 157 993
e 157 522
e 158 495
e 158 824
e 158 533
e 158 315
e 160 697
e 160 456
e 161 365
e 161 649
e 161 266
e 161 881
e 161 941
e 161 929
e 164 927
e 164 464
e 164 870
e 164 778
e 165 559
e 165 961
e 165 523
e 166 320
e 166 701
e 166 412
e 166 742
e 167 549
e 167 833
e 167 519
e 167 911
e 168 964
e 168 929
e 168 702
e 168 818
e 170 988
e 170 783
e 170 948
e 170 875
e 170 400
e 171 773
e 171 253
e 171 454
e 171 954
e 171 561
e 172 345
e 172 576
e 172 889
e 172 814
e 173 799
e 173 618
e 173 981
e 173 861
e 173 433
e 175 893
e 175 942
e 176 586
e 176 210
e 176 193
e 177 279
e 177 946
e 178 875
e 178 824
e 178 839
e 179 995
e 179 335
e 179 479
e 179 956
e 180 406
e 180 604
e 180 622
e 180 185
e 180 556
e 181 755
e 181 200
e 181 897
e 183 580
e 183 567
e 183 961
e 184 231
e 184 391
e 184 232
e 184 919
e 184 934
e 185 873
e 185 747
e 185 492
e 185 423
e 186 756
e 186 767
e 186 432
e 186 318
e 186 898
e 187 349
e 187 662
e 187 962
e 187 885
e 187 479
e 190 707
e 190 930
e 190 267
e 190 911
e 191 443
e 191 696
e 191 495
e 191 621
e 192 952
e 192 866
e 193 825
e 193 942
e 193 489
e 194 916
e 194 564
e 194 732
e 194 287
e 195 512
e 195 585
e 196 510
e 196 479
e 196 614
e 196 508
e 196 766
e 197 453
e 197 381
e 197 380
e 197 745
e 197 617
e 198 828
e 198 590
e 198 905
e 198 654
e 198 783
e 200 690
e 200 954
e 200 443
e 202 530
e 202 739
e 202 956
e 202 477
e 202 756
e 202 890
e 202 602
e 203 973
e 203 537
e 203 854
e 203 671
e 203 712
e 203 210
e 204 501
e 204 455
e 204 491
e 204 874
e 204 210
e 205 732
e 205 497
e 205 982
e 206 252
e 206 877
e 206 604
e 206 960
e 207 671
e 207 840
e 207 329
e 207 675
e 208 724
e 208 909
e 208 843
e 208 700
e 208 467
e 209 883
e 209 991
e 209 296
e 209 636
e 210 388
e 210 896
e 210 512
e 210 708
e 210 834
e 212 840
e 212 798
e 212 986
e 212 701
e 212 360
e 212 801
e 213 275
e 213 299
e 213 504
e 214 456
e 214 647
e 214 489
e 214 815
e 214 503
e 214 951
e 216 655
e 216 713
e 218 598
e 218 508
e 218 952
e 218 707
e 218 272
e 220 967
e 220 831
e 221 628
e 221 700
e 221 379
e 221 228
e 223 578
e 223 269
e 224 428
e 224 628
e 225 587
e 225 781
e 225 991
e 225 654
e 225 847
e 225 317
e 226 378
e 226 304
e 226 928
e 226 505
e 227 825
e 227 960
e 227 416
e 227 496
e 227 771
e 227 329
e 227 301
e 228 436
e 228 993
e 228 643
e 228 885
e 229 593
e 229 415
e 231 831
e 231 319
e 231 814
e 232 713
e 232 733
e 234 627
e 234 636
e 234 736
e 234 628
e 235 791
e 235 356
e 235 530
e 236 910
e 236 240
e 236 513
e 236 388
e 237 704
e 237 927
e 237 861
e 238 583
e 238 333
e 238 869
e 238 484
e 239 762
e 239 429
e 239 729
e 239 614
e 239 712
e 239 540
e 240 807
e 240 281
e 240 439
e 240 931
e 240 559
e 240 661
e 241 560
e 241 543
e 241 409
e 241 355
e 241 616
e 244 544
e 244 655
e 244 892
e 244 502
e 245 745
e 245 941
e 245 344
e 245 258
e 248 405
e 248 979
e 248 422
e 249 364
e 249 340
e 249 787
e 249 890
e 249 794
e 251 741
e 251 379
e 252 839
e 252 864
e 252 813
e 253 696
e 254 934
e 254 732
e 254 811
e 256 769
e 256 263
e 256 669
e 256 501
e 257 589
e 257 738
e 257 820
e 257 425
e 257 777
e 257 754
e 258 497
e 258 654
e 258 337
e 258 322
e 259 564
e 259 519
e 260 646
e 260 891
e 260 309
e 260 705
e 260 676
e 261 437
e 261 965
e 261 712
e 261 787
e 262 854
e 262 359
e 262 609
e 262 905
e 262 620
e 263 765
e 263 520
e 263 761
e 263 446
e 263 345
e 263 518
e 263 578
e 263 285
e 266 766
e 267 913
e 267 978
e 267 771
e 269 743
e 269 467
e 270 531
e 270 880
e 270 528
e 270 817
e 271 615
e 271 927
e 271 333
e 272 433
e 272 277
e 274 313
e 274 823
e 274 986
e 274 867
e 275 583
e 275 868
e 275 935
e 276 761
e 276 508
e 276 896
e 276 981
e 276 856
e 277 886
e 277 537
e 277 357
e 278 469
e 278 585
e 278 936
e 279 891
e 279 358
e 280 700
e 280 649
e 280 859
e 280 386
e 281 358
e 281 561
e 281 428
e 281 344
e 281 313
e 281 549
e 281 300
e 282 949
e 282 817
e 282 392
e 282 537
e 282 976
e 282 630
e 282 856
e 285 567
e 285 714
e 287 499
e 287 344
e 288 294
e 288 466
e 288 996
e 288 677
e 288 322
e 288 336
e 289 620
e 289 656
e 289 528
e 293 991
e 293 359
e 293 666
e 294 840
e 294 387
e 294 854
e 294 378
e 294 395
e 294 875
e 294 628
e 295 350
e 295 859
e 295 415
e 296 971
e 296 340
e 296 916
e 296 476
e 297 815
e 297 859
e 297 446
e 298 451
e 298 844
e 298 910
e 298 899
e 298 503
e 299 662
e 299 329
e 299 729
e 300 359
e 300 390
e 300 420
e 301 811
e 301 584
e 301 531
e 301 879
e 301 477
e 303 550
e 303 873
e 303 968
e 304 815
e 305 322
e 305 408
e 305 464
e 305 606
e 305 375
e 305 853
e 309 479
e 309 703
e 309 937
e 310 540
e 310 433
e 310 673
e 311 491
e 311 902
e 313 321
e 313 576
e 314 676
e 314 877
e 314 758
e 314 908
e 315 468
e 315 571
e 315 504
e 317 638
e 317 398
e 317 813
e 317 808
e 318 927
e 318 905
e 318 370
e 318 520
e 319 380
e 319 499
e 319 323
e 319 966
e 320 808
e 320 334
e 321 364
e 321 540
e 321 806
e 322 986
e 322 561
e 322 480
e 322 450
e 323 859
e 323 872
e 325 425
e 325 635
e 325 933
e 325 929
e 325 970
e 328 979
e 328 688
e 329 353
e 329 412
e 330 746
e 330 909
e 330 399
e 330 504
e 330 537
e 332 389
e 332 335
e 333 380
e 333 853
e 334 499
e 334 946
e 334 795
e 335 577
e 335 812
e 335 804
e 336 934
e 336 889
e 337 810
e 337 368
e 337 569
e 337 589
e 340 494
e 340 683
e 340 381
e 340 427
e 340 895
e 340 589
e 340 608
e 341 459
e 341 518
e 341 629
e 341 345
e 341 450
e 341 374
e 343 806
e 343 993
e 343 975
e 344 492
e 344 488
e 346 526
e 346 420
e 348 761
e 348 951
e 348 520
e 349 451
e 349 779
e 349 902
e 349 646
e 349 469
e 350 776
e 350 941
e 352 829
e 352 853
e 352 731
e 352 671
e 352 868
e 352 804
e 353 786
e 355 838
e 355 683
e 356 716
e 356 478
e 357 967
e 358 530
e 359 945
e 360 847
e 360 989
e 362 611
e 362 933
e 362 922
e 363 463
e 363 837
e 363 585
e 363 729
e 364 826
e 364 878
e 365 618
e 365 698
e 366 617
e 366 743
e 366 419
e 366 510
e 368 582
e 368 924
e 368 379
e 368 654
e 370 504
e 370 954
e 370 472
e 373 720
e 373 600
e 373 450
e 374 896
e 374 660
e 374 996
e 374 691
e 374 677
e 375 951
e 375 665
e 376 822
e 376 791
e 376 950
e 376 770
e 377 689
e 377 751
e 377 790
e 377 778
e 377 544
e 377 721
e 378 955
e 378 629
e 379 618
e 379 406
e 380 933
e 380 406
e 380 481
e 381 437
e 381 908
e 381 589
e 381 968
e 381 408
e 382 516
e 382 600
e 382 755
e 383 963
e 383 965
e 383 780
e 384 647
e 384 389
e 386 661
e 387 661
e 387 707
e 388 759
e 388 704
e 388 407
e 388 488
e 389 981
e 390 676
e 390 857
e 391 573
e 391 820
e 391 548
e 391 510
e 391 625
e 391 444
e 392 883
e 392 487
e 393 510
e 393 978
e 393 977
e 393 516
e 393 569
e 393 851
e 394 559
e 394 474
e 395 976
e 395 913
e 395 730
e 398 622
e 398 976
e 398 518
e 399 728
e 399 524
e 400 783
e 400 579
e 400 582
e 400 934
e 402 650
e 402 659
e 402 596
e 405 428
e 405 753
e 406 855
e 406 728
e 407 677
e 407 868
e 408 433
e 408 839
e 409 416
e 409 857
e 410 886
e 410 456
e 411 440
e 411 659
e 411 542
e 411 894
e 412 888
e 415 554
e 415 718
e 416 850
e 416 693
e 416 571
e 419 859
e 419 854
e 419 544
e 420 831
e 420 589
e 422 758
e 422 688
e 423 811
e 423 768
e 423 762
e 423 756
e 424 428
e 424 431
e 424 982
e 424 904
e 424 708
e 425 583
e 425 637
e 425 914
e 425 929
e 426 739
e 426 484
e 426 669
e 427 841
e 427 966
e 427 724
e 428 770
e 428 905
e 428 543
e 428 900
e 429 611
e 429 616
e 430 635
e 430 838
e 430 713
e 431 773
e 432 664
e 432 705
e 432 569
e 432 455
e 432 846
e 432 984
e 432 637
e 433 637
e 433 677
e 433 598
e 436 660
e 436 711
e 437 964
e 437 470
e 438 822
e 438 910
e 439 702
e 439 609
e 440 859
e 440 551
e 440 881
e 443 966
e 443 530
e 443 886
e 444 598
e 444 623
e 444 813
e 444 944
e 444 771
e 444 769
e 445 523
e 445 676
e 445 752
e 445 579
e 446 962
e 446 624
e 446 604
e 447 460
e 447 873
e 447 705
e 449 598
e 449 690
e 450 693
e 450 509
e 451 971
e 451 890
e 452 798
e 452 977
e 452 657
e 452 543
e 452 811
e 453 773
e 454 721
e 454 913
e 454 519
e 455 716
e 456 782
e 456 942
e 459 611
e 459 629
e 460 756
e 460 976
e 460 807
e 462 666
e 462 728
e 462 834
e 462 992
e 463 944
e 463 955
e 463 476
e 463 502
e 466 728
e 466 753
e 467 506
e 467 494
e 468 701
e 468 663
e 468 886
e 469 662
e 469 890
e 470 600
e 470 482
e 470 540
e 472 949
e 472 478
e 472 482
e 472 985
e 472 537
e 475 612
e 475 573
e 475 519
e 476 947
e 476 843
e 477 942
e 477 980
e 478 921
e 478 711
e 479 793
e 480 771
e 480 977
e 480 675
e 480 815
e 481 833
e 481 556
e 481 700
e 482 726
e 482 967
e 484 937
e 484 863
e 484 660
e 487 724
e 487 771
e 487 507
e 488 758
e 488 834
e 489 780
e 489 894
e 491 558
e 492 822
e 494 978
e 495 558
e 496 635
e 496 707
e 497 539
e 497 947
e 498 922
e 498 516
e 498 504
e 500 942
e 500 768
e 500 625
e 500 832
e 501 534
e 503 889
e 503 887
e 505 884
e 505 753
e 505 764
e 506 708
e 506 659
e 506 713
e 506 825
e 507 726
e 507 600
e 507 634
e 508 584
e 508 945
e 508 612
e 508 573
e 509 618
e 509 584
e 509 945
e 509 580
e 510 520
e 511 584
e 511 560
e 511 657
e 511 900
e 511 974
e 512 834
e 512 890
e 512 518
e 512 885
e 513 893
e 513 914
e 513 528
e 513 823
e 513 571
e 516 828
e 516 564
e 517 896
e 517 812
e 517 604
e 517 669
e 517 890
e 517 608
e 518 545
e 519 952
e 520 712
e 521 672
e 521 807
e 521 877
e 521 537
e 521 874
e 522 664
e 522 671
e 522 630
e 522 745
e 522 586
e 522 624
e 523 714
e 524 602
e 524 793
e 524 870
e 525 609
e 525 552
e 525 886
e 525 688
e 526 648
e 526 843
e 526 626
e 528 659
e 530 742
e 530 738
e 531 765
e 532 669
e 532 764
e 533 813
e 533 885
e 533 851
e 535 945
e 535 850
e 537 956
e 537 968
e 539 983
e 539 893
e 539 746
e 540 564
e 540 894
e 541 877
e 542 910
e 542 749
e 543 665
e 544 853
e 544 937
e 544 714
e 545 822
e 550 935
e 550 812
e 550 884
e 551 850
e 551 766
e 552 818
e 552 783
e 554 609
e 554 586
e 554 747
e 558 593
e 558 634
e 560 710
e 560 852
e 560 782
e 560 663
e 560 640
e 561 697
e 561 583
e 564 910
e 564 738
e 564 935
e 565 851
e 565 616
e 565 734
e 567 968
e 567 602
e 568 659
e 568 585
e 568 911
e 569 819
e 569 614
e 571 890
e 571 925
e 572 822
e 572 921
