n 1000
e 1 882
e 1 189
e 1 92
e 2 999
e 2 448
e 2 235
e 3 732
e 3 264
e 3 114
e 3 538
e 3 924
e 3 578
e 3 387
e 3 640
e 6 399
e 6 330
e 6 872
e 6 573
e 6 441
e 6 458
e 7 579
e 7 905
e 7 364
e 7 842
e 7 443
e 10 161
e 10 552
e 10 143
e 10 878
e 10 500
e 10 901
e 10 992
e 10 213
e 10 609
e 10 714
e 10 405
e 11 170
e 11 416
e 11 199
e 11 969
e 12 763
e 12 186
e 12 390
e 12 300
e 12 631
e 14 387
e 14 405
e 14 920
e 14 826
e 15 684
e 15 756
e 15 388
e 15 230
e 15 751
e 15 777
e 15 475
e 15 823
e 16 556
e 16 441
e 16 890
e 16 329
e 16 387
e 16 573
e 16 634
e 16 859
e 18 586
e 18 224
e 18 980
e 20 726
e 20 614
e 20 668
e 20 60
e 21 33
e 21 840
e 21 594
e 23 489
e 23 801
e 23 569
e 23 741
e 24 290
e 24 260
e 24 257
e 24 166
e 24 44
e 25 752
e 25 980
e 25 96
e 25 531
e 26 137
e 26 520
e 26 371
e 26 591
e 28 344
e 28 420
e 28 658
e 28 792
e 29 566
e 29 835
e 29 640
e 30 432
e 30 478
e 30 819
e 30 450
e 30 761
e 31 169
e 31 965
e 31 712
e 31 474
e 32 950
e 32 495
e 32 922
e 32 162
e 32 956
e 33 56
e 33 868
e 33 330
e 33 98
e 36 360
e 36 669
e 36 799
e 36 164
e 36 475
e 36 631
e 37 780
e 37 304
e 37 893
e 37 413
e 38 93
e 38 817
e 38 273
e 38 195
e 39 558
e 39 898
e 39 156
e 39 337
e 40 748
e 40 603
e 40 490
e 40 381
e 40 844
e 40 597
e 41 560
e 41 894
e 41 932
e 41 170
e 41 974
e 41 612
e 41 388
e 43 916
e 43 713
e 43 450
e 43 226
e 43 313
e 44 617
e 44 242
e 44 184
e 45 215
e 45 792
e 45 673
e 45 892
e 46 808
e 46 742
e 46 589
e 47 287
e 47 171
e 47 765
e 47 142
e 47 57
e 48 578
e 48 217
e 48 581
e 48 552
e 49 558
e 49 505
e 49 136
e 49 519
e 51 265
e 51 178
e 51 685
e 52 115
e 52 241
e 52 946
e 53 362
e 53 399
e 53 965
e 53 745
e 55 264
e 55 781
e 55 458
e 56 285
e 56 163
e 56 187
e 57 626
e 57 947
e 58 553
