n 1000
e 0 269
e 0 540
e 0 168
e 0 689
e 1 312
e 1 237
e 1 947
e 1 62
e 1 362
e 1 474
e 1 367
e 1 297
e 2 949
e 2 84
e 2 585
e 3 715
e 3 32
e 3 914
e 3 760
e 3 986
e 3 859
e 3 705
e 4 198
e 4 117
e 4 188
e 6 459
e 6 540
e 6 325
e 6 965
e 6 963
e 6 532
e 7 125
e 7 684
e 7 149
e 7 577
e 7 916
e 8 953
e 8 958
e 8 784
e 8 310
e 9 584
e 9 20
e 9 354
e 9 253
e 9 639
e 10 860
e 10 385
e 10 413
e 10 367
e 11 215
e 11 979
e 11 814
e 11 279
e 12 359
e 12 343
e 12 857
e 12 802
e 12 155
e 12 399
e 13 978
e 13 966
e 13 463
e 14 847
e 14 867
e 14 382
e 14 322
e 14 98
e 15 697
e 15 744
e 15 213
e 17 946
e 17 550
e 17 148
e 20 434
e 20 435
e 20 283
e 22 360
e 22 284
e 22 405
e 23 274
e 23 301
e 23 913
e 23 857
e 24 707
e 24 225
e 24 522
e 24 347
e 24 446
e 24 583
e 26 790
e 26 188
e 26 196
e 26 171
e 26 970
e 27 385
e 27 571
e 27 963
e 27 380
e 27 33
e 28 345
e 28 816
e 28 662
e 29 614
e 29 591
e 29 636
e 29 678
e 29 851
e 30 825
e 30 960
e 30 493
e 30 355
e 31 163
e 31 570
e 31 968
e 31 958
e 31 56
e 31 188
e 32 73
e 32 183
e 32 900
e 32 138
e 33 271
e 33 340
e 34 857
e 34 243
e 34 805
e 34 692
e 34 417
e 34 332
e 35 568
e 35 540
e 35 991
e 36 794
e 36 690
e 36 171
e 36 301
e 36 462
e 36 734
e 37 964
e 37 432
e 37 679
e 38 304
e 38 326
e 38 406
e 38 611
e 42 73
e 42 153
e 42 316
e 42 527
e 43 897
e 43 225
e 43 980
e 43 854
e 43 678
e 44 211
e 44 255
e 44 539
e 44 198
e 44 257
e 45 324
e 45 88
e 45 171
e 46 263
e 46 372
e 46 859
e 46 92
e 47 793
e 47 161
e 47 509
e 47 102
e 49 425
e 49 930
e 49 272
e 49 65
e 49 186
e 50 192
e 50 448
e 50 558
e 52 482
