n 1000
e 0 511
e 0 261
e 0 394
e 0 200
e 0 416
e 0 678
e 1 120
e 1 635
e 1 257
e 1 988
e 2 335
e 2 409
e 2 475
e 2 331
e 2 820
e 2 173
e 3 548
e 3 800
e 3 403
e 3 470
e 3 514
e 3 130
e 3 242
e 4 367
e 4 850
e 4 474
e 4 100
e 4 970
e 4 516
e 4 922
e 5 588
e 5 12
e 5 979
e 5 344
e 6 269
e 6 571
e 6 118
e 6 294
e 6 227
e 6 851
e 6 279
e 7 418
e 7 305
e 7 215
e 8 899
e 8 317
e 8 551
e 8 664
e 8 844
e 8 743
e 8 443
e 8 25
e 9 880
e 9 522
e 9 675
e 10 971
e 10 73
e 10 520
e 10 995
e 12 700
e 12 307
e 12 464
e 13 638
e 13 19
e 13 748
e 13 237
e 15 638
e 15 453
e 15 125
e 15 85
e 15 898
e 16 79
e 16 568
e 16 987
e 17 193
e 17 108
e 17 797
e 17 154
e 19 527
e 19 214
e 19 143
e 19 810
e 20 186
e 20 869
e 20 686
e 20 203
e 20 571
e 20 69
e 20 302
e 21 404
e 21 862
e 21 300
e 21 455
e 21 521
e 22 573
e 22 499
e 22 27
e 22 124
e 23 997
e 23 331
e 23 574
e 23 792
e 23 578
e 24 488
e 24 380
e 24 220
e 25 435
e 25 552
e 25 470
e 26 923
e 26 820
e 26 438
e 26 424
e 26 49
e 27 632
e 27 174
e 27 50
e 27 204
e 27 335
e 28 235
e 28 100
e 28 872
e 28 362
e 28 227
e 28 129
e 28 167
e 28 118
e 28 741
e 29 509
e 29 650
e 29 915
e 30 821
e 30 889
e 30 529
e 30 409
e 30 610
e 31 77
e 31 275
e 31 845
e 31 336
e 34 415
e 34 131
e 34 212
e 35 974
e 35 353
e 35 193
e 36 239
e 36 995
e 36 879
e 36 844
e 36 420
e 37 734
e 37 855
e 37 449
e 38 261
e 38 692
e 38 915
e 38 478
e 38 690
e 39 880
e 39 958
e 39 77
e 40 306
e 40 810
e 40 187
e 40 993
e 40 622
e 40 341
e 41 540
e 41 612
e 41 121
e 42 467
e 42 203
e 42 344
e 42 176
e 43 281
e 43 543
e 43 500
e 43 370
e 43 626
e 44 480
e 44 95
e 44 865
e 44 848
e 44 399
e 44 228
e 44 901
e 44 121
e 44 564
e 45 120
e 45 519
e 45 998
e 45 333
e 45 834
e 46 174
e 46 186
e 46 841
e 46 877
e 46 298
e 47 124
e 47 318
e 47 598
e 47 378
e 49 537
e 49 210
e 49 175
e 49 863
e 50 711
e 50 624
e 50 567
e 50 158
e 50 823
e 51 727
e 51 190
e 51 211
e 51 239
e 51 700
e 51 277
e 55 358
e 55 892
e 55 496
e 55 554
e 55 799
e 56 667
e 56 425
e 56 214
e 58 100
e 58 646
e 58 956
e 58 259
e 58 687
e 59 388
e 59 499
e 59 478
e 59 289
e 59 364
e 59 132
e 60 645
e 60 620
e 60 874
e 60 557
e 60 422
e 60 294
e 60 416
e 61 877
e 61 127
e 61 410
e 62 215
e 62 450
e 62 439
e 63 876
e 63 304
e 63 132
e 63 933
e 63 741
e 64 843
e 64 747
e 64 331
e 64 629
e 65 422
e 65 535
e 65 318
e 65 207
e 65 878
e 65 769
e 65 275
e 66 369
e 66 550
e 66 428
e 67 634
e 67 592
e 67 952
e 67 241
e 67 346
e 67 720
e 67 219
e 67 305
e 68 523
e 68 194
e 68 822
e 68 651
e 69 432
e 69 207
e 69 242
e 69 766
e 71 783
e 71 97
e 71 722
e 71 910
e 72 734
e 72 611
e 72 371
e 73 605
e 73 686
e 73 510
e 74 540
e 74 94
e 74 182
e 74 617
e 74 284
e 74 879
e 75 901
e 75 226
e 75 281
e 75 651
e 75 845
e 75 271
e 76 788
e 76 581
e 76 973
e 76 844
e 76 365
e 76 217
e 76 654
e 76 861
e 76 167
e 77 424
e 77 906
e 79 677
e 79 698
e 81 725
e 81 189
e 81 89
e 81 527
e 81 706
e 81 812
e 82 887
e 82 823
e 82 226
e 82 182
e 83 182
e 83 221
e 83 911
e 84 524
e 84 724
e 84 155
e 84 123
e 84 130
e 85 492
e 85 115
e 85 439
e 86 760
e 86 774
e 86 473
e 87 472
e 87 215
e 87 568
e 87 872
e 88 408
e 88 281
e 88 806
e 88 211
e 88 596
e 89 924
e 89 374
e 89 112
e 89 903
e 91 593
e 91 884
e 91 245
e 91 96
e 91 522
e 91 491
e 91 913
e 91 131
e 92 345
e 92 719
e 92 330
e 92 691
e 93 615
e 93 163
e 93 885
e 93 221
e 94 688
e 94 356
e 94 647
e 94 221
e 95 722
e 95 108
e 95 267
e 95 559
e 95 256
e 96 988
e 96 272
e 97 743
e 97 635
e 97 618
e 97 950
e 98 539
e 98 690
e 98 246
e 98 963
e 100 196
e 100 371
e 100 589
e 101 156
e 101 151
e 101 382
e 101 263
e 101 583
e 101 405
e 102 851
e 102 241
e 102 880
e 102 645
e 102 916
e 102 208
e 103 774
e 103 919
e 103 395
e 103 617
e 103 430
e 103 387
e 103 695
e 105 408
e 105 333
e 105 904
e 105 496
e 106 789
e 106 824
e 106 892
e 106 596
e 107 353
e 107 783
e 107 208
e 108 546
e 108 972
e 108 977
e 109 218
e 109 905
e 109 410
e 111 676
e 111 520
e 111 727
e 112 361
e 112 715
e 113 168
e 113 114
e 113 389
e 113 385
e 113 220
e 114 402
e 114 177
e 114 279
e 115 474
e 115 483
e 115 700
e 115 196
e 116 899
e 116 583
e 116 279
e 116 983
e 116 650
e 117 919
e 117 487
e 117 246
e 118 188
e 118 801
e 118 951
e 120 931
e 120 259
e 121 572
e 121 762
e 121 764
e 121 619
e 121 731
e 121 891
e 121 779
e 123 554
e 123 646
e 123 510
e 123 766
e 124 333
e 124 555
e 124 764
e 124 504
e 124 492
e 125 638
e 125 552
e 125 979
e 125 626
e 125 383
e 125 796
e 125 848
e 126 232
e 126 833
e 126 539
e 127 662
e 127 448
e 127 995
e 127 287
e 127 607
e 128 371
e 128 889
e 128 982
e 128 601
e 129 636
e 129 396
e 129 894
e 129 186
e 130 365
e 130 655
e 130 745
e 130 768
e 130 575
e 130 590
e 130 338
e 131 757
e 131 813
e 131 367
e 132 503
e 132 590
e 133 556
e 133 551
e 133 863
e 134 539
e 134 692
e 134 859
e 134 706
e 136 886
e 136 287
e 136 221
e 136 318
e 136 806
e 136 708
e 136 779
e 136 156
e 136 720
e 136 409
e 137 977
e 137 982
e 137 823
e 137 175
e 140 158
e 140 859
e 140 946
e 140 799
e 142 792
e 142 941
e 142 922
e 143 200
