n 2000
e 0 1819
e 0 433
e 0 602
e 0 237
e 0 996
e 0 335
e 1 895
e 1 970
e 1 23
e 1 1526
e 2 114
e 2 591
e 2 601
e 2 933
e 2 634
e 2 442
e 4 838
e 4 830
e 4 1407
e 4 1475
e 4 1808
e 4 1172
e 6 1180
e 6 537
e 6 310
e 8 795
e 8 1015
e 8 1540
e 8 961
e 8 1326
e 8 1165
e 9 501
e 9 1408
e 9 678
e 9 1864
e 9 156
e 9 1357
e 9 1459
e 9 638
e 9 1556
e 9 1265
e 9 1685
e 10 1671
e 10 1040
e 10 624
e 10 440
e 10 435
e 10 1009
e 10 1714
e 11 1084
e 11 133
e 11 330
e 13 81
e 13 804
e 13 1832
e 14 1993
e 14 89
e 14 598
e 14 1091
e 14 650
e 15 331
e 15 89
e 15 1935
e 16 1951
e 16 1993
e 16 1525
e 16 1707
e 16 1300
e 16 1710
e 16 1875
e 16 1796
e 16 1602
e 18 1257
e 18 1551
e 18 827
e 18 1717
e 18 641
e 19 412
e 19 241
e 19 1926
e 19 689
e 21 891
e 21 1597
e 21 1415
e 21 1120
e 21 628
e 21 1906
e 22 1943
e 22 803
e 22 549
e 22 701
e 22 1100
e 23 862
e 23 473
e 24 953
e 24 615
e 24 1072
e 24 1878
e 24 803
e 24 689
e 24 1156
e 25 628
e 25 576
e 25 1961
e 25 890
e 25 1119
e 26 1442
e 26 1226
e 26 1685
e 26 1183
e 26 1928
e 26 568
e 26 1174
e 29 323
e 29 292
e 29 1366
e 35 1659
e 35 1881
e 35 517
e 35 396
e 36 379
e 36 1984
e 36 1019
e 36 292
e 36 1869
e 36 1449
e 38 800
e 38 1722
e 38 649
e 38 517
e 38 994
e 39 62
e 39 1188
e 39 1668
e 39 1295
e 39 600
e 39 702
e 41 1379
e 41 310
e 41 831
e 41 1109
e 41 1974
e 42 440
e 42 379
e 42 160
e 43 435
e 43 1733
e 43 182
e 43 1435
e 44 817
e 44 437
e 44 101
e 45 1552
e 45 1334
e 45 354
e 46 1187
e 46 254
e 46 822
e 46 1437
e 46 351
e 49 705
e 49 115
e 49 1831
e 49 1693
e 49 551
e 49 1088
e 50 771
e 50 517
e 50 596
e 51 321
e 51 858
e 51 1450
e 51 1272
e 52 207
e 52 268
e 52 1038
e 53 170
e 53 1787
e 53 1692
e 54 1574
e 54 394
e 54 97
e 54 1694
e 54 143
e 56 892
e 56 390
e 56 1582
e 56 1456
e 56 1615
e 58 415
e 58 1728
e 58 1158
e 61 1771
e 61 1209
e 61 1159
e 62 694
e 62 1359
e 63 1107
