n 1000
e 0 528
e 0 301
e 0 919
e 0 748
e 0 277
e 0 477
e 1 350
e 1 200
e 1 841
e 1 678
e 3 602
e 3 48
e 3 128
e 3 521
e 3 873
e 4 182
e 4 108
e 4 423
e 5 269
e 5 76
e 5 82
e 5 244
e 5 161
e 5 633
e 6 715
e 6 270
e 6 949
e 7 785
e 7 442
e 7 141
e 9 680
e 9 796
e 9 213
e 10 83
e 10 497
e 10 664
e 11 534
e 11 616
e 11 960
e 11 860
e 11 173
e 11 254
e 12 415
e 12 332
e 12 499
e 14 813
e 14 175
e 14 622
e 14 754
e 14 611
e 16 900
e 16 577
e 16 730
e 16 438
e 16 791
e 16 268
e 17 76
e 17 150
e 17 615
e 17 802
e 17 377
e 17 923
e 17 43
e 18 188
e 18 731
e 18 69
e 18 518
e 18 223
e 19 800
e 19 367
e 19 485
e 19 447
e 20 577
e 20 732
e 20 723
e 20 488
e 20 25
e 20 551
e 20 270
e 21 914
e 21 35
e 21 537
e 21 651
e 21 216
e 22 677
e 22 438
e 22 273
e 22 124
e 22 515
e 22 587
e 22 696
e 24 650
e 24 494
e 24 168
e 24 736
e 24 787
e 24 244
e 25 937
e 25 974
e 26 388
e 26 472
e 26 512
e 27 411
e 27 551
e 27 665
e 27 587
e 28 206
e 28 963
e 28 874
e 28 769
e 28 815
e 28 252
e 29 775
e 29 48
e 29 858
e 29 926
e 29 946
e 29 643
e 30 784
e 30 709
e 30 497
e 31 816
e 31 407
e 31 370
e 32 678
e 32 239
e 32 591
e 32 685
e 33 40
e 33 641
e 33 615
e 33 673
e 34 783
e 34 901
e 34 339
e 34 631
e 34 923
e 34 640
e 35 168
e 35 541
e 35 471
e 35 684
e 36 633
e 36 292
e 36 326
e 36 584
e 36 294
e 37 164
e 37 44
e 37 400
e 37 308
e 38 360
e 38 370
e 38 157
e 38 526
e 38 344
e 38 578
e 39 478
e 39 518
e 39 40
e 39 873
e 40 153
e 40 945
e 40 623
e 40 596
e 40 605
e 41 537
e 41 468
e 41 935
e 41 755
e 43 866
e 43 643
e 44 533
e 44 693
e 44 147
e 45 745
e 45 214
e 45 337
e 45 326
e 45 883
e 45 405
e 45 512
e 47 349
e 47 474
e 47 882
e 47 339
e 48 587
e 48 400
e 48 572
e 49 459
e 49 261
e 49 556
e 49 148
e 50 178
e 50 235
e 50 111
e 50 252
e 50 112
e 50 929
e 50 442
e 50 437
e 51 643
e 51 525
e 51 863
e 51 144
e 52 164
e 52 466
e 52 736
e 52 738
e 52 589
e 52 862
e 52 699
e 52 943
e 53 784
e 53 592
e 53 995
e 53 789
e 54 714
e 54 695
e 54 254
e 54 769
e 54 829
e 54 227
e 54 204
e 54 675
e 54 212
e 55 693
e 55 227
e 55 998
e 56 879
e 56 567
e 56 316
e 56 934
e 56 530
e 56 901
e 57 236
e 57 469
e 57 922
e 58 912
e 58 701
e 58 361
e 58 98
e 60 523
e 60 431
e 60 303
e 60 207
e 61 284
e 61 608
e 61 912
e 61 559
e 61 149
e 62 651
e 62 110
e 62 288
e 62 831
e 62 877
e 64 321
e 64 270
e 64 437
e 64 239
e 64 565
e 65 288
e 65 676
e 65 374
e 65 627
e 65 983
e 65 176
e 65 378
e 65 598
e 65 528
e 66 555
e 66 801
e 66 949
e 67 374
e 67 265
e 67 157
e 67 922
e 67 976
e 69 727
e 69 495
e 69 879
e 70 321
e 70 486
e 70 175
e 70 605
e 73 489
e 73 569
e 73 122
e 73 298
e 75 526
e 75 228
e 75 693
e 75 793
e 75 792
e 76 439
e 76 484
e 77 648
e 77 551
e 77 523
e 78 435
e 78 472
e 78 742
e 78 977
e 79 695
e 79 150
e 79 540
e 80 314
e 80 402
e 80 806
e 80 459
e 80 305
e 80 841
e 81 998
e 81 926
e 81 285
e 82 973
e 82 202
e 82 298
e 83 868
e 83 975
e 83 194
e 83 996
e 83 133
e 83 127
e 84 147
e 84 982
e 84 421
e 84 612
e 84 666
e 84 646
e 85 485
e 85 463
e 85 752
e 85 447
e 85 788
e 85 565
e 85 606
e 86 304
e 86 673
e 86 265
e 89 350
e 89 352
e 89 666
e 89 111
e 89 625
e 89 695
e 91 401
e 91 688
e 91 630
e 91 844
e 91 265
e 94 940
e 94 775
e 94 576
e 94 310
e 94 324
e 94 257
e 94 97
e 94 286
e 96 709
e 96 896
e 96 780
e 97 931
e 97 114
e 98 953
e 98 148
e 98 128
e 99 916
e 99 572
e 99 752
e 100 232
e 100 529
e 100 977
e 102 423
e 102 640
e 102 237
e 103 479
e 103 571
e 103 349
e 103 699
e 103 377
e 105 984
e 105 604
e 105 236
e 105 125
e 107 182
e 107 253
e 107 477
e 108 267
e 108 519
e 108 887
e 109 844
e 109 685
e 109 774
e 109 452
e 109 125
e 110 124
e 110 996
e 110 174
e 110 844
e 111 819
e 111 887
e 112 921
e 112 184
e 113 762
e 113 764
e 113 953
e 113 899
e 113 175
e 113 847
e 114 807
e 114 383
e 115 751
e 115 711
e 115 620
e 115 533
e 118 213
e 118 656
e 118 886
e 118 766
e 118 534
e 118 868
e 120 215
e 120 868
e 120 161
e 120 949
e 120 237
e 120 499
e 121 816
e 121 980
e 121 581
e 122 849
e 122 745
e 122 636
