n 1000
e 0 399
e 0 85
e 0 574
e 0 845
e 0 334
e 1 925
e 1 119
e 1 64
e 2 979
e 2 235
e 2 383
e 3 534
e 3 224
e 3 948
e 3 925
e 4 889
e 4 920
e 4 135
e 4 203
e 4 416
e 5 148
e 5 926
e 5 717
e 7 26
e 7 451
e 7 753
e 7 993
e 7 569
e 7 673
e 7 914
e 7 553
e 7 8
e 8 787
e 8 929
e 9 51
e 9 881
e 9 515
e 9 509
e 10 672
e 10 72
e 10 87
e 10 166
e 10 527
e 10 642
e 11 626
e 11 954
e 11 583
e 12 667
e 12 312
e 12 997
e 13 755
e 13 191
e 13 708
e 13 707
e 13 824
e 13 171
e 14 72
e 14 281
e 14 62
e 15 88
e 15 845
e 15 405
e 15 90
e 15 732
e 16 133
e 16 296
e 16 231
e 16 650
e 16 187
e 16 970
e 17 305
e 17 667
e 17 33
e 17 183
e 17 452
e 17 701
e 19 173
e 19 308
e 19 430
e 20 991
e 20 903
e 20 732
e 20 513
e 20 795
e 20 790
e 20 993
e 21 789
e 21 778
e 21 592
e 23 640
e 23 262
e 23 941
e 23 627
e 24 135
e 24 282
e 24 208
e 25 661
e 25 562
e 25 526
e 26 890
e 26 443
e 26 712
e 26 733
e 26 996
e 30 314
e 30 605
e 30 730
e 30 650
e 30 534
e 32 808
e 32 968
e 32 472
e 32 257
e 32 821
e 32 515
e 33 604
e 33 79
e 33 84
e 33 704
e 33 70
e 33 534
e 33 51
e 35 391
e 35 724
e 35 311
e 37 50
e 37 518
e 37 580
e 37 767
e 38 983
e 38 562
e 38 888
e 38 104
e 38 895
e 41 494
e 41 234
e 41 53
e 43 500
e 43 803
e 43 226
e 43 736
e 43 959
e 43 884
e 43 684
e 44 108
e 44 593
e 44 571
e 45 647
e 45 416
e 45 774
e 45 551
e 47 789
e 47 605
e 47 308
e 47 57
e 48 362
e 48 815
e 48 663
e 48 214
e 48 952
e 48 932
e 48 180
e 50 718
e 50 638
e 50 658
e 50 342
e 50 836
e 50 590
e 50 935
e 51 402
e 51 52
e 52 479
e 52 904
e 52 694
e 52 866
e 52 330
e 52 824
e 53 694
e 53 755
e 53 134
e 53 267
e 54 117
e 54 777
e 54 996
e 54 516
e 54 337
e 54 335
e 55 656
e 55 448
e 55 80
e 55 990
e 56 856
e 56 77
e 56 78
e 56 962
e 56 796
e 56 235
e 56 836
e 56 203
e 56 881
e 57 667
e 57 927
e 57 312
e 57 744
e 58 925
e 58 204
e 58 708
e 59 258
e 59 689
e 59 476
e 59 725
e 59 219
e 59 311
e 61 733
e 61 631
e 61 398
e 61 527
e 62 504
e 62 688
e 62 946
e 62 763
e 64 633
e 64 72
e 64 878
e 64 406
e 64 727
e 65 834
e 65 855
e 65 564
e 65 206
e 66 594
e 66 611
e 66 148
e 66 983
e 66 341
e 66 552
e 67 961
e 67 182
e 67 406
e 68 786
e 68 927
e 68 962
e 68 986
e 68 304
e 68 837
e 70 743
e 70 618
e 70 471
e 70 828
e 71 643
e 71 771
e 71 532
e 71 246
e 72 252
e 72 366
e 72 790
e 72 539
e 73 776
e 73 585
e 73 539
e 75 814
e 75 432
e 75 754
e 75 775
e 77 179
e 77 159
e 77 587
e 77 375
e 78 853
e 78 367
e 78 709
e 78 370
e 78 910
e 79 219
e 79 781
e 79 909
e 79 667
e 79 180
e 79 209
e 80 708
e 80 829
e 80 104
e 80 148
e 80 557
e 81 545
e 81 667
e 81 438
e 82 123
e 82 899
e 82 796
e 83 85
e 83 503
e 83 934
e 83 989
e 83 901
e 84 954
e 84 996
e 84 177
e 84 216
e 84 92
e 85 624
e 85 106
e 85 367
e 85 727
e 85 352
e 85 182
e 86 292
e 86 553
e 86 935
e 86 375
e 86 946
e 86 792
e 86 397
e 87 215
e 87 669
e 88 980
e 88 828
e 88 92
e 88 979
e 89 90
e 89 791
e 89 146
e 89 780
e 90 906
e 90 961
e 91 646
e 91 459
e 91 151
e 91 953
e 91 836
e 92 578
e 92 943
e 92 514
e 93 707
e 93 523
e 93 921
e 93 237
e 94 731
e 94 927
e 94 188
e 94 795
e 94 359
e 94 670
e 94 693
e 94 396
e 95 121
e 95 119
e 95 460
e 97 488
e 97 727
e 97 845
e 98 290
e 98 850
e 98 739
e 98 476
e 98 923
e 98 338
e 100 650
e 100 774
e 100 364
e 100 110
e 100 540
e 100 577
e 101 554
e 101 383
e 101 170
e 101 787
e 101 337
e 104 895
e 104 949
e 104 261
e 104 921
e 104 782
e 104 626
e 105 768
e 105 902
e 105 521
e 105 300
e 105 502
e 106 516
e 106 399
e 106 336
e 107 333
e 107 444
e 107 157
e 107 272
e 108 179
e 108 789
e 108 419
e 108 185
e 108 501
e 110 846
e 110 807
e 110 626
e 111 979
e 111 871
e 111 594
e 111 350
e 111 903
e 111 534
e 112 499
e 112 133
e 112 490
e 113 128
e 113 432
e 113 954
e 113 948
e 115 259
e 115 772
e 115 358
e 115 193
e 116 462
e 116 117
e 116 850
e 116 916
e 116 448
e 117 923
e 117 922
e 117 167
e 118 807
e 118 258
e 118 546
e 118 358
e 119 500
e 119 445
e 119 685
e 119 838
e 120 780
e 120 498
e 120 181
e 121 375
e 121 947
e 121 685
e 121 888
e 121 485
e 121 629
e 123 363
e 123 334
e 123 390
e 123 462
e 125 906
e 125 887
e 125 400
e 127 815
e 127 314
e 127 239
e 128 660
e 128 294
e 128 498
e 128 465
e 128 803
e 129 294
e 129 252
e 129 529
e 130 813
e 130 136
e 130 568
e 130 819
e 132 350
e 132 893
e 132 218
e 132 532
e 132 930
e 132 705
e 132 548
e 133 342
e 133 374
e 133 321
e 133 929
e 134 240
e 134 675
e 134 906
e 134 396
e 134 868
e 134 489
e 135 684
e 135 848
e 135 624
e 135 247
e 135 706
e 135 722
e 135 536
e 135 275
e 135 381
e 135 799
e 136 659
e 136 410
e 137 804
e 137 342
e 137 895
e 139 822
e 139 920
e 139 675
e 141 563
e 141 984
e 141 295
e 141 797
e 141 354
e 141 542
e 142 451
e 142 979
e 142 536
e 142 880
e 143 174
e 143 185
e 143 834
e 143 633
e 143 891
e 143 926
e 144 901
e 144 921
e 144 995
e 144 547
e 144 308
e 144 363
e 145 160
e 145 848
e 145 807
e 145 300
e 145 551
e 146 318
e 146 248
e 146 867
e 146 633
e 148 608
e 150 716
e 150 377
e 150 837
e 150 952
e 150 783
e 151 932
e 151 906
e 151 398
e 151 986
e 151 366
e 151 661
e 151 930
e 151 820
e 152 810
e 152 661
e 152 404
e 152 413
e 152 434
e 153 507
e 153 682
e 153 172
e 153 695
e 155 573
e 155 522
e 155 502
e 155 924
e 156 596
e 156 997
e 156 784
e 156 445
e 156 160
e 157 436
e 157 331
e 157 281
e 157 766
e 157 341
e 158 527
e 158 707
e 158 358
e 158 935
e 159 966
e 159 680
e 159 457
e 159 332
e 159 202
e 159 754
e 160 303
e 160 555
e 160 317
e 161 391
e 161 317
e 161 170
e 161 178
e 162 458
e 162 909
e 162 882
e 163 562
e 163 218
e 163 924
e 163 946
e 164 793
e 164 815
e 164 494
e 166 216
e 166 601
e 166 845
e 166 203
e 166 688
e 167 444
e 167 924
e 168 779
e 168 386
e 168 727
e 168 965
e 168 617
e 170 966
e 170 245
e 171 352
e 171 728
e 171 356
e 171 886
e 171 573
e 171 781
e 172 293
e 172 320
e 172 454
e 173 602
e 173 618
e 174 986
e 174 881
e 174 587
e 174 390
e 175 681
e 175 292
e 175 629
e 175 917
e 176 814
e 176 754
e 176 574
e 177 315
e 177 597
e 177 710
e 177 924
e 177 855
e 178 870
e 178 596
e 178 235
e 179 186
e 180 528
e 180 342
e 181 459
e 181 652
e 181 784
e 181 920
e 182 211
e 182 841
e 182 777
e 182 751
e 182 223
e 183 629
e 183 809
e 183 359
e 183 553
e 184 726
e 184 518
e 184 272
e 184 702
e 185 887
e 186 630
e 186 784
e 187 547
e 187 837
e 187 443
e 188 237
e 188 364
e 188 650
e 188 500
e 191 815
e 191 354
e 191 597
e 191 774
e 191 634
e 192 364
e 192 909
e 192 594
e 193 254
e 193 681
e 193 688
e 195 725
e 195 391
e 195 449
e 195 999
e 196 510
e 196 953
e 196 410
e 197 822
e 197 410
e 197 496
e 197 557
e 198 706
e 198 503
e 198 500
e 198 377
e 198 635
e 198 610
e 198 363
e 199 590
e 199 610
e 199 621
e 199 903
e 199 671
e 199 666
e 199 856
e 199 786
e 201 728
e 201 608
e 201 392
e 202 506
e 202 702
e 202 622
e 202 990
e 203 282
e 203 217
e 203 589
e 203 568
e 203 340
e 204 641
e 204 737
e 204 255
e 204 672
e 204 982
e 204 845
e 204 681
e 206 806
e 206 323
e 206 221
e 206 950
e 207 619
e 207 599
e 207 869
e 208 323
e 208 983
e 208 255
e 208 659
e 208 570
e 208 751
e 208 336
e 209 538
e 209 819
e 211 440
e 211 987
e 211 557
e 211 652
e 211 293
e 213 820
e 213 405
e 213 755
e 213 836
e 213 973
e 213 622
e 214 727
e 214 592
e 215 943
e 215 581
e 215 535
e 215 888
e 215 881
e 216 604
e 216 890
e 217 340
e 217 447
e 217 436
e 218 272
e 218 703
e 219 624
e 219 943
e 219 436
e 219 635
e 220 807
e 220 905
e 220 269
e 220 996
e 221 388
e 221 923
e 221 401
e 221 876
e 223 984
e 223 551
e 223 717
e 224 342
e 224 641
e 224 466
e 225 694
e 225 915
e 225 993
e 225 312
e 225 458
e 226 658
e 226 864
e 226 745
e 226 769
e 227 835
e 227 728
e 227 905
e 227 377
e 227 878
e 228 571
e 228 716
e 228 658
e 228 789
e 228 918
e 231 721
e 231 590
e 231 827
e 232 879
e 232 311
e 232 534
e 232 836
e 232 975
e 233 913
e 233 817
e 233 674
e 234 290
e 234 779
e 234 335
e 237 556
e 237 300
e 237 996
e 237 692
e 237 338
e 237 685
e 237 659
e 238 729
e 238 946
e 238 827
e 238 929
e 238 573
e 239 400
e 239 456
