n 1000
e 1 795
e 1 697
e 1 144
e 1 224
e 3 152
e 3 436
e 3 837
e 3 661
e 3 765
e 4 635
e 4 263
e 4 837
e 5 706
e 5 320
e 5 418
e 6 233
e 6 91
e 6 34
e 7 401
e 7 594
e 7 772
e 7 505
e 7 473
e 7 389
e 7 671
e 8 322
e 8 360
e 8 516
e 8 611
e 8 423
e 9 916
e 9 24
e 9 129
e 9 828
e 10 572
e 10 729
e 10 58
e 10 192
e 10 458
e 10 103
e 10 447
e 11 232
e 11 974
e 11 329
e 11 668
e 11 631
e 13 529
e 13 819
e 13 401
e 13 56
e 13 879
e 14 983
e 14 671
e 14 736
e 15 850
e 15 821
e 15 621
e 15 929
e 15 941
e 16 315
e 16 789
e 16 609
e 16 389
e 17 904
e 17 156
e 17 41
e 17 575
e 17 750
e 18 274
e 18 301
e 18 644
e 18 367
e 18 752
e 20 734
e 20 31
e 20 592
e 20 515
e 20 311
e 21 392
e 21 264
e 21 607
e 22 588
e 22 893
e 22 776
e 22 997
e 23 420
e 23 34
e 23 446
e 23 784
e 23 745
e 23 32
e 24 173
e 24 703
e 24 577
e 24 768
e 24 502
e 24 695
e 26 698
e 26 683
e 26 839
e 26 731
e 27 625
e 27 904
e 27 703
e 27 847
e 27 587
e 28 489
e 28 216
e 28 387
e 28 572
e 29 523
e 29 813
e 29 191
e 29 787
e 29 999
e 29 319
e 31 412
e 31 991
e 31 689
e 32 50
e 32 156
e 32 894
e 32 200
e 32 130
e 32 821
e 32 72
e 32 163
e 33 534
e 33 35
e 33 522
e 34 96
e 34 385
e 35 285
e 35 391
e 35 369
e 35 141
e 35 191
e 36 624
e 36 226
e 36 542
e 36 208
e 37 319
e 37 405
e 37 677
e 37 910
e 38 73
e 38 249
e 38 282
e 39 217
e 39 928
e 39 904
e 39 453
e 39 706
e 39 294
e 39 750
e 39 780
e 40 849
e 40 989
e 40 614
e 40 859
e 40 300
e 40 129
e 40 728
e 40 617
e 41 432
e 41 658
e 41 70
e 41 955
e 41 361
e 41 640
e 42 452
e 42 116
e 42 54
e 42 625
e 42 517
e 42 510
e 43 512
e 43 955
e 43 311
e 43 255
e 44 768
e 44 970
e 44 391
e 44 462
e 44 771
e 45 430
e 45 355
e 45 666
e 45 83
e 46 629
e 46 415
e 46 80
e 46 879
e 46 836
e 49 261
e 49 459
e 49 671
e 49 884
e 50 703
e 50 565
e 50 210
e 51 634
e 51 792
e 51 683
e 52 901
e 52 190
e 52 335
e 53 746
e 53 352
