n 2000
e 0 18
e 0 1714
e 0 1682
e 0 192
e 1 1916
e 1 1183
e 1 411
e 1 1721
e 1 1423
e 1 1330
e 2 705
e 2 111
e 2 1906
e 3 673
e 3 1786
e 3 1409
e 4 138
e 4 543
e 4 764
e 4 658
e 5 1613
e 5 762
e 5 366
e 5 1621
e 5 1345
e 5 1884
e 5 394
e 5 990
e 5 1357
e 7 937
e 7 270
e 7 823
e 9 624
e 9 1714
e 9 1024
e 9 755
e 9 265
e 10 1300
e 10 1725
e 10 468
e 10 1463
e 10 240
e 10 1680
e 11 1643
e 11 1729
e 11 495
e 11 1897
e 12 1840
e 12 495
e 12 687
e 12 306
e 12 381
e 12 390
e 12 959
e 12 1697
e 14 280
e 14 1011
e 14 1333
e 14 1571
e 15 382
e 15 421
e 15 103
e 16 1768
e 16 1205
e 16 1973
e 18 1364
e 18 1143
e 18 1665
e 18 1055
e 18 882
e 18 691
e 21 1957
e 21 1941
e 21 842
e 21 667
e 21 1612
e 21 1962
e 22 93
e 22 650
e 22 1368
e 22 1601
e 24 84
e 24 1103
e 24 1943
e 24 687
e 24 1581
e 24 438
e 25 738
e 25 338
e 25 1862
e 25 646
e 25 969
e 26 227
e 26 511
e 26 283
e 26 1173
e 26 1492
e 26 361
e 27 1788
e 27 530
e 27 65
e 27 802
e 28 909
e 28 1364
e 28 612
e 30 1792
e 30 216
e 30 605
e 30 1219
e 30 1536
e 31 1200
e 31 1437
e 31 1501
e 31 1674
e 31 743
e 31 162
e 31 1157
e 31 1683
e 32 128
e 32 1224
e 32 47
e 32 181
e 32 1786
e 33 1236
e 33 898
e 33 521
e 33 400
e 34 533
e 34 558
e 34 1904
e 34 852
e 34 902
e 35 1851
e 35 375
e 35 796
e 36 1139
e 36 1536
e 36 1999
e 36 138
e 36 54
e 36 960
e 36 1711
e 41 1442
e 41 522
e 41 423
e 41 1378
e 41 959
e 41 1780
e 42 509
e 42 515
e 42 697
e 42 429
e 43 1716
e 43 1344
e 43 1210
e 44 324
e 44 1869
e 44 155
e 44 671
e 44 1706
e 45 992
e 45 1031
e 45 1343
e 46 1884
e 46 854
e 46 1278
e 46 1919
e 47 1553
e 47 736
e 47 821
e 47 1207
e 49 383
e 49 233
e 49 1215
e 50 701
e 50 1403
e 50 1848
e 50 1378
e 50 237
e 50 852
e 50 223
e 50 53
e 50 886
e 51 1360
e 51 56
e 51 1390
e 51 612
e 51 1634
e 52 97
e 52 1894
e 52 1621
e 52 978
e 52 1233
e 52 1132
e 53 1815
e 53 1235
e 53 1025
e 54 1262
e 54 1278
e 54 192
e 55 1534
e 55 111
e 55 309
e 55 1544
e 55 384
e 56 1890
e 56 776
e 56 522
e 56 1160
e 56 1800
e 58 788
e 58 713
e 58 1577
e 59 205
e 59 1351
e 59 840
e 59 1044
e 60 1368
e 60 750
e 60 1841
e 60 1743
e 60 1540
e 62 458
e 62 1460
e 62 1372
e 62 1645
e 62 495
e 62 764
e 63 635
e 63 541
e 63 468
e 64 1589
e 64 619
e 64 576
e 65 1100
e 65 833
e 65 1451
e 65 1815
e 65 1261
e 65 283
e 66 833
e 66 598
e 66 81
e 66 838
e 66 1189
e 68 1860
e 68 1840
e 68 910
e 68 1106
e 69 1895
e 69 1430
e 69 167
e 69 1726
e 70 1772
e 70 441
e 70 189
e 71 614
e 71 945
e 71 1279
e 73 1893
e 73 1740
e 73 1044
e 73 199
e 73 1413
e 73 784
e 74 1076
e 74 248
e 74 961
e 74 1187
e 74 1364
e 75 678
e 75 641
e 75 421
e 75 233
e 75 1806
e 76 1757
e 76 1841
e 76 1242
e 77 276
e 77 1018
e 77 955
e 77 1237
e 77 820
e 78 496
e 78 909
e 78 209
e 80 1947
e 80 1512
e 80 1242
e 80 881
e 80 783
e 80 711
e 81 183
e 81 1532
e 81 1038
e 82 1811
e 82 1387
e 82 199
e 84 1409
e 84 440
e 84 538
e 84 175
e 84 554
e 85 762
e 85 273
e 85 769
e 85 1755
e 85 1701
e 85 1363
e 86 1037
e 86 1790
e 86 1017
e 86 1200
e 86 1787
e 86 343
e 86 438
e 88 1864
e 88 417
e 88 997
e 88 859
e 88 608
e 88 1595
e 88 915
e 88 1024
e 89 900
e 89 1001
e 89 1469
e 89 232
e 89 379
e 89 161
e 89 695
e 89 1398
e 90 456
e 90 311
e 90 1514
e 90 1376
e 92 1246
e 92 1473
e 92 1443
e 92 1875
e 93 178
e 93 1205
e 93 811
e 93 1240
e 94 738
e 94 1534
e 94 930
e 96 1425
e 96 485
e 96 1974
e 96 1984
e 97 686
e 97 667
e 97 1343
e 98 1625
e 98 1760
e 98 1440
e 99 1230
e 99 262
e 99 871
e 99 1769
e 99 475
e 100 254
e 100 665
e 100 1709
e 100 1353
e 102 1785
e 102 802
e 102 1200
e 102 1700
e 103 1935
e 103 849
e 103 1732
e 103 327
e 103 1838
e 104 1394
e 104 1538
e 104 1267
e 104 1507
e 107 1000
e 107 1262
e 107 1009
e 107 1789
e 107 691
e 107 1773
e 107 121
e 109 665
e 109 1931
e 109 1087
e 109 604
e 109 1665
e 109 950
e 110 959
e 110 491
e 110 1824
e 110 1131
e 111 1270
e 111 1385
e 111 1354
e 111 1614
e 112 1127
e 112 1798
e 112 682
e 112 1680
e 113 1053
e 113 1586
e 113 1724
e 113 723
e 116 1792
e 116 1518
e 116 1112
e 116 1428
e 116 163
e 117 828
e 117 894
e 117 299
e 118 490
e 118 1209
e 118 1489
e 118 357
e 118 393
e 118 1025
e 120 912
e 120 1660
e 120 1191
e 120 835
e 121 344
e 121 912
e 121 1508
e 121 1336
e 121 547
e 122 467
e 122 1385
e 122 1718
e 122 1436
e 122 1601
e 123 1290
e 123 684
e 123 250
e 123 1396
e 123 708
e 124 242
e 124 1869
e 124 1123
e 127 1347
e 127 1677
e 127 322
e 127 1859
e 128 898
e 128 1769
e 129 714
e 129 1363
e 129 766
e 129 1278
e 129 954
e 129 1579
e 129 597
e 129 1562
e 129 1760
e 130 1024
e 130 242
e 130 188
e 131 1458
e 131 751
e 131 1201
e 131 876
e 133 1823
e 133 1317
e 133 670
e 133 678
e 133 194
e 134 1471
e 134 1652
e 134 977
e 134 192
e 134 1963
e 135 1201
e 135 1893
e 135 823
e 136 1998
e 136 846
e 136 990
e 136 1843
e 136 776
e 137 1580
e 137 1494
e 137 1221
e 137 926
e 137 599
e 137 885
e 138 1945
e 138 1717
e 138 1167
e 138 1259
e 138 1321
e 139 223
e 139 1423
