n 1000
e 0 354
e 0 533
e 0 35
e 0 74
e 0 630
e 0 20
e 1 134
e 1 882
e 1 202
e 1 710
e 1 116
e 1 896
e 2 607
e 2 815
e 2 738
e 2 985
e 2 195
e 2 346
e 2 645
e 3 156
e 3 655
e 3 940
e 3 544
e 3 347
e 3 906
e 3 733
e 3 235
e 6 832
e 6 420
e 6 586
e 6 264
e 6 966
e 7 895
e 7 46
e 7 454
e 7 751
e 7 316
e 7 17
e 8 353
e 8 731
e 8 147
e 9 608
e 9 776
e 9 184
e 9 518
e 9 160
e 10 385
e 10 250
e 10 482
e 11 86
e 11 296
e 11 563
e 11 136
e 12 948
e 12 467
e 12 607
e 12 466
e 12 175
e 13 349
e 13 673
e 13 409
e 13 763
e 16 148
e 16 632
e 16 142
e 16 273
e 16 880
e 16 655
e 16 444
e 17 935
e 17 314
e 18 394
e 18 585
e 18 984
e 19 823
e 19 859
e 19 821
e 19 761
e 19 487
e 20 746
e 20 685
e 20 357
e 20 138
e 20 70
e 22 783
e 22 628
e 22 53
e 22 121
e 22 135
e 22 870
e 23 40
e 23 893
e 23 376
e 23 160
e 23 289
e 23 845
e 23 691
e 25 44
e 25 989
e 25 270
e 25 716
e 25 870
e 26 936
e 26 590
e 26 717
e 27 366
e 27 586
e 27 292
e 27 198
e 27 346
e 27 683
e 27 959
e 27 108
e 28 119
e 28 466
e 28 158
e 29 417
e 29 189
e 29 470
e 29 821
e 29 816
e 29 992
e 29 936
e 31 737
e 31 98
e 31 620
e 31 379
e 31 646
e 31 398
e 31 235
e 31 245
e 31 582
e 33 263
e 33 308
e 33 806
e 33 247
e 35 531
e 35 95
e 35 821
e 35 424
e 35 659
e 35 514
e 36 559
e 36 477
e 36 725
e 36 241
e 36 915
e 37 167
e 37 223
e 37 659
e 38 414
e 38 938
e 38 208
e 38 252
e 39 868
e 39 274
e 39 488
e 40 269
e 40 935
e 41 499
e 41 313
e 41 716
e 41 883
e 41 435
e 42 210
e 42 437
e 42 512
e 42 531
e 43 896
e 43 398
e 43 160
e 43 148
e 43 393
e 44 478
e 44 622
e 44 517
e 44 586
e 44 704
e 45 174
e 45 198
e 45 711
e 45 600
e 46 273
e 46 68
e 46 184
e 46 401
e 46 245
e 46 949
e 46 121
e 50 906
e 50 822
e 50 669
e 51 528
e 51 791
e 51 962
e 51 869
e 51 519
e 51 572
e 51 810
e 51 91
e 51 960
e 52 519
e 52 116
e 52 431
e 52 720
e 52 466
e 53 345
e 53 822
e 54 644
e 54 460
e 54 425
e 55 339
e 55 771
e 55 274
e 55 552
e 55 632
e 55 897
e 55 716
e 57 264
e 57 720
e 57 246
e 57 348
e 59 489
e 59 704
e 59 737
e 59 711
e 59 780
e 60 604
e 60 554
e 60 839
e 60 914
e 61 816
e 61 251
e 61 305
e 62 725
e 62 229
e 62 608
e 63 745
e 63 275
e 63 223
e 64 245
e 64 546
e 64 969
e 64 203
e 65 451
e 65 211
e 65 843
e 65 646
e 65 732
e 66 167
e 66 630
e 66 184
e 66 844
e 66 270
e 66 457
e 68 74
e 68 396
e 68 476
e 69 682
e 69 520
e 69 194
e 69 919
e 69 139
e 70 918
e 70 972
e 70 480
e 70 270
e 71 376
e 71 397
e 71 887
e 71 743
e 72 146
e 72 701
e 72 246
e 72 818
e 72 428
e 72 524
e 73 710
e 73 628
e 73 957
e 73 537
e 73 671
e 73 230
e 74 559
e 75 316
e 75 560
e 75 674
e 76 402
e 76 312
e 76 389
e 76 883
e 76 924
e 76 996
e 78 447
e 78 585
e 78 604
e 79 540
e 79 972
e 79 923
e 80 728
e 80 319
e 80 164
e 80 260
e 81 994
e 81 845
e 81 646
e 81 247
e 81 403
e 81 867
e 81 145
e 81 672
e 82 866
e 82 162
e 82 148
e 82 831
e 83 518
e 83 86
e 83 632
e 86 119
e 86 505
e 86 379
e 86 816
e 86 996
e 86 510
e 86 880
e 86 554
e 87 733
e 87 564
e 87 209
e 87 202
e 87 978
e 87 700
e 87 604
e 88 820
e 88 459
e 88 466
e 88 446
e 88 870
e 88 312
e 89 230
e 89 511
e 89 942
e 90 198
e 90 949
e 90 636
e 90 411
e 90 304
e 90 665
e 90 586
e 90 173
e 91 644
e 91 985
e 91 659
e 94 425
e 94 301
e 94 825
e 95 527
e 95 138
e 95 641
e 95 646
e 96 914
e 96 691
e 96 398
e 97 651
e 97 672
e 97 989
e 98 731
e 98 414
e 98 938
e 98 628
e 98 177
e 98 606
e 98 135
e 99 499
e 99 186
e 99 252
e 99 729
e 100 180
e 100 864
e 100 694
e 102 532
e 102 783
e 102 165
e 105 524
e 105 325
e 105 150
e 105 977
e 105 413
e 105 581
e 106 289
e 106 918
e 106 264
e 108 617
e 108 165
e 108 422
e 108 180
e 108 569
e 111 621
e 111 625
e 111 928
e 111 158
e 111 746
e 111 209
e 112 169
e 112 830
e 112 848
e 112 915
e 112 987
e 112 273
e 114 296
e 114 696
e 114 634
e 114 926
e 114 689
e 115 707
e 115 765
e 115 318
e 115 980
e 115 531
e 115 209
e 116 810
e 116 121
e 116 414
e 116 711
e 116 700
e 117 950
e 117 747
e 117 584
e 117 626
e 118 374
e 118 937
e 118 434
e 118 240
