n 1000
e 0 438
e 0 615
e 0 952
e 1 972
e 1 814
e 1 684
e 2 489
e 2 210
e 2 293
e 2 400
e 3 672
e 3 558
e 3 309
e 3 385
e 3 184
e 3 537
e 5 136
e 5 438
e 5 986
e 5 11
e 6 303
e 6 665
e 6 293
e 6 321
e 6 367
e 6 939
e 6 652
e 7 350
e 7 39
e 7 383
e 7 224
e 7 482
e 7 636
e 9 533
e 9 676
e 9 396
e 10 885
e 10 944
e 10 902
e 10 695
e 10 834
e 11 737
e 11 527
e 11 785
e 11 625
e 11 140
e 11 970
e 11 579
e 12 265
e 12 993
e 12 856
e 12 104
e 14 532
e 14 200
e 14 245
e 14 582
e 14 966
e 15 482
e 15 892
e 15 750
e 18 956
e 18 796
e 18 232
e 18 448
e 18 699
e 20 69
e 20 596
e 20 653
e 20 969
e 21 526
e 21 481
e 21 929
e 21 40
e 22 622
e 22 967
e 22 579
e 22 368
e 22 295
e 22 653
e 24 42
e 24 633
e 24 733
e 24 396
e 25 438
e 25 352
e 25 456
e 25 124
e 26 640
e 26 966
e 26 405
e 26 150
e 26 469
e 26 188
e 26 992
e 27 81
e 27 453
e 27 433
e 29 428
e 29 101
e 29 578
e 29 209
e 30 351
e 30 560
e 30 695
e 30 276
e 30 290
e 31 410
e 31 799
e 31 599
e 31 460
e 31 77
e 32 394
e 32 952
e 32 213
e 32 743
e 32 818
e 34 267
e 34 236
e 34 429
e 38 790
e 38 347
e 38 43
e 38 857
e 39 505
e 39 70
e 40 354
e 40 916
e 41 243
e 41 61
e 41 768
e 41 674
e 41 320
e 41 382
e 41 391
e 42 670
e 42 319
e 42 694
e 42 892
e 42 594
e 43 821
e 43 498
e 43 144
e 44 250
e 44 530
e 44 436
e 44 960
e 46 474
e 46 416
e 46 953
e 46 321
e 46 832
e 46 260
e 47 938
e 47 849
e 47 924
e 47 459
e 47 589
e 47 496
e 48 552
e 48 319
e 48 889
e 49 914
e 49 191
e 49 110
e 51 105
e 51 84
e 51 318
e 51 490
e 54 434
e 54 724
e 54 466
e 54 324
e 54 408
e 55 482
e 55 489
e 55 622
e 55 513
e 55 578
e 55 275
e 55 95
e 55 222
e 56 825
e 56 887
e 56 748
e 56 781
e 58 746
e 58 282
e 58 827
e 58 373
e 58 471
e 60 931
e 60 116
e 60 141
