n 1000
e 1 40
e 1 717
e 1 752
e 1 661
e 1 997
e 1 968
e 2 166
e 2 923
e 2 892
e 2 271
e 2 599
e 2 433
e 2 442
e 2 326
e 4 187
e 4 345
e 4 751
e 5 577
e 5 542
e 5 457
e 5 97
e 5 456
e 7 38
e 7 609
e 7 694
e 7 296
e 7 976
e 7 624
e 9 637
e 9 82
e 9 542
e 9 324
e 10 484
e 10 442
e 10 252
e 10 276
e 11 217
e 11 464
e 11 643
e 12 214
e 12 777
e 12 284
e 12 378
e 12 628
e 12 498
e 12 163
e 12 28
e 12 550
e 13 88
e 13 296
e 13 137
e 13 753
e 14 478
e 14 291
e 14 696
e 17 556
e 17 332
e 17 569
e 17 499
e 17 723
e 18 181
e 18 540
e 18 550
e 18 713
e 18 81
e 18 373
e 19 928
e 19 224
e 19 704
e 20 674
e 20 511
e 20 372
e 20 765
e 20 217
e 20 856
e 20 565
e 21 787
e 21 863
e 21 562
e 21 869
e 21 769
e 22 307
e 22 789
e 22 645
e 22 229
e 22 233
e 22 773
e 23 375
e 23 579
e 23 994
e 23 115
e 24 662
e 24 789
e 24 558
e 24 125
e 24 384
e 25 496
e 25 415
e 25 65
e 25 719
e 25 82
e 25 777
e 25 214
e 26 721
e 26 286
e 26 66
e 27 318
e 27 943
e 27 571
e 27 953
e 27 353
e 27 100
e 27 567
e 28 130
e 28 289
e 28 857
e 28 549
e 28 846
e 28 361
e 28 489
e 29 120
e 29 310
e 29 409
e 29 954
e 30 246
e 30 138
e 30 660
e 30 963
e 31 562
e 31 41
e 31 690
e 31 428
e 33 923
e 33 69
e 33 933
e 33 765
e 33 139
e 34 57
e 34 721
e 34 528
e 34 259
e 34 836
e 36 948
e 36 818
e 36 169
e 36 119
e 38 384
e 38 112
e 39 529
e 39 957
e 39 60
e 39 223
e 39 215
e 39 506
e 40 91
e 40 360
e 40 901
e 41 525
e 41 257
e 41 613
e 42 428
e 42 590
e 42 327
e 42 581
e 42 824
e 42 52
e 42 191
e 43 955
e 43 112
e 43 113
e 43 819
e 43 230
e 43 212
e 43 643
e 43 406
e 43 641
e 45 594
e 45 628
e 45 769
e 46 71
e 46 628
e 46 142
e 46 726
e 46 507
e 46 727
e 47 269
e 47 391
e 47 584
e 47 682
e 48 875
e 48 665
e 48 712
e 49 982
e 49 330
e 49 753
e 49 529
e 49 142
e 49 821
e 49 360
e 49 709
e 49 960
e 49 97
e 50 760
e 50 332
e 50 847
e 51 824
e 51 367
e 51 105
e 51 796
e 51 288
e 51 441
e 52 236
e 52 456
e 54 682
e 54 795
e 54 808
e 54 475
e 54 346
e 54 300
e 54 944
e 55 619
e 55 807
e 55 588
e 55 177
e 55 510
e 55 618
e 57 133
e 57 708
e 58 426
e 58 350
e 58 568
e 59 617
e 59 702
e 59 693
e 60 669
e 60 887
e 60 693
e 60 215
e 61 472
e 61 846
e 61 223
e 61 874
e 61 625
e 61 979
e 62 919
e 62 434
e 62 727
e 64 554
e 64 877
e 64 832
e 64 263
e 64 534
e 64 405
e 64 944
e 65 211
e 65 257
e 65 429
e 65 740
e 65 576
e 65 443
e 66 653
e 66 891
e 66 348
e 66 454
e 68 665
e 68 961
e 68 500
e 68 953
e 69 696
e 69 747
e 70 827
e 70 106
e 70 167
e 71 267
e 71 641
e 71 430
e 71 896
e 73 293
e 73 961
e 73 863
e 73 986
e 78 304
e 78 220
e 78 312
e 78 568
e 78 857
e 80 97
e 80 875
e 80 535
e 81 823
e 81 214
e 81 86
e 81 90
e 82 774
e 82 869
e 82 433
e 82 316
e 83 283
e 83 827
e 83 722
e 83 343
e 83 224
e 84 589
e 84 361
e 84 827
e 85 763
e 85 447
e 85 214
e 85 723
e 85 529
e 86 617
e 86 399
e 86 388
e 86 913
e 87 472
e 87 234
e 87 129
e 88 587
e 88 549
e 89 875
e 89 940
e 89 427
e 89 787
e 90 507
e 90 538
e 90 717
e 91 828
e 91 773
e 91 438
e 92 236
e 92 171
e 92 228
e 92 799
e 93 398
e 93 748
e 93 175
e 94 537
e 94 506
e 94 181
e 94 407
e 95 560
e 95 600
e 95 220
e 96 745
e 96 191
e 96 828
e 96 906
e 96 392
e 96 252
e 96 352
e 97 321
e 97 989
e 97 704
e 97 941
e 97 311
e 97 508
e 98 912
e 98 685
e 98 889
e 98 315
e 98 937
e 99 291
e 99 106
e 99 427
e 99 854
e 99 897
e 99 343
e 100 996
e 100 384
e 101 595
e 101 245
e 101 852
e 102 150
e 102 867
e 102 500
e 102 246
e 102 421
e 105 814
e 105 843
e 105 277
e 105 874
e 105 920
e 105 334
e 106 576
e 106 696
e 106 777
e 106 819
e 107 210
e 107 931
e 107 693
e 107 355
e 107 111
e 108 335
e 108 632
e 108 438
