n 1000
e 0 13
e 0 131
e 0 101
e 0 193
e 0 765
e 0 431
e 0 925
e 1 145
e 1 289
e 1 39
e 1 645
e 1 815
e 1 177
e 2 459
e 2 856
e 2 133
e 2 710
e 2 698
e 3 777
e 3 111
e 3 72
e 3 507
e 3 63
e 3 745
e 3 983
e 3 667
e 3 797
e 4 898
e 4 447
e 4 168
e 4 68
e 5 467
e 5 338
e 5 630
e 5 879
e 5 820
e 5 888
e 5 696
e 6 841
e 6 179
e 6 408
e 6 213
e 6 113
e 7 904
e 7 35
e 7 696
e 7 48
e 7 918
e 7 527
e 8 70
e 8 195
e 8 583
e 8 209
e 8 327
e 8 765
e 8 236
e 8 269
e 9 793
e 9 267
e 9 219
e 9 86
e 10 718
e 10 260
e 10 397
e 10 361
e 10 91
e 10 802
e 10 135
e 11 203
e 11 260
e 11 657
e 11 103
e 11 887
e 11 91
e 12 526
e 12 112
e 12 670
e 12 67
e 13 745
e 13 59
e 13 305
e 13 815
e 13 112
e 13 165
e 14 521
e 14 94
e 14 361
e 14 331
e 14 939
e 15 747
e 15 983
e 15 26
e 15 374
e 15 554
e 15 905
e 15 38
e 16 327
e 16 927
e 16 897
e 16 999
e 17 157
e 17 46
e 17 980
e 17 571
e 18 240
e 18 779
e 18 855
e 18 479
e 18 833
e 18 360
e 19 764
e 19 634
e 19 788
e 19 296
e 19 134
e 20 80
e 20 783
e 20 346
e 20 252
e 20 497
e 20 614
e 20 321
e 20 144
e 20 506
e 20 29
e 20 944
e 21 718
e 21 924
e 21 785
e 22 252
e 22 859
e 22 754
e 22 89
e 22 898
e 22 860
e 25 87
e 25 672
e 25 34
e 25 919
e 25 125
e 25 999
e 26 164
e 26 364
e 28 505
e 28 417
e 28 889
e 29 820
e 29 566
e 30 60
e 30 219
e 30 536
e 30 900
e 31 596
e 31 395
e 31 280
e 32 845
e 32 325
e 32 307
e 33 433
e 33 237
e 33 519
e 33 932
e 33 860
e 33 417
e 34 454
e 34 743
e 34 609
e 35 763
e 35 757
e 35 228
e 35 218
e 36 760
e 36 843
e 36 132
e 36 279
e 37 493
e 37 779
e 37 993
e 37 164
e 38 693
e 38 585
e 38 213
e 39 515
