n 1000
e 0 129
e 0 15
e 0 872
e 0 575
e 0 775
e 0 856
e 0 861
e 0 398
e 0 660
e 2 279
e 2 15
e 2 469
e 2 893
e 3 562
e 3 873
e 3 936
e 3 823
e 3 844
e 3 64
e 3 754
e 4 818
e 4 201
e 4 431
e 4 600
e 4 34
e 5 783
e 5 136
e 5 744
e 5 40
e 5 721
e 5 768
e 5 97
e 5 45
e 6 736
e 6 927
e 6 846
e 6 635
e 6 261
e 8 34
e 8 550
e 8 139
e 8 247
e 9 896
e 9 826
e 9 767
e 9 605
e 9 817
e 9 489
e 10 806
e 10 942
e 10 315
e 11 778
e 11 893
e 11 44
e 11 772
e 11 23
e 12 200
e 12 148
e 12 439
e 12 228
e 15 92
e 15 954
e 15 967
e 16 937
e 16 490
e 16 707
e 16 859
e 16 574
e 16 573
e 16 437
e 16 446
e 16 322
e 16 585
e 17 991
e 17 961
e 17 762
e 17 852
e 17 777
e 17 197
e 17 778
e 17 218
e 18 132
e 18 472
e 18 397
e 18 615
e 19 429
e 19 785
e 19 998
e 19 478
e 19 963
e 19 136
e 19 141
e 20 567
e 20 795
e 20 896
e 21 27
e 21 889
e 21 485
e 21 168
e 22 867
e 22 153
e 22 683
e 22 264
e 22 715
e 22 709
e 22 117
e 23 199
e 23 197
e 23 764
e 24 669
e 24 671
e 24 205
e 24 563
e 24 376
e 24 831
e 24 733
e 24 481
e 24 541
e 24 271
e 25 623
e 25 721
e 25 598
e 26 52
e 26 446
e 26 148
e 27 794
e 27 685
e 27 152
e 27 174
e 27 103
e 29 967
e 29 794
e 29 428
e 29 965
e 30 344
e 30 811
e 30 154
e 30 237
e 30 512
e 30 465
e 30 743
e 30 565
e 32 771
e 32 529
e 32 818
e 32 617
e 33 962
e 33 395
e 33 696
e 34 410
e 35 993
e 35 605
e 35 348
e 35 871
e 35 502
e 35 882
e 36 398
e 36 407
e 36 124
e 36 840
e 38 963
e 38 193
e 38 699
e 39 123
e 39 311
e 39 241
e 39 268
e 39 820
e 40 537
e 40 260
e 40 132
e 40 91
e 41 555
e 41 328
e 41 678
e 41 936
e 41 469
e 42 388
e 42 157
e 42 793
e 43 351
e 43 913
e 43 687
e 43 573
e 43 604
e 43 700
e 43 302
e 44 552
e 44 753
e 44 114
e 44 572
e 44 298
e 44 916
e 44 596
e 44 89
e 44 378
e 44 379
e 45 934
e 45 360
e 45 112
e 45 905
e 45 294
e 45 212
e 45 405
e 45 199
e 47 257
e 47 794
e 47 52
e 47 239
e 47 133
e 47 837
e 48 232
e 48 616
e 48 727
e 49 829
e 49 847
e 49 674
e 49 566
e 49 931
e 49 704
e 50 396
e 50 304
e 50 882
e 50 131
e 52 405
e 52 539
e 52 226
e 52 895
e 53 822
e 53 645
e 53 610
e 54 164
e 54 857
e 54 278
e 54 99
e 54 935
e 56 932
e 56 611
e 56 195
e 56 173
e 57 193
e 57 360
e 57 396
e 57 989
e 57 180
e 57 332
e 58 167
e 58 961
e 58 821
e 58 661
e 58 521
e 58 205
e 58 614
e 58 454
e 59 209
e 59 442
e 59 630
e 59 531
e 59 958
e 59 338
e 59 96
e 59 204
e 61 371
e 61 475
e 61 227
e 61 821
e 61 463
e 61 200
e 61 706
e 64 138
e 64 864
e 64 481
e 64 371
e 64 523
e 64 278
e 65 894
e 65 332
e 65 959
e 65 511
e 66 973
e 66 794
e 66 314
e 66 220
e 67 234
e 67 272
e 67 346
e 67 563
e 67 858
e 67 822
e 67 553
e 67 493
e 68 617
e 68 388
e 68 998
e 68 802
e 68 911
e 69 468
e 69 526
e 69 553
e 69 550
e 69 465
e 74 265
e 74 910
e 74 505
e 74 727
e 75 937
e 75 903
e 75 415
e 75 915
e 75 283
e 75 823
e 76 235
e 76 936
e 76 814
e 77 174
e 77 156
e 77 129
e 77 190
e 77 869
e 77 171
e 77 983
e 78 624
e 78 212
e 78 370
e 78 957
e 78 613
e 79 610
e 79 404
e 79 656
e 81 934
e 81 98
e 81 412
e 81 672
e 81 646
e 81 304
e 81 377
e 83 791
e 83 411
e 83 953
e 83 174
e 84 784
e 84 911
e 84 594
e 85 785
e 85 147
e 85 132
e 85 993
e 85 574
e 86 93
e 86 197
e 86 208
e 86 887
e 86 163
e 86 245
e 88 271
e 88 110
e 88 656
e 88 935
e 88 823
e 88 625
e 89 228
e 89 355
e 89 521
e 89 689
e 91 167
e 91 214
e 91 733
e 91 403
e 91 586
e 91 542
e 91 108
e 91 758
e 91 859
e 92 718
e 92 142
e 92 605
e 92 840
e 92 308
e 93 965
e 93 491
e 96 717
e 96 663
e 96 140
e 97 301
e 97 223
e 97 173
e 97 631
e 97 521
e 98 364
e 98 147
e 98 113
e 99 130
e 99 285
e 99 111
e 99 543
e 99 338
e 100 618
e 100 705
e 100 621
e 100 417
e 100 164
e 101 303
e 101 494
e 101 540
e 102 983
e 102 273
e 102 862
e 102 309
e 102 163
e 102 829
e 102 567
e 103 844
e 103 423
e 103 998
e 103 598
e 105 309
e 105 114
e 105 895
e 105 406
e 106 425
e 106 190
e 106 419
e 107 661
e 107 529
e 107 575
e 108 200
e 108 911
e 108 366
e 108 611
e 108 684
e 109 880
e 109 921
e 109 672
e 110 704
e 110 578
e 110 316
e 110 140
e 110 836
e 110 540
e 111 893
e 111 991
e 111 957
e 111 502
e 111 218
e 111 333
e 111 642
e 111 428
e 111 341
e 111 861
e 112 235
e 112 462
e 112 264
e 112 428
e 112 551
e 113 145
e 113 318
e 113 531
e 114 297
e 114 157
e 115 822
e 115 279
e 115 271
e 115 951
e 115 688
e 116 689
e 116 159
e 116 575
e 117 948
e 117 340
e 117 868
e 117 694
e 117 808
e 117 153
e 118 743
e 118 829
e 118 386
e 118 718
e 118 621
e 118 948
e 118 195
e 118 980
e 119 402
e 119 936
e 119 994
e 119 816
e 119 746
e 120 865
e 120 856
e 120 287
e 120 334
e 120 802
e 120 542
e 120 771
e 120 450
e 121 645
e 121 651
e 121 566
e 121 521
e 122 283
e 122 754
e 122 986
e 122 709
e 122 439
e 122 364
e 122 714
e 122 655
e 122 323
e 123 426
e 123 355
e 123 212
e 123 425
e 124 364
e 124 984
e 124 298
e 124 322
e 126 940
e 126 700
e 126 411
e 126 846
e 126 384
e 128 207
e 128 505
e 128 659
e 128 295
e 129 548
e 129 806
e 129 456
e 129 872
e 129 405
e 130 980
e 130 360
e 130 245
e 130 864
e 130 867
e 131 212
e 131 272
e 131 162
e 131 734
e 131 824
e 131 912
e 132 551
e 132 817
e 132 700
e 132 368
e 133 623
e 133 924
e 134 915
e 134 574
e 134 449
e 136 456
e 136 187
e 138 683
e 138 428
e 139 908
e 139 511
e 139 164
e 139 258
e 140 537
e 140 912
e 140 224
e 141 457
e 141 688
e 141 634
e 141 575
e 141 404
e 141 339
e 142 526
e 142 625
e 144 936
e 144 476
e 144 653
e 145 470
e 145 378
e 145 878
e 146 604
e 146 739
e 146 468
e 146 341
e 147 361
e 147 691
e 147 467
e 148 463
e 148 524
e 148 370
e 148 775
e 150 762
e 150 559
e 150 831
e 152 797
e 152 506
e 152 449
e 153 931
e 153 781
e 153 211
e 153 432
e 154 988
e 154 512
e 156 781
e 156 880
e 156 171
e 156 738
e 157 851
e 157 923
e 157 869
e 157 401
e 159 489
e 159 343
e 159 311
e 159 566
e 160 407
e 160 616
e 160 850
e 160 766
e 160 205
e 162 197
e 162 594
e 162 492
e 162 270
e 162 771
e 163 602
e 163 824
e 163 535
e 163 395
e 164 204
e 164 543
e 167 987
e 167 793
e 167 632
e 168 858
e 168 188
e 168 963
e 168 295
e 169 393
e 169 292
e 169 310
e 171 238
e 172 180
e 172 873
e 172 845
e 172 251
e 172 611
e 173 421
e 174 671
e 174 329
e 174 266
e 175 606
e 175 550
e 175 351
e 176 830
e 176 638
e 176 628
e 176 864
e 178 806
e 178 422
e 178 837
e 178 467
e 180 874
e 180 820
e 180 412
e 181 809
e 181 837
e 181 684
e 181 902
e 182 631
e 182 858
e 182 540
e 182 979
e 184 938
e 184 529
e 184 539
e 184 797
e 184 746
e 187 317
e 187 926
e 187 203
e 187 635
e 187 358
e 188 237
e 188 800
e 188 594
e 188 701
e 188 315
e 190 535
e 190 809
e 190 642
e 190 403
e 191 414
e 191 317
e 191 392
e 191 976
e 193 529
e 193 432
e 193 435
e 193 218
e 193 516
e 194 336
e 194 258
e 194 893
e 194 404
e 194 986
e 195 976
e 195 607
e 195 688
e 195 960
e 195 587
e 197 526
e 197 836
e 197 584
e 197 378
e 198 206
e 198 727
e 198 312
e 198 466
e 199 890
e 200 752
e 200 956
e 201 206
e 201 903
e 202 240
e 202 203
e 202 672
e 203 969
e 203 290
e 204 535
e 204 587
e 204 978
e 205 558
e 205 344
e 206 913
e 206 234
e 206 409
e 206 960
e 207 506
e 207 573
e 207 752
e 208 570
e 208 446
e 208 717
e 209 790
e 209 266
e 209 647
e 210 454
e 210 451
e 210 324
e 210 691
e 211 689
e 211 573
e 212 953
e 212 589
e 212 847
e 212 435
e 212 424
e 213 961
e 213 681
e 213 749
e 214 337
e 214 969
e 214 982
e 215 921
e 215 351
e 215 926
e 215 580
e 215 831
e 215 482
e 215 961
e 216 764
e 216 611
e 216 959
e 216 355
e 216 456
e 218 322
e 218 857
e 218 358
e 218 294
e 219 476
e 219 223
e 219 802
e 220 676
e 220 912
e 223 230
e 223 936
e 224 513
e 224 892
e 224 388
e 225 280
e 225 795
e 225 685
e 225 432
e 225 358
e 226 951
e 226 746
e 227 698
e 227 840
e 228 319
e 228 388
e 228 296
e 229 472
e 229 744
e 229 611
e 230 485
e 230 557
e 230 759
e 231 864
e 231 349
e 231 607
e 232 739
e 232 373
e 232 583
e 234 880
e 234 523
e 235 429
e 235 392
e 235 948
e 237 793
e 237 976
e 237 778
e 238 572
e 238 287
e 239 997
e 239 783
e 240 306
e 240 853
e 240 646
e 240 595
e 240 351
e 241 495
e 241 953
e 241 329
e 241 674
e 241 619
e 241 301
e 245 907
e 245 885
e 245 366
e 246 309
e 246 943
e 246 319
e 246 377
e 247 467
e 247 425
e 247 345
e 247 630
e 247 542
e 247 318
e 248 718
e 248 325
e 248 701
e 251 550
e 251 314
e 251 959
e 251 434
e 251 395
e 252 438
e 252 926
e 252 349
e 254 982
e 254 707
e 254 470
e 256 492
e 256 592
e 256 681
e 257 315
e 257 444
e 257 680
e 257 553
e 258 808
e 259 885
e 259 405
e 259 961
e 260 403
e 260 553
e 261 953
e 261 892
e 262 868
e 262 372
e 262 345
e 262 373
e 262 528
e 264 739
e 264 437
e 265 603
e 265 840
e 266 452
e 266 605
e 266 366
e 266 958
e 266 581
e 266 446
e 268 542
e 268 876
e 268 993
e 268 753
e 268 631
e 268 797
e 269 559
e 269 791
e 269 403
e 269 378
e 269 789
e 269 334
e 270 826
e 270 613
e 270 419
e 270 513
e 270 497
e 270 424
e 271 330
e 272 908
e 272 422
e 272 632
e 272 925
e 272 546
e 273 494
e 273 529
e 273 912
e 278 572
e 278 425
e 278 540
e 279 354
e 279 331
e 279 681
e 279 789
e 279 614
e 279 942
e 280 580
e 280 323
e 280 961
e 281 628
e 281 620
e 281 678
e 281 721
e 283 651
e 283 540
e 283 670
e 284 691
e 284 549
e 284 836
e 285 917
e 285 411
e 285 402
e 285 992
e 285 388
e 285 299
e 286 423
e 286 443
e 286 431
e 286 292
e 287 982
e 287 775
e 287 617
e 287 415
e 287 290
e 287 516
e 289 696
e 289 980
e 289 337
e 290 635
e 290 976
e 290 776
e 292 554
e 292 678
e 294 768
e 294 953
e 295 511
e 295 447
e 295 651
e 295 789
e 295 764
e 295 312
e 296 759
e 296 865
e 296 426
e 297 317
e 297 303
e 297 560
e 298 912
e 298 892
e 298 674
e 299 449
e 299 451
e 299 689
e 299 389
e 301 395
e 301 821
e 302 618
e 302 982
e 303 514
e 303 960
e 303 402
e 304 851
e 304 338
e 306 965
e 306 322
e 306 530
e 308 338
e 308 438
e 309 533
e 309 319
e 309 598
e 310 549
e 310 439
e 310 888
e 310 739
e 311 620
e 311 571
e 311 869
e 311 643
e 312 674
e 312 943
e 314 425
e 315 578
e 315 426
e 315 862
e 315 942
e 316 614
e 316 932
e 316 800
e 317 408
e 317 955
e 318 717
e 318 410
e 318 342
e 319 713
e 319 513
e 322 806
e 322 736
e 322 590
e 323 888
e 323 868
e 323 789
e 323 902
e 323 767
e 323 991
e 324 506
e 324 606
e 324 374
e 325 622
e 325 929
e 325 354
e 325 956
e 325 776
e 325 347
e 328 824
e 328 744
e 329 704
e 329 776
e 329 893
e 329 504
e 329 907
e 330 796
e 330 572
e 331 428
e 331 924
e 331 551
e 331 772
e 331 397
e 332 797
e 332 682
e 332 442
e 332 784
e 333 601
e 333 714
e 333 670
e 333 571
e 333 636
e 334 469
e 334 343
e 336 596
e 336 354
e 337 535
e 337 991
e 338 640
e 338 596
e 338 942
e 339 991
e 339 473
e 340 974
e 340 492
e 340 961
e 340 584
e 340 401
e 340 962
e 341 929
e 341 465
e 341 414
e 342 481
e 342 673
e 342 880
e 343 481
e 343 780
e 343 538
e 344 905
e 344 411
e 344 552
e 344 802
e 345 383
e 345 957
e 345 908
e 345 632
e 346 859
e 346 869
e 347 668
e 347 640
e 347 503
e 347 426
e 348 565
e 348 661
e 348 880
e 348 502
e 348 442
e 349 824
e 349 942
e 350 451
e 350 586
e 350 434
e 350 546
e 351 409
e 352 986
e 352 946
e 352 988
e 352 862
e 353 847
e 353 462
e 353 768
e 354 589
e 356 727
e 356 939
e 356 470
e 356 942
e 356 386
e 356 492
e 357 425
e 357 601
e 357 911
e 357 874
e 357 476
e 357 914
e 358 784
e 358 407
e 358 605
e 359 543
e 359 592
e 359 616
e 360 733
e 361 829
e 361 546
e 361 910
e 361 840
e 361 927
e 366 859
e 366 876
e 366 397
e 368 645
e 368 939
e 368 904
e 369 505
e 369 926
e 369 415
e 370 897
e 370 433
e 370 565
e 370 485
e 371 830
e 371 493
e 372 570
e 372 383
e 372 950
e 372 512
