n 2000
e 0 1915
e 0 938
e 0 471
e 1 412
e 1 112
e 1 1293
e 1 270
e 1 711
e 1 1255
e 2 1421
e 2 1905
e 2 1158
e 2 1626
e 3 1611
e 3 214
e 3 414
e 4 966
e 4 1692
e 4 1418
e 4 1132
e 4 657
e 4 826
e 5 208
e 5 323
e 5 1870
e 5 1443
e 5 783
e 5 985
e 5 680
e 5 908
e 5 562
e 6 1178
e 6 1861
e 6 1998
e 6 1823
e 7 1817
e 7 602
e 7 1612
e 7 1083
e 7 1548
e 7 445
e 8 1633
e 8 1695
e 8 562
e 8 148
e 9 1645
e 9 1111
e 9 664
e 9 400
e 9 1833
e 9 1233
e 10 1793
e 10 339
e 10 475
e 10 1942
e 11 1508
e 11 186
e 11 1902
e 12 1539
e 12 1528
e 12 1770
e 12 862
e 12 1053
e 12 1776
e 12 918
e 14 1603
e 14 1277
e 14 1115
e 14 1019
e 14 108
e 14 474
e 15 20
e 15 809
e 15 790
e 15 796
e 15 1834
e 15 1470
e 15 1397
e 16 1920
e 16 749
e 16 594
e 16 629
e 16 423
e 19 1118
e 19 344
e 19 804
e 20 1691
e 20 883
e 20 204
e 21 1322
e 21 803
e 21 1317
e 22 1228
e 22 809
e 22 1385
e 22 918
e 22 1031
e 23 1904
e 23 1360
e 23 55
e 23 1218
e 24 992
e 24 1273
e 24 1842
e 24 1001
e 24 84
e 25 1940
e 25 1247
e 25 273
e 26 613
e 26 1577
e 26 1391
e 26 1866
e 26 1035
e 27 161
e 27 1570
e 27 1948
e 27 1629
e 27 1255
e 27 1196
e 27 1526
e 29 976
e 29 304
e 29 47
e 29 1061
e 31 934
e 31 1499
e 31 1537
e 31 1309
e 31 512
e 33 142
e 33 1793
e 33 428
e 33 615
e 33 1584
e 34 247
e 34 1657
e 34 1951
e 34 1227
e 34 1993
e 36 1258
e 36 1158
e 36 1854
e 36 968
e 36 1838
e 36 1345
e 39 641
e 39 48
e 39 1772
e 39 1230
e 39 1568
e 39 617
e 39 316
e 40 744
e 40 1149
e 40 1073
e 40 495
e 41 271
e 41 260
e 41 1282
e 42 1827
e 42 254
e 42 1093
e 43 922
e 43 1723
e 43 1835
e 43 1687
e 47 994
e 47 1926
e 47 796
e 47 1269
e 48 176
e 48 1876
e 48 1614
e 48 1607
e 49 1828
e 49 738
e 49 1800
e 49 385
e 50 545
e 50 115
e 50 1983
e 50 1477
e 50 656
e 50 158
e 50 557
e 50 1727
e 54 1801
e 54 771
e 54 666
e 54 1152
e 55 194
e 55 342
e 55 1027
e 55 830
e 56 941
e 56 1366
e 56 815
e 58 1803
e 58 1219
e 58 1094
e 58 693
e 58 143
e 59 1125
e 59 1383
e 59 1723
e 61 507
e 61 1053
e 61 478
e 61 1759
e 61 1890
e 61 909
e 61 1014
e 61 1165
e 62 1477
e 62 1591
e 62 377
e 62 984
e 62 1480
e 62 1869
e 62 1745
e 63 1630
e 63 708
e 63 363
e 63 1338
e 63 171
e 66 173
e 66 103
e 66 760
e 66 685
e 67 1942
e 67 531
e 67 1486
e 67 645
e 67 1082
e 68 539
e 68 906
e 68 1327
e 68 1599
e 70 1908
e 70 1646
e 70 1582
e 70 724
e 71 1630
e 71 463
e 71 1782
e 71 692
e 71 483
e 72 711
e 72 1991
e 72 145
e 73 724
e 73 268
e 73 1999
e 75 1891
e 75 1306
e 75 744
e 75 567
e 76 691
e 76 869
e 76 1371
e 76 1593
e 76 1732
e 77 1442
e 77 1140
e 77 1876
e 77 1495
e 78 341
e 78 179
e 78 209
e 78 595
e 78 1925
e 78 523
e 79 1251
e 79 1985
e 79 1586
e 79 1625
e 79 881
e 79 633
e 81 808
e 81 1111
e 81 680
e 81 354
e 81 473
e 81 142
e 81 1996
e 81 1984
e 83 898
e 83 804
e 83 1300
e 83 1583
e 83 643
e 83 1560
e 83 1086
e 84 1926
e 84 847
e 84 784
