n 1000
e 0 326
e 0 155
e 0 197
e 0 731
e 1 538
e 1 111
e 1 711
e 1 423
e 1 364
e 3 478
e 3 121
e 3 261
e 3 350
e 3 877
e 5 312
e 5 324
e 5 502
e 6 334
e 6 173
e 6 591
e 7 505
e 7 513
e 7 638
e 7 660
e 7 729
e 8 516
e 8 483
e 8 394
e 8 160
e 8 199
e 8 463
e 9 338
e 9 914
e 9 16
e 9 179
e 10 993
e 10 857
e 10 814
e 10 449
e 10 607
e 11 439
e 11 86
e 11 886
e 11 831
e 11 547
e 11 834
e 11 650
e 12 163
e 12 686
e 12 541
e 12 997
e 13 432
e 13 240
e 13 49
e 15 507
e 15 703
e 15 358
e 15 680
e 16 826
e 16 294
e 16 883
e 16 414
e 16 786
e 18 391
e 18 340
e 18 624
e 18 569
e 18 700
e 18 970
e 19 689
e 19 590
e 19 205
e 20 680
e 20 418
e 20 506
e 20 931
e 20 285
e 20 53
e 20 387
e 21 873
e 21 736
e 21 186
e 21 96
e 21 286
e 21 490
e 21 665
e 21 178
e 23 817
e 23 183
e 23 709
e 23 778
e 23 918
e 24 259
e 24 949
e 24 295
e 24 223
e 24 274
e 24 689
e 24 513
e 24 128
e 25 294
e 25 939
e 25 659
e 25 745
e 25 124
e 26 297
e 26 858
e 26 311
e 26 49
e 26 372
e 26 397
e 26 517
e 27 39
e 27 285
e 27 764
e 27 925
e 30 47
e 30 336
e 30 138
e 30 566
e 32 61
e 32 597
e 32 714
e 33 217
e 33 672
e 33 758
e 34 984
e 34 182
e 34 601
e 34 748
e 34 459
e 35 514
e 35 872
e 35 696
e 35 890
e 35 971
e 37 143
e 37 919
e 37 119
e 37 386
e 37 604
e 37 393
e 37 469
e 38 975
e 38 696
e 38 129
e 38 92
e 38 368
e 39 686
e 39 113
e 39 830
e 39 831
e 40 854
e 40 719
e 40 764
e 40 726
e 40 112
e 40 498
e 41 728
e 41 769
e 41 340
e 43 504
e 43 234
e 43 467
e 43 378
e 43 737
e 43 780
e 46 291
e 46 789
e 46 141
e 47 118
e 47 566
e 47 859
e 48 92
e 48 271
e 48 621
e 48 644
e 49 999
e 49 62
e 50 354
e 50 531
e 50 250
e 50 736
e 50 147
e 50 754
e 51 505
e 51 527
e 51 811
e 52 598
e 52 250
e 52 184
e 52 819
e 52 524
e 52 306
e 53 910
e 53 309
e 53 729
e 55 910
e 55 540
e 55 445
e 55 997
e 55 924
e 56 659
e 56 124
e 56 704
e 56 426
e 56 887
e 56 573
e 57 291
e 57 986
e 57 136
e 57 656
e 58 658
e 58 79
e 58 325
e 58 198
e 58 937
e 58 900
e 59 710
e 59 113
e 59 598
e 59 748
e 61 93
e 61 963
e 61 232
e 61 111
e 61 721
e 61 139
e 61 137
e 61 540
e 61 713
e 62 914
e 62 671
e 63 694
e 63 989
e 63 436
e 63 482
e 66 406
e 66 817
e 66 164
e 66 330
e 66 587
e 67 957
e 67 99
e 67 430
e 68 664
e 68 210
e 68 163
e 68 139
e 68 645
e 68 567
e 68 850
e 70 257
e 70 411
e 70 368
e 70 98
e 73 233
e 73 284
e 73 522
e 75 575
e 75 664
e 75 276
e 75 672
e 76 391
e 76 115
e 76 985
e 76 753
e 76 428
e 76 849
e 77 713
e 77 133
e 77 980
e 79 866
e 79 922
e 80 934
e 80 646
e 80 197
e 80 982
e 81 430
e 81 945
e 81 432
e 81 893
e 81 404
e 81 752
e 83 854
e 83 667
e 83 669
e 84 338
e 84 626
e 84 462
e 84 445
e 85 374
e 85 959
e 85 390
e 86 118
e 86 88
e 86 809
e 87 419
e 87 591
e 87 576
e 87 818
e 88 807
e 88 672
