n 1000
e 0 936
e 0 631
e 0 967
e 0 354
e 0 28
e 1 301
e 1 518
e 1 683
e 1 973
e 2 763
e 2 454
e 2 12
e 2 181
e 2 74
e 2 815
e 4 13
e 4 826
e 4 74
e 4 524
e 4 772
e 4 28
e 4 282
e 5 45
e 5 273
e 5 227
e 5 162
e 5 984
e 5 692
e 6 516
e 6 834
e 6 182
e 6 59
e 6 795
e 7 603
e 7 85
e 7 142
e 7 687
e 7 106
e 8 684
e 8 951
e 8 917
e 9 284
e 9 840
e 9 125
e 9 57
e 10 134
e 10 121
e 10 405
e 11 362
e 11 953
e 11 182
e 11 498
e 12 463
e 12 948
e 12 580
e 13 466
e 13 905
e 13 352
e 14 753
e 14 841
e 14 597
e 14 377
e 14 760
e 14 54
e 15 425
e 15 119
e 15 489
e 16 296
e 16 69
e 16 788
e 16 599
e 17 301
e 17 955
e 17 21
e 17 723
e 17 821
e 18 130
e 18 362
e 18 464
e 18 169
e 18 289
e 20 955
e 20 177
e 20 828
e 20 231
e 20 444
e 20 523
e 20 492
e 21 96
e 21 981
e 21 782
e 21 208
e 22 472
e 22 251
e 22 370
e 22 221
e 22 207
e 23 621
e 23 821
e 23 944
e 24 589
e 24 824
e 24 59
e 24 885
e 24 780
e 26 96
e 26 53
e 26 951
e 26 829
e 26 284
e 26 192
e 26 516
e 27 735
e 27 41
e 27 109
e 27 334
e 27 106
e 27 319
e 28 263
e 28 932
e 28 677
e 29 583
e 29 674
e 29 341
e 30 244
e 30 714
e 30 253
e 30 774
e 30 412
e 31 833
e 31 753
e 31 782
e 31 412
e 31 205
e 31 67
e 31 647
e 32 254
e 32 518
e 32 292
e 33 498
e 33 804
e 33 478
e 33 57
e 33 146
e 33 350
e 33 112
e 33 287
e 33 251
e 33 709
e 33 190
e 36 231
e 36 751
e 36 594
e 38 156
e 38 379
e 38 717
e 38 869
e 41 168
e 41 338
e 41 697
e 42 928
e 42 252
e 42 152
e 42 701
e 42 474
e 42 995
e 42 124
e 42 269
e 44 286
e 44 113
e 44 361
e 45 376
e 45 110
e 46 515
e 46 974
e 46 78
e 47 736
e 47 281
e 47 476
e 48 930
e 48 873
e 48 944
e 48 665
e 48 834
e 48 448
e 49 233
e 49 467
e 49 282
e 50 304
e 50 933
e 50 160
e 50 237
e 50 285
e 50 96
e 52 170
e 52 622
e 52 834
e 52 275
e 53 202
e 53 186
e 53 920
e 53 302
e 54 558
e 54 350
e 54 140
e 56 766
e 56 189
e 56 775
e 56 781
e 57 113
e 57 825
e 57 300
e 58 330
e 58 75
e 58 867
e 58 180
e 58 753
e 58 227
e 58 506
e 59 856
e 59 578
e 59 727
e 59 922
e 59 559
e 59 498
e 60 484
e 60 674
e 60 366
e 60 157
