n 2000
e 0 1508
e 0 1373
e 0 901
e 0 1834
e 0 1294
e 0 1420
e 0 1568
e 1 1732
e 1 1431
e 1 248
e 1 938
e 1 1250
e 1 1627
e 1 1599
e 5 262
e 5 147
e 5 167
e 5 1615
e 6 1133
e 6 1883
e 6 281
e 6 1858
e 6 460
e 8 1793
e 8 1754
e 8 796
e 8 99
e 9 170
e 9 151
e 9 1661
e 9 427
e 9 1565
e 9 1793
e 11 1111
e 11 865
e 11 911
e 11 1193
e 11 43
e 11 171
e 12 1062
e 12 415
e 12 977
e 13 918
e 13 906
e 13 1811
e 14 140
e 14 1002
e 14 1687
e 14 284
e 14 461
e 15 1009
e 15 432
e 15 756
e 15 1849
e 16 1726
e 16 1239
e 16 1351
e 17 1136
e 17 597
e 17 1935
e 17 1959
e 17 1629
e 18 1563
e 18 1834
e 18 991
e 18 1464
e 19 783
e 19 1933
e 19 1304
e 20 49
e 20 804
e 20 375
e 20 406
e 20 870
e 21 589
e 21 1363
e 21 1017
e 21 1417
e 21 204
e 24 1869
e 24 420
e 24 1353
e 24 404
e 24 430
e 24 1241
e 24 1282
e 24 1637
e 26 884
e 26 1389
e 26 209
e 26 1267
e 27 1331
e 27 213
e 27 1212
e 27 731
e 28 440
e 28 106
e 28 1072
e 28 829
e 29 1982
e 29 914
e 29 212
e 29 1202
e 29 1717
e 31 1521
e 31 1407
e 31 138
e 32 67
e 32 691
e 32 942
e 32 1033
e 35 1090
e 35 1003
e 35 1816
e 37 861
e 37 1213
e 37 597
e 37 1672
e 38 1170
e 38 444
e 38 308
e 38 1990
e 38 1343
e 38 421
e 39 1374
e 39 498
e 39 1603
e 39 1012
e 40 1575
e 40 774
e 40 681
e 40 1132
e 40 1843
e 40 628
e 41 354
e 41 1961
e 41 766
e 41 813
e 42 1929
e 42 782
e 42 580
e 42 1650
e 43 1981
e 43 559
e 43 1844
e 44 1798
e 44 1494
e 44 362
e 44 1877
e 45 1823
e 45 1970
e 45 870
e 46 803
e 46 331
e 46 1340
e 48 1770
e 48 665
e 48 1711
e 48 987
e 49 1561
e 49 1581
e 49 386
e 50 777
e 50 1444
e 50 1512
e 56 1312
e 56 351
e 56 896
e 56 1973
e 56 967
e 58 1896
e 58 584
e 58 1375
e 58 849
e 58 442
e 58 980
e 58 615
e 59 328
e 59 667
e 59 637
e 59 102
e 60 605
e 60 1593
e 60 1536
e 60 460
e 60 613
e 62 1348
e 62 1276
e 62 1838
e 62 823
e 63 297
e 63 270
e 63 775
e 66 1058
e 66 328
e 66 335
e 66 1902
e 66 910
e 66 1660
e 66 662
e 67 488
e 67 660
e 67 300
e 67 1548
e 67 1450
e 68 1337
