n 2000
e 0 951
e 0 1497
e 0 1704
e 1 226
e 1 1154
e 1 1816
e 1 1454
e 2 1261
e 2 1143
e 2 1281
e 2 1199
e 2 360
e 3 1238
e 3 402
e 3 1860
e 3 750
e 4 642
e 4 666
e 4 1793
e 4 74
e 4 362
e 5 1175
e 5 448
e 5 1078
e 5 34
e 6 633
e 6 1052
e 6 59
e 6 1255
e 7 1844
e 7 1203
e 7 1818
e 7 236
e 7 1271
e 8 634
e 8 523
e 8 1315
e 12 342
e 12 158
e 12 1221
e 13 1192
e 13 1581
e 13 1079
e 13 1543
e 16 244
e 16 1269
e 16 1870
e 16 1478
e 16 150
e 17 76
e 17 1701
e 17 538
e 18 151
e 18 984
e 18 1162
e 18 239
e 18 354
e 18 1637
e 18 1103
e 19 51
e 19 446
e 19 1018
e 19 1196
e 19 1377
e 21 546
e 21 1882
e 21 1933
e 21 1159
e 21 960
e 22 1865
e 22 788
e 22 870
e 22 226
e 22 1127
e 23 970
e 23 860
e 23 602
e 23 803
e 23 1193
e 24 673
e 24 349
e 24 294
e 24 832
e 24 1704
e 24 1900
e 26 548
e 26 1493
e 26 245
e 26 1155
e 26 1984
e 26 1112
e 28 1590
e 28 1820
e 28 62
e 28 729
e 28 1105
e 28 778
e 29 194
e 29 968
e 29 363
e 29 794
e 30 1556
e 30 602
e 30 200
e 30 421
e 30 1789
e 30 1502
e 30 289
e 30 1640
e 32 1624
e 32 1617
e 32 40
e 32 1586
e 34 696
e 34 1093
e 34 1259
e 34 1018
e 34 1332
e 36 1594
e 36 1259
e 36 153
e 36 256
e 36 1017
e 37 294
e 37 798
e 37 1062
e 37 1918
e 37 1888
e 37 1599
e 37 1965
e 38 887
e 38 1315
e 38 1490
e 39 945
e 39 388
e 39 1511
e 40 1785
e 40 636
e 42 1604
e 42 1369
e 42 1470
e 42 1235
e 43 1652
e 43 1158
e 43 1356
e 43 1683
e 43 803
e 43 575
e 43 1238
e 47 755
e 47 1866
e 47 1256
e 47 1278
e 48 1496
e 48 157
e 48 327
e 49 1388
e 49 330
e 49 472
e 49 340
e 50 1690
e 50 1957
e 50 577
e 51 1372
e 51 398
e 51 768
e 51 1756
e 53 240
e 53 1952
e 53 80
e 53 386
e 53 784
e 54 123
e 54 113
e 54 951
e 54 279
e 54 1055
e 58 469
e 58 254
e 58 560
e 58 564
e 58 1702
e 58 593
e 58 456
e 58 139
e 59 531
e 59 1931
e 59 210
e 59 477
e 60 1465
e 60 1178
e 60 1681
e 61 951
e 61 929
e 61 1314
e 62 571
e 62 1289
e 62 1825
e 62 1641
e 62 1147
e 62 206
e 62 309
e 63 1963
e 63 1713
e 63 1313
e 63 1120
e 63 1979
e 64 1255
e 64 464
e 64 474
e 66 1131
e 66 1701
e 66 691
e 69 1245
e 69 1170
e 69 876
e 69 600
e 70 909
e 70 314
e 70 826
e 71 1420
e 71 600
e 71 814
e 72 978
e 72 1432
e 72 163
e 72 249
e 72 659
e 72 919
e 73 841
e 73 781
e 73 944
e 73 639
e 73 1727
e 73 539
e 74 1347
e 74 725
e 74 121
e 74 1516
e 74 934
e 74 1327
e 75 1254
e 75 208
e 75 1308
e 75 1434
e 75 710
e 75 1338
e 76 739
e 76 873
e 76 898
e 78 1125
e 78 1947
e 78 1669
e 78 641
e 78 326
e 79 576
e 79 1390
e 79 553
e 79 982
e 80 239
e 80 740
e 80 1639
e 80 186
e 80 1858
e 83 336
e 83 654
e 83 1989
e 84 1755
e 84 343
e 84 419
e 84 917
e 84 194
e 85 1133
e 85 254
e 85 92
e 85 239
e 85 1822
e 88 740
e 88 502
e 88 744
e 89 1043
e 89 1526
e 89 553
e 89 1401
e 89 481
e 89 1370
e 92 466
e 92 583
e 92 1240
e 92 1850
e 95 1182
e 95 1418
e 95 974
e 95 420
e 95 769
e 96 1836
e 96 1900
e 96 760
e 96 901
e 96 907
e 96 1095
e 97 1425
e 97 323
e 97 1846
e 97 576
e 97 671
e 97 1032
e 98 610
e 98 1934
e 98 411
e 98 1147
e 98 237
e 99 1240
e 99 1510
e 99 1269
e 99 1669
e 99 1695
e 99 977
e 100 1412
e 100 1787
e 100 485
e 101 1788
e 101 945
e 101 148
e 101 1981
e 101 1122
e 102 1395
e 102 1278
e 102 1236
e 102 1123
e 103 634
e 103 228
e 103 154
e 104 1322
e 104 805
e 104 788
e 104 1669
e 105 476
e 105 1592
e 105 936
e 105 1821
e 105 1590
e 105 943
e 105 922
e 108 1170
e 108 943
e 108 511
e 108 1292
e 108 380
e 108 591
e 109 343
e 109 1794
e 109 893
e 109 866
e 110 464
e 110 945
e 110 1463
e 110 1203
e 110 347
e 111 1418
e 111 1862
e 111 1852
e 113 468
e 113 874
e 115 1690
e 115 1281
e 115 1408
e 116 683
e 116 476
e 116 1693
e 116 1199
e 116 370
e 116 353
e 117 731
e 117 401
e 117 1506
e 117 802
e 117 1529
e 117 149
e 118 1223
e 118 1816
e 118 1547
e 118 1204
e 119 1505
e 119 1996
e 119 1622
e 121 387
e 121 1493
e 121 1001
e 121 653
e 123 1865
e 123 699
e 123 868
e 123 226
e 123 1084
e 124 395
e 124 1774
e 124 1835
e 124 1517
e 124 559
e 124 1152
e 125 533
e 125 577
e 125 1594
e 125 1895
e 125 1336
e 125 1167
e 126 1372
e 126 467
e 126 663
e 126 396
e 126 1583
e 128 912
e 128 802
e 128 1395
e 129 1781
e 129 1058
e 129 1314
e 132 1477
e 132 761
e 132 1608
e 132 618
e 132 1184
e 132 1717
e 133 1913
e 133 848
e 133 330
e 133 1441
e 134 557
e 134 1211
e 134 1615
e 135 1322
e 135 722
e 135 1615
