n 1000
e 0 114
e 0 44
e 0 411
e 0 347
e 0 310
e 2 976
e 2 941
e 2 818
e 3 547
e 3 822
e 3 693
e 3 11
e 5 173
e 5 573
e 5 581
e 5 848
e 5 189
e 5 35
e 6 734
e 6 462
e 6 774
e 6 298
e 6 973
e 6 362
e 7 627
e 7 930
e 7 224
e 8 240
e 8 168
e 8 685
e 8 201
e 9 819
e 9 850
e 9 63
e 9 175
e 10 411
e 10 193
e 10 762
e 11 69
e 11 840
e 11 930
e 11 856
e 14 111
e 14 450
e 14 262
e 14 66
e 15 667
e 15 642
e 15 666
e 15 500
e 16 363
e 16 983
e 16 129
e 16 127
e 16 419
e 18 135
e 18 548
e 18 20
e 18 55
e 19 718
e 19 961
e 19 872
e 20 397
e 20 468
e 21 750
e 21 844
e 21 772
e 21 760
e 21 101
e 22 111
e 22 677
e 22 493
e 22 384
e 26 439
e 26 186
e 26 761
e 26 751
e 26 609
e 28 667
e 28 600
e 28 677
e 28 871
e 28 63
e 28 377
e 30 921
e 30 932
e 30 423
e 33 585
e 33 170
e 33 276
e 33 319
e 33 99
e 33 181
e 34 110
e 34 393
e 34 119
e 34 238
e 34 592
e 34 760
e 35 304
e 35 926
e 35 754
e 35 150
e 36 893
e 36 642
e 36 219
e 37 181
e 37 834
e 37 345
e 38 745
e 38 218
e 38 571
e 38 749
e 38 351
e 39 633
e 39 917
e 39 309
e 39 706
e 39 535
e 40 952
e 40 486
e 40 959
e 41 362
e 41 960
e 41 802
e 41 783
e 41 379
e 41 591
e 41 347
e 43 687
e 43 948
e 43 865
e 43 461
e 44 880
e 44 813
e 44 464
e 44 663
e 44 488
e 44 946
e 44 666
e 46 277
e 46 261
e 46 330
e 47 443
e 47 433
e 47 466
e 47 825
e 49 343
e 49 358
e 49 587
e 50 425
e 50 474
e 50 484
e 50 56
e 50 789
e 52 215
e 52 735
e 52 182
e 52 794
e 53 358
e 53 489
e 53 782
e 54 595
e 54 143
e 54 417
e 55 415
e 55 244
e 55 221
e 55 954
e 55 461
e 55 617
e 56 131
e 56 990
e 56 393
e 56 492
e 56 328
e 56 95
e 56 504
e 57 64
e 57 103
e 57 818
e 57 504
e 59 574
e 59 262
e 59 534
e 59 943
e 61 832
e 61 400
e 61 840
e 61 521
e 61 664
e 62 350
e 62 761
e 62 941
e 62 549
e 62 980
e 63 548
e 63 639
e 63 876
e 64 277
e 64 371
e 64 885
e 64 295
e 64 710
e 64 219
e 64 88
e 65 491
e 65 545
e 65 413
e 65 632
e 65 464
e 65 154
e 66 734
e 66 512
e 66 201
e 67 659
e 67 769
e 67 926
e 67 419
e 67 971
e 67 150
e 68 340
e 68 439
e 68 617
e 68 159
e 69 457
e 69 508
e 72 472
e 72 983
e 72 901
e 72 189
e 74 324
e 74 387
e 74 753
e 76 923
e 76 653
e 76 141
e 76 781
e 76 804
e 76 388
e 76 893
e 77 783
e 77 546
e 77 229
e 77 945
e 77 823
e 78 682
e 78 183
