n 1000
e 1 841
e 1 258
e 1 772
e 1 242
e 2 642
e 2 764
e 2 983
e 2 441
e 2 804
e 2 30
e 6 570
e 6 432
e 6 721
e 6 81
e 6 291
e 7 939
e 7 211
e 7 48
e 7 128
e 7 813
e 7 288
e 12 767
e 12 734
e 12 382
e 12 556
e 13 397
e 13 760
e 13 522
e 13 849
e 13 77
e 15 282
e 15 252
e 15 218
e 15 661
e 16 136
e 16 593
e 16 121
e 16 417
e 17 210
e 17 931
e 17 718
e 18 440
e 18 860
e 18 519
e 19 545
e 19 912
e 19 323
e 22 817
e 22 763
e 22 194
e 22 122
e 22 76
e 22 377
e 22 52
e 23 664
e 23 773
e 23 297
e 23 488
e 23 971
e 23 156
e 24 162
e 24 779
e 24 993
e 25 294
e 25 342
e 25 763
e 25 143
e 25 779
e 25 720
e 28 314
e 28 797
e 28 327
e 28 630
e 29 249
e 29 889
e 29 681
e 29 457
e 29 592
e 30 707
e 30 424
e 30 35
e 30 947
e 30 334
e 31 313
e 31 286
e 31 197
e 31 730
e 31 482
e 31 930
e 34 796
e 34 383
e 34 696
e 35 272
e 35 426
e 35 536
e 36 111
e 36 470
e 36 77
e 36 152
e 36 494
e 37 199
e 37 61
e 37 783
e 38 315
e 38 439
e 38 684
e 38 400
e 39 129
e 39 697
e 39 920
e 39 132
e 39 831
e 39 241
e 40 961
e 40 854
e 40 810
e 40 518
e 40 436
e 40 981
e 41 633
e 41 810
e 41 671
e 41 437
e 42 935
e 42 720
e 42 750
e 42 240
e 42 802
e 42 117
e 44 944
e 44 641
e 44 431
e 46 567
e 46 395
e 46 878
e 46 706
e 46 596
e 46 847
e 47 570
e 47 875
e 47 440
e 47 971
e 48 979
e 48 733
e 48 129
e 48 157
e 48 684
e 49 451
e 49 105
e 49 474
e 49 67
e 50 826
e 50 132
e 50 802
e 50 258
e 50 244
e 51 813
e 51 384
e 51 730
e 51 757
e 51 166
e 52 78
e 52 168
e 52 83
e 53 564
e 53 518
e 53 433
e 54 322
e 54 251
e 54 359
e 54 216
e 55 855
e 55 959
e 55 77
e 55 611
e 55 546
e 55 495
e 56 211
e 56 500
e 56 375
e 56 507
e 57 677
e 57 329
e 57 779
e 57 987
e 57 291
e 57 745
e 57 211
e 57 478
e 58 967
e 58 176
e 58 165
e 58 141
e 59 986
e 59 656
e 59 245
e 60 364
e 60 573
e 60 254
e 61 216
e 61 169
e 61 958
e 61 165
e 61 889
e 61 479
e 62 350
e 62 930
e 62 439
e 63 878
e 63 320
e 63 854
e 63 374
e 63 627
e 63 781
e 63 85
e 64 132
e 64 878
e 64 834
e 64 766
e 64 228
e 64 239
e 64 552
e 65 460
e 65 474
e 65 609
e 65 681
e 65 707
e 65 874
e 67 898
e 67 805
e 68 730
e 68 897
e 68 204
e 68 532
e 68 158
e 68 463
e 69 946
e 69 301
e 69 77
e 70 782
e 70 209
e 70 968
e 71 605
e 71 218
e 71 258
e 71 423
e 72 649
e 72 172
e 72 840
e 73 970
e 73 747
e 73 737
e 73 740
e 73 496
e 74 506
e 74 858
e 74 511
e 74 798
e 74 149
e 75 823
e 75 682
e 75 186
e 76 131
e 76 894
e 77 356
e 77 991
e 77 417
e 78 106
e 78 898
e 78 704
e 78 443
e 78 137
e 79 520
e 79 573
e 79 783
e 79 894
e 80 382
e 80 837
e 80 770
e 81 892
e 81 601
e 81 304
e 83 216
e 83 161
e 84 216
e 84 170
e 84 464
e 85 966
e 85 378
e 85 917
e 86 144
e 86 811
e 86 805
e 87 170
e 87 173
e 87 297
e 87 931
e 87 690
e 87 203
e 88 464
e 88 105
e 88 887
e 88 438
e 88 627
e 88 897
e 89 239
e 89 343
e 89 126
e 89 885
e 91 657
e 91 872
e 91 950
e 91 958
e 91 105
e 92 966
e 92 175
e 92 725
e 92 943
e 93 556
e 93 896
e 93 593
e 97 841
e 97 250
e 97 700
e 97 339
e 97 148
e 99 179
e 99 135
e 99 621
e 99 506
e 100 675
e 100 156
e 100 913
e 100 674
e 101 112
e 101 379
e 101 477
e 101 149
e 101 565
e 101 665
e 103 434
e 103 211
e 103 859
e 103 798
e 103 865
e 103 819
e 104 865
e 104 429
e 104 845
e 105 616
e 105 152
e 106 912
e 106 224
e 106 971
e 108 433
e 108 161
e 108 182
e 109 990
e 109 789
e 109 251
e 109 447
e 111 937
e 111 656
e 111 213
e 111 838
e 112 566
e 112 701
e 114 526
e 114 200
e 114 216
e 117 783
e 117 528
e 117 973
e 117 413
e 117 818
e 117 245
e 118 281
e 118 924
e 118 189
e 118 367
e 120 719
e 120 817
e 120 333
e 121 647
e 121 383
e 121 972
e 121 919
e 121 413
e 122 347
e 122 701
e 122 659
e 122 128
e 122 363
e 123 240
e 123 515
e 123 203
e 123 767
e 123 974
e 123 335
e 123 314
e 125 233
e 125 919
e 125 251
e 125 749
e 126 224
e 126 428
e 127 829
e 127 148
e 127 885
e 127 563
e 128 611
e 128 958
e 128 360
e 129 995
e 129 559
e 129 596
e 129 881
e 129 992
e 129 311
e 131 732
e 131 977
e 131 637
e 131 798
e 134 326
e 134 913
e 134 720
e 134 860
e 134 197
e 135 194
e 135 935
e 135 705
e 135 424
e 135 763
e 135 885
e 136 513
e 136 912
e 137 760
e 137 865
e 138 773
e 138 620
e 138 450
e 140 547
e 140 249
e 140 534
e 141 725
e 141 817
e 141 228
e 143 529
e 143 837
e 143 521
e 143 772
e 143 306
e 144 846
e 144 652
e 144 855
e 144 297
e 144 950
e 144 218
e 144 476
e 144 439
e 145 342
e 145 563
e 145 525
e 145 601
e 145 431
e 145 996
e 146 787
e 146 661
e 146 590
e 146 373
e 147 238
e 147 651
e 147 755
e 147 963
e 147 637
e 148 808
e 148 470
e 148 811
e 148 177
e 148 156
e 149 486
e 149 329
e 149 432
e 149 353
e 149 773
e 151 658
e 151 397
e 151 213
e 151 816
e 151 532
e 151 316
e 151 930
e 151 805
e 151 501
e 152 524
e 152 408
e 152 489
e 152 756
e 152 678
e 152 538
e 153 310
e 153 835
e 153 819
e 153 651
e 153 314
e 153 255
e 154 369
e 154 704
e 154 438
e 154 600
e 154 350
e 154 588
e 154 967
e 155 842
e 155 296
e 155 567
e 156 668
e 156 224
e 157 329
e 157 479
e 157 874
e 157 917
e 157 775
e 157 447
e 157 682
e 158 437
e 158 282
e 158 420
