n 1000
e 2 12
e 2 361
e 2 119
e 3 84
e 3 553
e 3 279
e 3 819
e 4 844
e 4 204
e 4 156
e 4 416
e 5 516
e 5 895
e 5 754
e 5 412
e 5 844
e 5 794
e 6 299
e 6 432
e 6 723
e 6 176
e 6 437
e 6 618
e 8 303
e 8 533
e 8 556
e 8 834
e 8 517
e 8 473
e 8 659
e 9 495
e 9 912
e 9 196
e 11 881
e 11 553
e 11 778
e 12 825
e 12 43
e 12 802
e 13 686
e 13 206
e 13 441
e 13 683
e 13 839
e 14 474
e 14 609
e 14 710
e 14 984
e 14 345
e 14 589
e 14 119
e 15 634
e 15 372
e 15 684
e 15 913
e 17 719
e 17 287
e 17 367
e 17 507
e 17 532
e 17 250
e 18 806
e 18 964
e 18 568
e 20 222
e 20 688
e 20 514
e 20 76
e 20 64
e 20 89
e 23 266
e 23 906
e 23 860
e 23 300
e 25 98
e 25 519
e 25 649
e 25 288
e 25 176
e 25 433
e 25 191
e 25 183
e 26 255
e 26 878
e 26 221
e 26 604
e 28 327
e 28 416
e 28 344
e 29 964
e 29 981
e 29 896
e 29 698
e 29 917
e 29 65
e 30 305
e 30 123
e 30 850
e 30 382
e 30 543
e 31 223
e 31 412
e 31 805
e 31 963
e 32 126
e 32 158
e 32 669
e 32 832
e 32 127
e 32 485
e 33 179
e 33 896
e 33 646
e 33 763
e 34 101
e 34 282
e 34 65
e 34 871
e 34 983
e 34 219
e 34 394
e 34 704
e 35 660
e 35 647
e 35 342
e 35 438
e 35 633
e 36 347
e 36 807
e 36 502
e 36 583
e 36 99
e 37 904
e 37 118
e 37 185
e 37 547
e 38 441
e 38 137
e 38 972
e 38 86
e 38 307
e 38 771
e 39 996
e 39 911
e 39 349
e 39 684
e 43 778
e 43 549
e 43 817
e 43 65
e 44 720
e 44 314
e 44 465
e 44 838
e 44 782
e 44 525
e 44 853
e 44 723
e 46 59
e 46 467
e 46 255
e 47 657
e 47 64
e 47 895
e 49 104
e 49 757
e 49 917
e 49 284
e 49 816
e 51 716
e 51 638
e 51 184
e 51 939
e 51 589
e 52 396
e 52 412
e 52 673
e 52 971
e 52 237
e 53 797
e 53 881
e 53 223
e 54 961
e 54 124
e 54 779
e 54 727
e 55 738
e 55 384
e 55 603
e 55 445
e 55 260
e 55 151
e 57 277
e 57 186
e 57 463
e 58 686
e 58 162
e 58 820
e 58 688
e 58 226
e 58 493
e 59 81
e 59 921
e 59 130
e 60 187
e 60 398
e 60 374
e 60 856
e 61 748
e 61 223
e 61 399
e 61 567
e 61 767
e 62 250
e 62 929
e 62 435
e 64 995
e 64 960
e 64 121
e 64 654
e 65 938
e 65 470
e 65 112
e 67 604
e 67 966
e 67 677
e 68 100
e 68 309
e 68 141
e 68 127
e 70 675
e 70 86
e 70 406
e 70 916
e 70 685
e 70 926
e 71 489
e 71 884
e 71 876
e 71 315
e 71 144
e 72 295
e 72 826
e 72 701
e 72 451
e 73 929
e 73 859
e 73 212
e 73 518
e 74 959
e 74 784
e 74 135
e 74 998
e 74 443
e 76 284
e 76 326
e 76 532
e 77 166
e 77 145
e 77 292
e 78 728
e 78 859
e 78 934
e 78 326
e 78 941
e 78 483
e 78 329
e 78 641
e 78 700
e 79 705
e 79 160
e 79 468
e 79 694
e 81 85
e 81 531
e 84 241
e 84 936
e 85 351
e 85 889
e 85 776
e 86 329
e 86 600
e 86 246
e 86 821
e 86 763
e 86 241
e 86 921
e 88 771
e 88 783
e 88 231
e 88 801
e 88 657
e 89 638
e 89 884
e 89 288
e 90 731
e 90 871
e 90 217
e 90 195
e 90 525
e 90 100
e 91 970
e 91 518
