n 1000
e 0 105
e 0 400
e 0 540
e 0 525
e 1 371
e 1 91
e 1 882
e 1 937
e 1 573
e 1 531
e 2 632
e 2 210
e 2 878
e 2 220
e 3 964
e 3 957
e 3 78
e 4 798
e 4 610
e 4 503
e 4 296
e 4 39
e 4 880
e 4 76
e 5 767
e 5 236
e 5 849
e 5 988
e 5 145
e 5 44
e 8 682
e 8 799
e 8 45
e 8 323
e 9 931
e 9 731
e 9 869
e 10 339
e 10 165
e 10 743
e 10 430
e 12 908
e 12 839
e 12 472
e 12 350
e 12 517
e 12 271
e 13 459
e 13 957
e 13 521
e 13 172
e 13 582
e 13 468
e 14 217
e 14 21
e 14 177
e 14 796
e 14 635
e 14 48
e 15 349
e 15 536
e 15 789
e 15 555
e 16 290
e 16 542
e 16 104
e 16 357
e 18 48
e 18 92
e 18 752
e 18 212
e 18 746
e 18 985
e 18 801
e 19 661
e 19 116
e 19 308
e 21 553
e 21 163
e 21 465
e 21 731
e 21 48
e 21 416
e 21 212
e 22 969
e 22 339
e 22 78
e 23 129
e 23 445
e 23 151
e 24 184
e 24 475
e 24 780
e 24 130
e 24 338
e 25 779
e 25 596
e 25 760
e 25 661
e 27 708
e 27 886
e 27 960
e 27 547
e 27 320
e 27 535
e 27 261
e 28 758
e 28 446
e 28 578
e 28 823
e 28 566
e 28 634
e 29 853
e 29 994
e 29 289
e 29 466
e 29 650
e 29 293
e 30 461
e 30 569
e 30 524
e 30 776
e 30 259
e 30 975
e 31 916
e 31 293
e 31 241
e 31 656
e 31 486
e 31 524
e 32 292
e 32 365
e 32 831
e 33 500
e 33 266
e 33 821
e 33 857
e 33 708
e 33 848
e 35 50
e 35 378
e 35 539
e 35 368
e 36 131
e 36 634
e 36 135
e 37 753
e 37 979
e 37 156
e 38 753
e 38 335
e 38 302
e 39 258
e 39 545
e 39 376
e 39 808
e 42 154
e 42 432
e 42 665
e 44 470
e 44 339
e 44 579
e 44 961
e 45 101
e 45 764
e 45 847
e 45 240
e 47 663
e 47 186
e 47 183
e 48 794
e 48 670
e 50 997
e 50 821
e 50 910
e 50 333
e 50 449
e 53 939
e 53 521
e 53 746
e 53 937
e 54 202
e 54 385
e 54 638
e 55 744
e 55 228
e 55 952
e 55 502
e 57 727
e 57 670
e 57 974
e 57 446
e 59 792
e 59 131
e 59 133
e 59 418
e 59 532
e 60 724
e 60 281
e 60 882
e 60 445
e 60 567
e 60 731
e 60 679
e 61 957
e 61 925
e 61 736
e 61 186
e 61 221
e 61 371
e 62 722
e 62 178
e 62 419
e 62 317
e 62 626
e 62 149
e 63 373
e 63 618
e 63 434
e 63 123
e 64 477
e 64 147
e 64 411
e 64 75
e 64 174
e 65 215
e 65 553
e 65 640
e 65 959
e 66 342
e 66 974
e 66 661
e 67 743
e 67 820
e 67 817
e 67 375
e 67 390
e 68 342
e 68 775
e 68 72
e 68 818
e 68 645
e 68 394
e 69 771
e 69 997
e 69 902
e 71 831
e 71 885
e 71 377
e 71 591
e 71 97
e 71 429
e 71 219
e 71 98
e 72 494
e 72 403
e 72 362
e 72 226
e 72 811
e 72 664
e 72 895
e 72 999
e 74 713
e 74 190
e 74 971
e 74 296
e 75 714
e 75 310
e 75 509
e 75 438
e 75 218
e 75 887
e 76 395
e 76 927
e 76 500
e 76 227
e 76 272
e 77 578
e 77 431
e 77 646
e 78 393
e 79 178
e 79 527
e 79 236
e 79 89
e 79 938
e 81 597
e 81 643
e 81 430
e 81 145
e 85 475
e 85 879
e 85 958
e 85 998
e 85 863
e 87 338
e 87 149
e 87 946
e 89 454
e 89 759
e 89 544
e 89 857
e 89 294
e 89 414
e 89 243
e 90 510
e 90 779
e 90 112
e 91 713
e 91 986
e 91 862
e 91 601
e 91 863
e 92 825
e 92 686
e 92 176
e 92 759
e 92 361
e 92 226
e 92 811
e 93 644
e 93 374
e 93 950
e 93 754
e 95 557
e 95 131
e 95 194
e 95 309
e 95 451
e 96 373
e 96 284
e 96 736
e 96 416
e 97 962
e 97 396
e 97 734
e 97 222
e 98 100
e 98 990
e 100 261
e 100 506
e 100 231
e 100 289
e 100 979
e 100 452
e 101 994
e 101 899
e 101 265
e 104 731
e 104 314
e 104 548
e 104 509
e 105 495
e 105 664
e 106 363
e 106 411
e 106 394
e 106 651
e 106 631
e 107 193
e 107 399
e 107 378
e 107 820
e 107 246
e 107 580
e 108 251
e 108 537
e 108 973
e 108 770
e 108 585
e 108 789
e 109 452
e 109 380
e 109 955
e 109 614
e 110 257
e 110 520
e 110 446
e 112 199
e 112 495
e 112 180
e 113 759
e 113 491
e 113 221
e 114 300
e 114 652
e 114 830
e 115 567
e 115 194
e 115 159
e 116 446
e 116 801
e 117 307
e 117 313
e 117 281
e 117 415
e 118 616
e 118 898
e 118 754
e 118 224
e 118 409
e 118 431
e 119 680
e 119 644
e 119 291
e 120 620
e 120 158
e 120 648
e 121 122
e 121 990
e 121 416
e 122 683
e 122 607
e 122 246
e 122 503
e 123 276
e 123 880
e 125 405
e 125 604
e 125 674
e 126 976
e 126 382
e 126 282
e 126 908
e 126 436
e 127 756
e 127 868
e 127 343
e 128 958
e 128 432
e 128 130
e 128 145
e 128 381
e 129 981
e 129 621
e 129 409
e 130 340
e 131 186
e 131 205
e 131 764
e 131 549
e 131 678
e 131 971
e 132 492
e 132 981
e 132 501
e 133 537
e 133 398
e 133 876
e 133 389
e 133 918
e 134 883
e 134 472
e 134 703
e 134 604
e 134 163
e 135 494
e 135 585
e 135 254
e 136 580
e 136 420
e 136 636
e 136 396
e 136 598
e 136 316
e 136 631
e 137 656
e 137 602
e 137 686
e 137 324
e 137 973
e 138 413
e 138 871
e 138 305
e 138 331
e 138 768
e 138 241
e 138 520
e 138 597
e 138 957
e 138 310
e 140 226
e 140 747
e 140 598
e 140 663
e 140 898
e 140 516
e 142 400
e 142 690
e 142 384
e 142 724
e 143 321
e 143 857
e 143 830
e 143 187
e 143 557
e 144 719
e 144 854
e 144 885
e 145 327
e 145 813
e 145 449
e 145 916
e 145 496
e 145 502
e 145 567
e 145 994
e 147 782
e 147 696
e 148 415
e 148 816
e 148 856
e 148 783
e 148 674
e 148 153
e 148 994
e 149 861
e 149 301
e 149 815
e 149 363
e 149 335
e 150 965
e 150 651
e 150 388
e 150 396
e 151 240
e 151 857
e 151 665
e 151 849
e 152 665
e 152 224
e 152 620
e 152 153
e 152 748
e 153 499
e 153 924
e 153 559
e 153 962
e 153 839
e 153 984
e 154 685
e 154 531
e 154 822
e 154 918
e 154 272
e 155 648
e 155 581
e 155 927
e 156 776
e 156 423
e 156 403
e 156 163
e 156 391
e 156 284
e 157 386
e 157 228
e 157 744
e 157 492
e 158 309
e 158 225
e 158 221
e 159 749
e 159 169
e 160 514
e 160 823
e 160 238
e 161 704
e 161 694
e 161 257
e 162 790
e 162 839
e 162 935
e 162 697
e 163 584
e 163 456
e 163 938
e 165 778
e 165 435
e 167 631
e 167 745
e 167 174
e 169 310
e 169 447
e 169 527
e 170 869
e 170 420
e 170 335
e 170 799
e 172 183
e 172 986
e 172 676
e 172 364
e 172 998
e 174 196
e 174 726
e 174 362
e 176 547
e 176 866
e 176 877
e 176 515
e 176 732
e 177 659
e 177 984
e 178 450
e 178 501
e 178 721
e 178 789
e 178 643
e 178 515
e 178 631
e 180 668
e 180 729
e 180 246
e 183 634
e 183 857
e 183 705
e 183 774
e 184 235
e 184 210
e 186 204
e 186 619
e 186 540
e 186 404
e 187 649
e 187 816
e 188 238
e 188 215
e 188 751
e 188 225
e 188 366
e 188 418
e 188 414
e 190 770
e 190 617
e 193 360
e 193 361
e 193 919
e 193 634
e 193 396
e 193 647
e 194 738
e 194 635
e 194 540
e 195 505
e 195 327
e 195 261
e 195 923
e 195 559
e 195 348
e 196 890
e 196 233
e 196 877
e 196 319
e 198 918
e 198 403
e 198 675
e 198 281
e 199 816
e 199 976
e 200 668
e 200 896
e 200 829
e 200 949
e 200 675
e 200 371
e 200 844
e 200 329
e 202 690
e 202 880
e 202 533
e 203 756
e 203 487
e 203 722
e 203 420
e 204 239
e 204 923
e 204 871
e 204 867
e 204 205
e 205 931
e 205 236
e 205 341
e 207 752
e 207 552
e 207 367
e 207 260
e 209 862
e 209 446
e 209 432
e 209 282
e 210 587
e 210 309
e 210 924
e 211 701
e 211 461
e 211 808
e 212 261
e 212 588
e 212 458
e 212 720
e 213 618
e 213 884
e 213 924
e 215 969
e 217 617
e 217 326
e 217 261
e 217 305
e 217 850
e 217 637
e 217 597
e 217 875
e 217 382
e 217 749
e 218 630
e 218 588
e 218 660
e 218 829
e 218 556
e 218 227
e 219 475
e 219 977
e 220 593
e 220 880
e 220 743
e 220 360
e 221 794
e 222 464
e 222 812
e 224 688
e 224 438
e 224 499
e 224 744
e 225 850
e 225 825
e 226 964
e 226 747
e 227 778
e 227 911
e 227 319
e 227 719
e 227 402
e 227 549
e 228 653
e 228 464
e 230 448
e 230 421
e 230 787
e 230 815
e 230 405
e 230 708
e 230 392
e 230 496
e 231 625
e 231 857
e 232 553
e 232 980
e 232 703
e 232 807
e 232 340
e 233 602
e 233 568
e 234 895
e 234 749
e 234 360
e 234 361
e 234 979
e 234 419
e 235 328
e 235 593
e 235 292
e 235 435
e 235 962
e 235 477
e 236 540
e 236 618
e 237 769
e 237 789
e 237 403
e 237 293
e 238 705
e 238 740
e 238 360
e 238 307
e 238 980
e 239 286
e 239 887
e 239 696
e 240 940
e 240 978
e 241 487
e 241 634
e 241 843
e 243 958
e 243 573
e 246 309
e 246 645
e 246 778
e 248 342
e 248 597
e 248 436
e 248 321
e 251 597
e 251 601
e 251 611
e 251 324
e 251 538
e 254 832
e 254 585
e 254 289
e 254 416
e 255 924
e 255 889
e 255 546
e 256 535
e 256 927
e 256 517
e 257 830
e 257 869
e 257 685
e 258 931
e 258 585
e 258 451
e 259 616
e 259 966
e 260 369
e 260 800
e 260 535
e 261 423
e 261 703
