n 1000
e 0 928
e 0 644
e 0 392
e 0 176
e 1 957
e 1 942
e 1 107
e 1 604
e 1 168
e 1 110
e 1 381
e 1 766
e 2 217
e 2 564
e 2 153
e 3 491
e 3 448
e 3 744
e 3 490
e 4 171
e 4 953
e 4 806
e 4 859
e 5 673
e 5 964
e 5 145
e 5 952
e 5 109
e 5 649
e 7 793
e 7 958
e 7 707
e 8 610
e 8 968
e 8 734
e 10 959
e 10 753
e 10 722
e 10 97
e 11 183
e 11 420
e 11 498
e 11 467
e 13 848
e 13 549
e 13 199
e 13 382
e 13 893
e 13 616
e 14 162
e 14 186
e 14 541
e 15 131
e 15 828
e 15 789
e 15 721
e 16 735
e 16 880
e 16 300
e 16 970
e 17 577
e 17 837
e 17 700
e 17 583
e 17 938
e 17 496
e 17 673
e 17 196
e 18 403
e 18 447
e 18 682
e 19 797
e 19 530
e 19 510
e 20 912
e 20 468
e 20 449
e 20 104
e 20 823
e 20 819
e 21 993
e 21 666
e 21 40
e 21 526
e 21 673
e 22 350
e 22 837
e 22 942
e 22 228
e 22 89
e 22 43
e 23 993
e 23 667
e 23 741
e 23 607
e 23 420
e 23 734
e 24 52
e 24 372
e 24 978
e 24 287
e 24 526
e 24 884
e 25 811
e 25 536
e 25 858
e 25 174
e 25 560
e 25 305
e 26 541
e 26 817
e 26 269
e 26 634
e 26 909
e 27 626
e 27 531
e 27 968
e 27 431
e 27 958
e 27 869
e 27 384
e 27 336
e 27 388
e 28 243
e 28 201
e 28 505
e 28 662
e 29 74
e 29 328
e 29 474
e 29 766
e 29 306
e 30 341
e 30 220
e 30 406
e 32 859
e 32 527
e 32 695
e 32 923
e 35 638
e 35 54
e 35 549
e 35 123
e 36 86
e 36 945
e 36 527
e 36 288
e 36 610
e 36 227
e 38 461
e 38 689
e 38 884
e 38 959
e 39 287
e 39 289
e 39 921
e 39 851
e 39 67
e 39 575
e 39 940
e 39 831
e 39 768
e 40 902
e 40 484
e 40 216
e 41 474
e 41 238
e 41 440
e 41 462
e 41 920
e 42 66
e 42 961
e 42 400
e 42 605
e 43 400
e 43 595
e 43 201
e 43 471
e 44 743
e 44 895
e 44 468
e 44 140
e 46 742
e 46 887
e 46 479
e 46 917
e 46 946
e 47 153
e 47 138
e 47 954
e 48 187
e 48 299
e 48 565
e 48 508
e 49 380
e 49 617
e 49 253
e 49 153
e 51 53
e 51 451
e 51 492
e 52 399
e 52 490
e 53 535
e 53 950
e 54 100
e 54 445
e 54 480
e 54 496
e 55 768
e 55 271
e 55 846
e 55 569
e 56 733
e 56 564
e 56 284
e 56 873
e 59 482
e 59 908
e 59 299
e 60 74
e 60 732
e 60 902
e 64 715
e 64 249
e 64 738
e 64 432
e 64 235
e 65 733
e 65 543
e 65 922
e 65 319
e 66 906
e 66 957
e 66 567
e 66 656
e 67 238
e 67 520
e 67 399
e 68 222
e 68 868
e 68 665
e 68 213
e 68 919
e 68 230
e 70 491
e 70 510
e 70 337
e 72 161
e 72 374
e 72 684
e 72 243
e 73 756
e 73 702
e 73 260
e 73 620
e 73 715
e 73 565
e 74 899
e 74 584
e 75 672
e 75 802
e 75 425
e 75 320
e 76 322
e 76 717
e 76 398
e 76 532
e 76 666
e 76 363
e 76 962
e 77 868
e 77 681
e 77 670
e 77 935
e 78 912
e 78 871
e 78 184
e 79 770
e 79 845
e 79 479
e 79 387
e 80 202
e 80 339
e 80 564
e 81 742
e 81 460
e 81 115
e 81 147
e 81 453
e 81 517
e 82 359
e 82 414
e 82 308
e 82 669
e 82 256
e 82 366
e 83 526
e 83 341
e 83 740
e 83 821
e 83 210
e 84 424
e 84 970
e 84 791
e 84 705
e 84 690
e 84 750
e 84 208
e 86 477
e 86 912
e 86 431
e 86 465
e 86 576
e 86 259
e 86 196
e 87 403
e 87 479
e 87 336
e 87 708
e 87 668
e 87 124
e 87 938
e 88 730
e 88 434
e 88 478
e 88 541
e 88 253
e 89 465
e 89 970
e 89 694
e 89 361
e 90 768
e 90 781
e 90 889
e 90 829
e 90 232
e 91 208
e 91 815
e 91 868
e 91 594
e 91 698
e 92 799
e 92 744
e 92 608
e 92 106
e 92 610
e 92 554
e 92 821
e 93 976
e 93 684
e 93 772
e 94 520
e 94 475
e 94 849
e 94 960
e 96 707
e 96 674
e 96 742
e 96 124
e 96 534
e 96 847
e 97 270
e 97 303
e 98 684
e 98 388
e 98 843
e 98 99
e 99 166
e 99 463
e 99 765
e 99 721
e 100 660
e 100 743
e 100 379
e 100 935
e 101 752
e 101 543
e 101 320
e 101 304
e 101 650
e 104 550
e 104 605
e 105 852
e 105 302
e 105 365
e 106 923
