n 1000
e 0 159
e 0 917
e 0 112
e 0 239
e 0 137
e 0 514
e 0 649
e 0 212
e 0 81
e 0 12
e 0 436
e 0 329
e 1 171
e 1 823
e 1 697
e 1 360
e 1 569
e 1 769
e 1 384
e 1 172
e 2 497
e 2 220
e 2 620
e 2 557
e 3 306
e 3 848
e 3 35
e 4 966
e 4 884
e 4 440
e 4 964
e 4 447
e 4 854
e 4 396
e 7 158
e 7 264
e 7 422
e 8 602
e 8 374
e 8 736
e 8 249
e 8 356
e 8 335
e 9 235
e 9 341
e 9 129
e 9 222
e 9 950
e 9 285
e 10 497
e 10 772
e 10 34
e 10 747
e 11 177
e 11 463
e 11 669
e 11 212
e 11 719
e 12 167
e 12 784
e 14 46
e 14 264
e 14 85
e 15 55
e 15 840
e 15 339
e 15 944
e 15 568
e 15 644
e 17 971
e 17 665
e 17 208
e 17 636
e 18 355
e 18 735
e 18 947
e 20 399
e 20 817
e 20 858
e 21 462
e 21 486
e 21 999
e 21 129
e 21 38
e 21 645
e 21 527
e 22 544
e 22 492
e 22 355
e 22 431
e 22 961
e 22 522
e 24 596
e 24 708
e 24 35
e 24 224
e 24 567
e 24 916
e 25 498
e 25 232
e 25 846
e 25 539
e 26 387
e 26 710
e 26 66
e 26 467
e 29 462
e 29 510
e 29 636
e 29 287
e 29 870
e 30 835
e 30 403
e 30 896
e 30 680
e 31 715
e 31 919
e 31 608
e 31 610
e 33 370
e 33 344
e 33 832
e 33 925
e 34 895
e 34 816
e 34 56
e 34 633
e 34 673
e 35 998
e 35 832
e 35 464
e 35 233
e 35 66
e 35 774
e 35 920
e 35 44
e 35 662
e 36 797
e 36 404
e 36 472
e 36 713
e 36 855
e 36 719
e 38 516
e 38 529
e 39 715
e 39 523
e 39 383
e 39 284
e 39 126
e 39 398
e 39 570
e 39 949
e 40 284
e 40 824
e 40 450
e 40 229
e 40 402
e 41 252
e 41 872
e 41 858
e 41 563
e 41 413
e 43 396
e 43 840
e 43 295
e 43 491
e 43 987
e 44 708
e 44 278
e 44 435
e 44 198
e 44 495
e 44 236
e 46 321
e 46 945
e 46 776
e 46 927
e 47 778
e 47 97
e 47 825
e 47 112
e 47 722
e 47 139
e 48 504
e 48 560
e 48 367
e 48 907
e 49 469
e 49 287
e 49 975
e 50 936
e 50 550
e 50 89
e 50 250
e 50 680
e 51 590
e 51 653
e 51 408
e 51 254
e 51 860
e 51 217
e 52 108
e 52 962
e 52 866
e 52 402
e 54 264
e 54 815
e 54 545
e 54 307
e 55 721
e 55 324
e 55 430
e 55 402
e 56 387
e 56 820
e 56 297
e 57 954
e 57 244
e 57 626
e 57 312
e 58 450
e 58 184
e 58 268
e 58 68
e 58 285
e 59 666
e 59 625
e 59 871
e 59 347
e 62 352
e 62 463
e 62 996
e 64 221
e 64 613
e 64 971
e 64 362
e 64 165
e 64 524
e 65 807
e 65 517
e 65 359
e 66 579
e 66 645
e 66 772
e 66 849
e 66 238
e 67 737
e 67 747
e 67 213
e 68 904
e 68 544
e 69 92
e 69 143
e 69 575
e 69 270
e 69 777
e 69 437
e 71 249
e 71 658
e 71 823
e 72 430
e 72 829
e 72 233
e 72 376
e 72 622
e 72 330
e 72 558
e 72 399
e 73 524
e 73 517
e 73 94
e 73 265
e 73 992
e 74 819
e 74 480
e 74 839
e 75 531
e 75 97
e 75 724
e 75 770
e 75 322
e 75 383
e 76 176
e 76 820
e 76 747
e 77 431
e 77 900
e 77 631
e 78 164
e 78 669
e 78 985
e 78 423
e 78 542
e 78 695
e 78 208
e 79 133
e 79 567
e 79 741
e 79 815
e 79 292
e 79 119
e 79 188
e 80 312
e 80 277
e 80 355
e 80 956
e 80 967
e 80 846
e 81 531
e 81 160
e 81 517
e 81 544
e 82 429
e 82 880
e 82 944
e 82 729
e 82 126
e 82 464
e 82 194
e 83 834
e 83 627
e 83 346
e 83 601
e 83 898
e 84 591
e 84 608
e 84 961
e 84 502
e 85 702
e 85 641
e 85 970
e 86 668
e 86 477
e 86 250
e 86 590
e 86 976
e 86 500
e 86 640
e 87 622
e 87 985
e 87 92
e 87 102
e 87 854
e 89 954
e 89 574
e 89 811
e 89 579
e 90 719
e 90 421
e 90 672
e 90 707
e 90 558
e 90 411
e 91 489
e 91 906
e 91 855
e 91 802
e 91 911
e 92 136
e 92 302
e 92 577
e 93 834
e 93 675
e 93 193
e 93 639
e 93 572
e 93 364
e 94 423
e 94 267
e 94 378
e 94 943
e 94 507
e 94 850
e 94 708
e 96 134
e 96 186
e 96 393
e 96 641
e 96 776
e 97 754
e 97 146
e 97 183
e 98 776
e 98 555
e 98 360
e 98 777
e 99 272
e 99 425
e 99 519
e 101 352
e 101 757
e 101 691
e 102 132
e 102 693
e 102 364
e 103 741
e 103 860
e 103 564
e 103 358
e 104 711
e 104 267
e 104 952
e 105 409
e 105 695
e 105 816
e 105 519
e 107 315
e 107 485
e 107 399
e 107 882
e 107 278
e 108 158
e 108 769
e 108 373
e 109 339
e 109 398
e 109 880
e 111 224
e 111 946
e 111 367
e 111 711
e 112 832
e 112 684
e 112 907
e 112 437
e 112 618
e 113 291
e 113 689
e 113 818
e 113 393
e 114 950
e 114 723
e 114 483
e 114 436
e 115 539
e 115 546
e 115 282
e 115 269
e 116 382
e 116 297
e 116 426
e 116 513
e 116 851
e 117 485
e 117 300
e 117 837
e 117 888
e 117 660
e 117 245
e 118 438
e 118 715
e 118 975
e 118 608
e 118 264
e 119 754
e 119 227
e 120 288
e 120 121
e 120 617
e 120 242
e 121 605
e 121 707
e 121 766
e 121 211
e 123 740
e 123 660
e 123 948
e 124 236
e 124 773
e 124 459
e 124 858
e 126 793
e 126 607
e 128 978
e 128 784
e 128 324
e 128 268
e 129 678
e 129 964
e 130 295
e 130 926
e 130 935
e 131 575
e 131 613
e 131 746
e 132 819
e 132 418
e 132 725
e 133 139
e 133 137
e 133 873
e 134 962
e 134 852
e 134 972
e 134 830
e 134 626
e 134 465
e 136 542
e 136 332
e 136 556
e 137 782
e 137 458
e 137 386
e 139 195
e 139 948
e 139 151
e 139 832
e 139 741
e 140 803
e 140 657
e 140 725
e 140 439
e 140 793
e 142 248
e 142 149
e 142 709
e 143 551
e 143 241
e 143 423
e 146 639
e 146 195
e 146 974
e 146 705
e 147 974
e 147 775
e 147 662
e 147 628
e 147 374
e 147 328
e 148 332
e 148 228
e 148 854
e 149 604
e 149 703
e 151 925
e 151 653
e 152 621
e 152 724
e 152 839
e 152 644
e 152 560
e 152 674
e 152 671
e 153 972
e 153 314
e 153 480
e 155 510
e 155 266
e 155 405
e 155 353
e 156 725
e 156 430
e 156 713
e 156 503
e 157 978
e 157 294
e 157 514
e 157 233
e 158 562
e 158 577
e 158 201
e 158 746
e 159 824
e 159 378
e 159 783
e 160 946
e 160 539
e 160 241
e 160 930
e 160 167
e 161 365
e 161 575
e 161 795
e 161 506
e 161 783
e 162 173
e 162 352
e 162 947
e 162 669
e 162 483
e 162 568
e 162 502
e 163 499
e 163 679
e 163 609
e 163 764
e 163 646
e 163 285
e 164 370
e 164 983
e 164 517
e 165 327
e 165 531
e 165 830
e 167 899
e 167 480
e 167 383
e 167 889
e 168 629
e 168 744
e 168 972
e 168 636
e 168 179
e 168 175
e 169 978
e 169 623
e 169 878
e 169 291
e 170 653
e 170 529
e 170 557
e 170 305
e 171 987
e 171 284
e 171 574
e 171 446
e 171 561
e 171 306
e 172 527
e 172 958
e 172 205
e 172 414
e 173 333
e 173 311
e 173 436
e 175 283
e 175 530
e 175 572
e 175 439
e 175 987
e 175 548
e 175 691
e 176 622
e 176 936
e 176 998
e 176 888
e 177 847
e 177 465
e 177 417
e 177 458
e 179 960
e 179 495
e 179 215
e 179 415
e 180 617
e 180 866
e 180 491
e 181 971
e 181 824
e 181 441
e 182 954
e 182 674
e 182 210
e 183 278
e 183 498
e 183 627
e 184 973
e 184 375
e 186 746
e 186 585
e 186 331
e 186 928
e 187 207
e 187 912
e 187 702
e 187 189
e 187 766
e 188 796
e 188 724
e 188 823
e 188 674
e 188 413
e 189 532
e 189 579
e 189 602
e 189 722
e 190 777
e 190 975
e 190 458
e 190 851
e 190 323
e 190 852
e 191 442
e 191 912
e 191 684
e 193 784
e 193 531
e 193 270
e 194 581
e 194 600
e 194 690
e 195 653
e 195 629
e 195 470
e 198 406
e 198 565
e 198 230
e 198 434
e 199 680
e 199 404
e 199 996
e 199 610
e 201 907
e 201 469
e 205 396
e 205 296
e 207 225
e 207 604
e 207 916
e 208 324
e 208 961
e 209 906
e 209 646
e 209 983
e 209 958
e 209 935
e 210 575
e 210 976
e 211 263
e 211 488
e 211 355
e 211 700
e 211 538
e 211 665
e 211 540
e 211 350
e 212 251
e 212 701
e 212 553
e 212 320
e 212 788
e 213 261
e 213 370
e 214 558
e 214 280
e 214 565
e 214 271
e 215 786
e 215 632
e 215 461
e 216 894
e 216 567
e 216 440
e 216 496
e 216 679
e 216 610
e 216 300
e 216 985
e 217 388
e 217 724
e 217 606
e 219 998
e 219 627
e 219 644
e 219 458
e 220 624
e 220 966
e 221 473
e 221 449
e 221 231
e 222 884
e 222 612
e 222 375
e 222 664
e 222 710
e 222 943
e 222 607
e 224 548
e 224 849
e 224 746
e 224 451
e 225 908
e 225 667
e 225 447
e 225 849
e 225 879
e 225 532
e 226 281
e 226 586
e 226 926
e 226 245
e 226 258
e 227 753
e 227 531
e 227 524
e 228 886
e 228 522
e 228 804
e 228 689
e 228 492
e 228 275
e 228 251
e 229 527
e 229 272
e 230 469
e 230 484
e 230 823
e 231 449
e 231 851
e 231 958
e 231 867
e 231 386
e 232 685
e 232 705
e 233 277
e 233 862
e 233 924
e 233 958
e 234 419
e 234 264
e 234 575
e 234 689
e 235 561
e 235 236
e 235 690
e 236 534
e 236 561
e 237 850
e 237 549
e 237 279
e 238 719
e 238 553
e 238 314
e 238 505
e 238 967
e 238 882
e 239 822
e 239 764
e 239 873
e 240 402
e 240 611
e 240 252
e 240 776
e 240 833
e 240 533
e 240 274
e 240 542
e 241 267
e 241 619
e 241 373
e 242 602
e 242 730
e 244 711
e 244 741
e 244 536
e 244 308
e 245 367
e 245 580
e 245 856
e 245 284
