n 1000
e 0 482
e 0 906
e 0 296
e 0 468
e 1 804
e 1 492
e 1 584
e 1 253
e 2 125
e 2 188
e 2 102
e 2 852
e 3 70
e 3 297
e 3 390
e 3 994
e 5 49
e 5 713
e 5 65
e 5 572
e 6 928
e 6 455
e 6 706
e 6 19
e 6 659
e 7 557
e 7 390
e 7 625
e 7 566
e 8 88
e 8 508
e 8 282
e 8 727
e 8 89
e 9 517
e 9 544
e 9 97
e 9 311
e 10 942
e 10 518
e 10 609
e 10 837
e 10 190
e 10 493
e 11 21
e 11 138
e 11 928
e 11 791
e 11 788
e 11 65
e 12 623
e 12 229
e 12 537
e 12 256
e 13 565
e 13 51
e 13 761
e 13 357
e 14 626
e 14 206
e 14 560
e 14 127
e 14 407
e 15 599
e 15 831
e 15 412
e 17 916
e 17 407
e 17 518
e 17 109
e 17 250
e 18 860
e 18 341
e 18 110
e 18 881
e 18 717
e 18 631
e 19 136
e 19 318
e 19 260
e 21 183
e 21 806
e 22 93
e 22 692
e 22 332
e 22 563
e 22 720
e 23 649
e 23 311
e 23 308
e 23 693
e 25 231
e 25 721
e 25 45
e 26 544
e 26 431
e 26 950
e 26 844
e 27 77
e 27 896
e 27 43
e 28 264
e 28 682
e 28 885
e 28 72
e 29 408
e 29 767
e 29 157
e 31 102
e 31 994
e 31 164
e 31 341
e 31 935
e 31 955
e 32 838
e 32 594
e 32 610
e 32 812
e 34 638
e 34 143
e 34 89
e 34 618
e 36 631
e 36 166
e 36 563
e 36 455
e 37 575
e 37 540
e 37 354
e 38 444
e 38 855
e 38 768
e 38 647
e 39 127
e 39 292
e 39 565
e 39 931
e 39 327
e 39 51
e 39 443
e 40 711
e 40 493
e 40 586
e 43 727
e 43 445
e 43 109
e 43 117
e 43 137
e 43 682
e 44 105
e 44 577
e 44 345
e 44 432
e 44 943
e 44 124
e 44 565
e 45 814
e 45 162
e 45 516
e 45 269
e 45 521
e 45 378
e 45 534
e 46 681
e 46 211
e 46 948
e 46 854
e 47 848
e 47 763
e 47 418
e 47 745
e 48 461
e 48 175
e 48 727
e 49 982
e 49 675
e 49 124
e 49 516
e 49 54
e 50 404
e 50 748
e 50 641
e 51 566
e 51 346
e 51 236
e 51 412
e 51 116
e 51 572
e 54 70
e 54 657
e 54 632
e 55 382
e 55 987
e 55 232
e 56 841
e 56 301
e 56 536
e 59 255
e 59 188
e 59 191
e 59 578
e 59 386
e 59 341
e 60 424
e 60 544
e 60 257
e 60 826
e 60 766
e 60 154
e 60 623
e 63 547
e 63 856
e 63 695
e 63 690
e 63 344
e 63 581
e 64 877
e 64 279
e 64 682
e 64 81
e 65 714
e 65 767
e 65 294
e 65 412
e 66 85
e 66 714
e 66 304
e 68 88
e 68 744
e 68 660
e 70 629
e 71 498
e 71 619
e 71 852
e 71 771
e 71 889
e 71 281
e 72 844
e 72 758
e 72 715
e 72 722
e 72 588
e 72 755
e 72 669
e 72 137
e 72 239
e 72 357
e 72 420
e 73 845
e 73 312
e 73 513
e 73 851
e 74 360
e 74 440
e 74 393
e 75 114
e 75 693
e 75 160
e 75 282
e 75 337
e 75 332
e 76 819
e 76 745
e 76 494
e 76 918
e 76 349
e 77 272
e 77 806
e 77 456
e 78 476
e 78 432
e 78 877
e 80 729
e 80 733
e 80 367
e 80 248
e 81 117
e 81 727
e 83 173
e 83 715
e 83 530
e 83 310
e 83 150
e 83 389
e 84 581
e 84 698
e 84 518
e 85 233
e 85 816
e 85 764
e 85 904
e 85 506
e 85 335
e 86 602
e 86 977
e 86 161
e 86 452
e 86 197
e 87 220
e 87 593
e 87 441
e 88 188
e 88 371
e 88 975
e 88 439
e 88 624
e 89 104
e 91 143
e 91 947
e 91 526
e 91 963
e 91 878
e 91 860
e 91 420
e 91 497
e 93 906
e 93 188
e 93 184
e 94 657
e 94 580
e 94 620
e 94 290
e 95 913
e 95 673
e 95 99
e 97 847
e 97 833
e 97 621
e 98 246
e 98 104
e 98 643
e 99 279
e 99 367
e 99 557
e 99 904
e 100 369
e 100 781
e 100 997
e 100 321
e 101 580
e 101 746
e 101 789
e 101 298
e 102 707
e 102 552
e 102 310
e 103 643
e 103 771
e 103 985
e 103 853
e 103 957
e 103 969
e 103 542
e 104 226
e 104 460
e 104 946
e 104 739
e 104 827
e 104 160
e 104 731
e 105 390
e 105 875
e 105 401
e 106 286
e 106 547
e 106 776
e 107 149
e 107 987
e 107 385
e 107 573
e 107 311
e 108 238
e 108 296
e 108 219
e 108 317
e 108 620
e 109 668
e 109 837
e 109 542
e 109 809
e 109 475
e 109 153
e 110 832
e 110 769
e 110 969
e 110 623
e 111 523
e 111 758
e 111 493
e 111 675
e 111 530
e 111 704
e 111 598
e 112 326
e 112 503
e 112 137
e 112 286
e 113 893
e 113 374
e 113 126
e 114 931
e 114 236
e 114 272
e 114 658
e 114 805
e 114 699
e 116 753
e 116 707
e 116 245
e 117 575
e 117 440
e 117 120
e 118 664
e 118 401
e 118 313
e 118 326
e 120 288
e 120 296
e 120 970
e 120 279
e 120 329
e 120 981
e 122 843
e 122 143
e 122 323
e 122 382
e 122 893
e 122 539
e 122 674
e 123 489
e 123 519
e 123 724
e 124 853
e 124 253
e 124 426
e 124 446
e 124 593
e 125 227
e 125 711
e 125 801
e 125 580
e 125 390
e 125 502
e 126 814
e 126 260
e 127 314
e 127 176
e 127 334
e 127 161
e 129 439
e 129 243
e 129 788
e 129 526
e 129 998
e 130 873
e 130 848
e 130 578
e 131 615
e 131 712
e 131 291
e 131 938
e 131 690
e 133 411
e 133 150
e 133 614
e 133 895
e 133 375
e 133 395
e 133 914
e 133 320
e 133 929
e 134 638
e 134 543
e 134 299
e 134 829
e 134 501
e 136 690
e 136 765
e 136 550
e 136 226
e 136 968
e 136 595
e 136 508
e 136 814
e 137 957
e 137 936
e 137 786
e 138 863
e 138 482
e 138 982
e 138 753
e 138 906
e 140 151
e 140 746
e 140 769
e 140 694
e 140 924
e 140 628
e 141 997
e 141 487
e 141 319
e 141 357
e 141 695
e 141 916
e 141 402
e 141 533
e 141 728
e 142 404
e 142 298
e 142 713
e 142 474
e 142 269
e 142 590
e 143 756
e 143 302
e 144 693
e 144 163
e 144 586
e 144 820
e 144 294
e 145 478
e 145 637
e 145 474
e 145 380
e 146 851
e 146 299
e 146 997
e 149 853
e 149 674
e 150 223
e 150 822
e 150 181
e 150 738
e 150 564
e 150 460
e 151 385
e 151 988
e 151 762
e 152 157
e 152 513
e 152 611
e 153 712
e 153 614
e 153 421
e 153 172
e 154 922
e 154 805
e 154 491
e 154 594
e 155 542
e 155 969
e 155 312
e 157 199
e 158 942
e 158 706
e 158 808
e 160 410
e 160 428
e 161 255
e 161 304
e 161 641
e 161 559
e 161 795
e 162 372
e 162 823
e 163 598
e 163 628
e 163 823
e 163 625
e 163 947
e 163 266
e 163 400
e 164 738
e 164 388
e 164 821
e 164 269
e 166 402
e 166 222
e 166 577
e 166 710
e 166 594
e 166 678
e 167 926
e 167 179
e 167 493
e 170 396
e 170 613
e 170 371
e 170 384
e 170 974
e 170 538
e 172 905
e 172 219
e 172 769
e 172 360
e 172 980
e 172 722
e 173 455
e 173 588
e 173 268
e 173 506
e 173 605
e 175 799
e 175 537
e 175 762
e 175 802
e 176 948
e 176 266
e 176 878
e 176 665
e 176 360
e 177 233
e 177 601
e 177 388
e 177 246
e 177 674
e 178 323
e 178 809
e 178 577
e 178 831
e 179 856
e 179 378
e 181 668
e 181 640
e 181 397
e 182 637
e 182 183
e 182 242
e 183 828
e 183 925
e 184 225
e 184 477
e 184 598
e 185 866
e 185 989
e 185 688
e 185 659
e 186 294
e 186 262
e 186 720
e 186 291
e 186 190
e 187 326
e 187 712
e 187 753
e 187 341
e 187 445
e 188 561
e 188 529
e 188 818
e 188 377
e 188 459
e 188 292
e 189 847
e 189 445
e 189 689
e 189 334
e 190 330
e 190 987
e 190 892
e 191 566
e 191 684
e 191 499
e 192 720
e 192 765
e 192 233
e 193 363
e 193 300
e 193 222
e 193 271
e 193 711
e 197 758
e 197 273
e 197 928
e 198 437
e 198 677
e 198 423
e 198 339
e 199 649
e 199 309
e 201 320
e 201 501
e 201 220
e 201 508
e 201 287
e 201 947
e 202 552
e 202 549
e 202 316
e 202 918
e 204 432
e 204 298
e 204 969
e 204 702
e 204 542
e 205 248
e 205 765
e 205 673
e 205 391
e 206 987
e 206 833
e 207 473
e 207 326
e 207 231
e 207 748
e 208 275
e 208 538
e 208 372
e 208 869
e 208 549
e 209 831
e 209 295
e 209 768
e 211 516
e 211 749
e 212 891
e 212 491
e 212 812
e 212 393
e 212 862
e 212 799
e 212 808
e 212 385
e 212 648
e 212 355
e 213 331
e 213 698
e 213 402
e 213 477
e 213 319
e 214 928
e 214 777
e 214 674
e 214 327
e 214 804
e 214 617
e 216 531
e 216 845
e 216 476
e 217 355
e 217 926
e 217 388
e 217 329
e 218 677
e 218 232
e 218 795
e 218 791
e 219 951
e 219 364
e 219 246
e 219 925
e 219 334
e 219 574
e 219 534
e 219 955
e 220 599
e 220 690
e 220 868
e 220 629
e 220 870
e 221 844
e 221 684
e 221 309
e 222 829
e 222 642
e 223 750
e 223 639
e 223 641
e 224 840
e 224 893
e 224 352
e 225 295
e 225 660
e 225 943
e 225 940
e 225 396
e 225 683
e 225 648
e 225 753
e 226 647
e 226 369
e 227 462
e 227 665
e 227 913
e 228 908
e 228 525
e 228 394
e 229 622
e 229 503
e 229 781
e 229 939
e 229 756
e 229 647
e 230 696
e 230 548
e 230 875
e 230 904
e 230 968
e 231 468
e 231 914
e 232 368
e 232 270
e 232 922
e 232 676
e 232 319
e 232 482
e 233 955
e 233 372
e 233 545
e 233 789
e 233 616
e 235 399
e 235 269
e 235 401
e 235 525
e 236 520
e 236 698
e 236 717
e 236 757
e 238 738
e 238 759
e 238 388
e 238 246
e 239 759
e 239 761
e 240 397
e 240 537
e 240 733
e 241 377
e 241 869
e 241 593
e 242 481
e 242 792
e 242 320
e 242 860
e 242 943
e 243 903
e 243 290
e 243 954
e 245 594
e 245 468
e 246 841
e 246 683
e 246 867
e 246 451
e 248 688
e 248 674
e 248 649
e 248 573
e 250 327
e 250 886
e 250 472
e 250 619
e 250 394
e 251 899
e 251 427
e 251 331
e 251 301
e 251 994
e 252 583
e 252 300
e 252 776
e 253 256
e 253 634
e 253 721
e 253 530
e 255 923
e 255 646
e 255 388
e 255 288
e 255 726
e 255 781
e 256 711
e 256 418
e 256 861
e 257 440
e 257 676
e 257 770
e 257 389
e 260 776
e 260 989
e 262 792
e 262 950
e 262 283
e 262 837
e 262 297
e 264 695
e 264 575
e 266 816
e 266 386
e 266 777
e 267 767
e 267 428
e 267 941
e 267 507
e 267 977
e 268 538
e 268 428
e 268 362
e 268 339
e 269 813
e 270 376
e 270 989
e 270 893
e 271 783
e 271 554
e 272 614
e 272 969
e 273 802
e 273 875
e 273 680
e 273 686
e 274 368
e 274 970
e 274 872
e 275 682
e 275 777
e 275 748
e 279 616
e 279 689
e 279 714
e 279 467
e 279 498
e 279 443
e 280 618
e 280 624
e 280 914
e 280 885
e 280 658
e 280 302
e 280 787
e 281 771
e 281 963
e 281 541
e 281 409
e 281 533
e 282 517
e 282 395
e 282 948
e 283 288
e 283 665
e 283 569
e 286 994
e 286 618
e 286 638
e 287 778
e 287 788
e 287 855
e 287 393
e 288 404
e 288 327
e 290 763
e 291 314
e 292 984
e 292 762
e 292 866
e 293 697
e 293 562
e 293 862
e 294 429
e 294 530
e 294 357
e 294 457
e 295 925
e 295 559
e 295 533
e 296 657
e 296 590
e 296 849
e 296 311
e 297 623
e 298 319
e 299 774
e 299 931
e 300 439
e 300 429
e 300 710
e 300 830
e 300 302
e 301 466
e 301 323
e 301 694
e 302 538
e 302 752
e 304 801
e 304 941
e 308 735
e 308 679
e 308 330
e 308 919
e 309 615
e 309 714
e 309 310
e 309 543
e 309 430
e 309 947
e 310 682
e 310 466
e 311 423
e 311 864
e 311 598
e 312 746
e 312 545
e 312 960
e 313 465
e 313 853
e 313 366
e 314 900
e 314 548
e 314 801
e 314 820
e 316 457
e 316 427
e 316 833
e 316 641
e 317 804
e 317 968
e 317 364
e 317 473
e 318 460
e 318 494
e 318 537
e 318 406
e 319 327
e 319 618
e 320 451
e 321 572
e 321 591
e 321 677
e 322 881
e 322 369
e 322 587
e 323 894
e 323 506
e 325 354
e 325 406
e 325 903
e 325 928
e 326 624
e 326 334
e 327 988
e 328 997
e 328 561
e 328 487
e 328 682
e 328 623
e 328 808
e 328 859
e 329 982
e 330 681
e 330 710
e 330 751
e 330 628
e 330 934
e 331 893
e 331 895
e 332 488
e 332 499
e 332 928
e 332 916
e 332 401
e 334 700
e 334 826
e 335 708
e 335 466
e 336 439
e 336 480
e 336 907
e 337 569
e 337 716
e 339 752
e 339 531
e 339 440
e 340 641
e 340 439
e 340 867
e 341 439
e 341 558
e 341 724
e 343 783
e 343 581
e 343 744
e 343 974
e 343 393
e 343 758
e 344 712
e 344 593
e 344 949
e 345 348
e 345 762
e 345 845
e 345 915
e 345 708
e 345 822
e 345 788
e 345 755
e 346 547
e 346 854
e 348 596
e 348 574
e 348 637
e 348 942
e 348 619
e 349 694
e 349 433
e 349 552
e 352 560
e 352 811
e 354 541
e 354 420
e 354 497
e 354 890
e 355 388
e 355 536
e 356 766
e 356 445
e 356 733
e 356 502
e 356 716
e 362 747
e 362 857
e 362 834
e 362 579
e 362 459
e 362 478
e 363 750
e 363 843
e 363 691
e 364 668
e 364 642
e 364 778
e 364 777
e 366 976
e 366 818
e 366 645
e 366 799
e 366 602
e 366 904
e 366 586
e 366 777
e 366 766
e 367 408
e 368 900
e 369 629
e 369 497
e 370 667
e 370 389
e 370 628
e 370 530
e 370 970
e 371 675
e 371 414
e 371 698
e 372 943
e 372 754
e 372 553
e 372 836
e 372 712
e 374 472
e 374 527
e 374 545
e 375 724
e 375 507
e 375 746
e 376 519
e 376 452
e 376 906
e 376 494
e 377 498
e 377 471
e 377 951
e 377 688
e 377 707
e 378 869
e 380 814
e 380 805
e 380 868
e 382 569
e 382 478
e 382 421
e 384 401
e 384 544
e 384 471
e 385 595
e 386 553
e 388 561
e 389 929
e 389 804
e 389 454
e 389 521
e 389 441
e 390 677
e 391 943
e 391 539
e 393 541
e 393 998
e 394 819
e 394 614
e 394 786
e 395 612
e 396 931
e 396 787
e 397 512
e 397 969
e 397 632
e 399 410
e 399 833
e 399 537
e 400 845
e 400 776
e 401 731
e 401 982
e 401 895
e 402 645
e 403 492
e 403 664
e 403 903
e 403 893
e 406 922
e 407 904
e 407 579
e 408 934
e 409 691
e 409 942
e 410 841
e 410 567
e 410 647
e 411 845
e 411 848
e 411 426
e 411 466
e 412 437
e 412 637
e 413 499
e 413 417
e 413 783
e 413 768
e 414 923
e 414 676
e 414 430
e 417 621
e 417 507
e 417 849
e 417 558
e 417 760
e 418 764
e 418 787
e 418 613
e 419 914
e 419 766
e 419 760
e 419 789
e 421 695
e 421 696
e 423 469
e 424 838
e 424 508
e 426 614
e 426 833
e 426 692
e 426 843
e 427 771
e 427 837
e 428 739
e 428 696
e 428 625
e 428 620
e 428 612
e 429 461
e 430 833
e 430 727
e 430 466
e 430 457
e 431 659
e 431 997
e 431 870
e 431 508
e 431 981
e 431 908
e 432 588
e 433 468
e 433 816
e 433 557
e 435 517
e 435 913
e 435 826
e 436 946
e 436 859
e 436 816
e 437 525
e 437 613
e 439 596
e 440 643
e 440 547
e 441 747
e 441 757
e 441 770
e 443 746
e 443 703
e 444 567
e 444 531
e 444 613
e 445 456
e 445 657
e 446 919
e 446 893
e 446 517
e 451 833
e 451 905
e 452 746
e 452 647
e 452 698
e 452 553
e 454 805
e 454 863
e 455 626
e 456 615
e 456 544
e 456 487
e 456 518
e 456 911
e 457 912
e 457 938
e 459 940
e 459 757
e 459 949
e 459 870
e 459 919
e 460 627
e 460 618
e 460 484
e 461 913
e 461 477
e 462 634
e 462 593
e 462 906
e 462 751
e 463 742
e 463 645
e 463 669
e 463 699
e 463 839
e 465 816
e 465 467
e 465 590
e 467 845
e 467 521
e 467 566
e 468 604
e 469 507
e 469 924
e 469 647
e 470 540
e 470 974
e 470 547
e 471 550
e 471 893
e 472 750
e 472 593
e 473 852
e 473 867
e 473 818
e 474 527
e 474 906
e 474 795
e 475 481
e 475 914
e 476 902
e 477 638
e 477 483
e 478 502
e 478 945
e 480 703
e 480 951
e 480 942
e 480 598
e 481 530
e 481 775
e 482 857
e 482 786
e 482 873
e 483 521
e 483 714
e 484 768
e 484 865
e 487 649
e 488 642
e 488 712
e 488 700
e 489 787
e 489 879
e 489 784
e 491 605
e 492 885
e 492 982
e 492 835
e 493 634
e 493 632
e 494 516
e 494 713
e 497 875
e 499 591
e 499 930
e 499 694
e 499 601
e 499 809
e 501 648
e 502 834
e 503 777
e 503 821
e 504 836
e 504 579
e 504 646
e 504 638
e 504 908
e 506 541
e 506 689
e 506 573
e 506 918
e 507 822
e 508 782
e 508 784
e 512 610
e 512 728
e 513 899
e 516 749
e 518 828
e 518 713
e 519 715
e 519 989
e 520 809
e 520 728
e 520 732
e 520 708
e 521 763
e 521 601
e 521 779
e 521 549
e 523 986
e 523 975
e 523 726
e 525 766
e 525 819
e 525 873
e 525 576
e 526 686
e 527 877
e 527 835
e 527 997
e 527 845
e 529 905
e 529 763
e 529 919
e 530 756
e 530 678
e 531 956
e 531 549
e 533 836
e 534 598
e 536 590
e 536 587
e 536 554
e 537 847
e 537 988
e 537 950
e 538 643
e 539 943
e 539 673
e 540 794
e 541 913
e 542 689
e 542 544
e 542 875
e 543 688
e 543 605
e 544 684
e 544 554
e 544 986
e 544 804
e 545 894
e 545 645
e 545 558
e 547 713
e 547 716
e 548 663
e 548 567
e 548 780
e 549 696
e 549 601
e 550 757
e 550 896
e 552 801
e 552 956
e 553 899
e 553 632
e 553 818
e 554 625
e 554 631
e 554 755
e 555 626
e 555 767
e 555 670
e 555 795
e 557 777
e 558 861
e 559 993
e 560 622
e 561 791
e 561 848
e 561 980
e 561 632
e 562 919
e 562 639
e 563 775
e 563 621
e 564 911
e 564 721
e 564 625
e 565 754
e 566 775
e 566 906
e 569 843
e 569 707
e 570 598
e 570 664
e 570 972
e 570 890
e 572 998
e 573 680
e 573 944
e 574 970
e 576 715
e 576 911
e 576 886
e 576 628
e 577 894
e 577 588
e 578 689
e 578 727
e 578 935
e 578 624
e 579 970
e 579 731
e 580 726
e 580 867
e 580 695
e 581 859
e 583 977
e 583 957
e 584 664
e 584 602
e 586 702
e 586 643
e 586 986
e 587 693
e 587 774
e 587 836
e 588 610
e 589 634
e 589 854
e 589 919
e 589 818
e 590 665
e 591 614
e 593 671
e 594 683
e 594 838
e 594 919
e 594 865
e 595 832
e 595 816
e 595 912
e 595 840
e 595 911
e 595 872
e 596 920
e 597 638
e 597 816
e 597 836
e 597 624
e 597 942
e 597 970
e 597 828
e 598 710
e 598 864
e 599 879
e 599 915
e 599 735
e 601 929
e 604 835
e 604 708
e 604 998
e 609 646
e 609 722
e 609 721
e 610 663
e 610 614
e 611 895
e 611 613
e 611 977
e 612 770
