n 2000
e 1 371
e 1 1579
e 1 497
e 1 201
e 1 1802
e 3 1221
e 3 1114
e 3 260
e 4 1637
e 4 1411
e 4 1628
e 4 129
e 4 386
e 5 1156
e 5 435
e 5 862
e 5 1162
e 5 1809
e 5 1242
e 6 556
e 6 838
e 6 190
e 6 624
e 6 1885
e 6 238
e 6 1132
e 7 820
e 7 488
e 7 234
e 7 1848
e 7 323
e 7 1572
e 9 626
e 9 236
e 9 1250
e 9 1077
e 9 1523
e 9 1152
e 9 1698
e 9 598
e 10 1395
e 10 1867
e 10 983
e 10 345
e 10 151
e 10 1615
e 11 772
e 11 413
e 11 511
e 12 1218
e 12 1952
e 12 1884
e 12 185
e 12 452
e 12 823
e 13 146
e 13 739
e 13 193
e 13 619
e 15 1138
e 15 1435
e 15 903
e 15 566
e 15 1963
e 16 34
e 16 625
e 16 1551
e 17 1489
e 17 399
e 17 1428
e 18 196
e 18 98
e 18 1695
e 18 1712
e 19 91
e 19 1469
e 19 1947
e 19 668
e 19 1850
e 19 836
e 19 910
e 20 129
e 20 1490
e 20 400
e 20 88
e 21 965
e 21 265
e 21 392
e 21 1145
e 21 620
e 21 868
e 23 295
e 23 1994
e 23 116
e 24 280
e 24 26
e 24 281
e 24 1805
e 24 1804
e 24 1171
e 24 629
e 24 727
e 25 34
e 25 1984
e 25 1157
e 25 1755
e 26 1673
e 26 452
e 26 1823
e 26 996
e 26 1300
e 27 1581
e 27 641
e 27 1676
e 27 624
e 27 1382
e 27 652
e 28 65
e 28 134
e 28 1641
e 28 1560
e 28 571
e 29 1118
e 29 1753
e 29 1071
e 29 122
e 29 377
e 30 949
e 30 1543
e 30 571
e 30 1582
e 30 1856
e 31 494
e 31 1198
e 31 1599
e 31 391
e 33 880
e 33 1071
e 33 1898
e 33 1857
e 33 1606
e 34 1751
e 35 1285
e 35 679
e 35 1530
e 35 1066
e 35 1683
e 36 1447
e 36 1859
e 36 301
e 36 1203
e 36 103
e 37 913
e 37 332
e 37 206
e 37 997
e 37 901
e 38 1389
e 38 1847
e 38 1122
e 40 100
e 40 1136
e 40 1216
e 40 206
e 40 1586
e 40 249
e 41 1305
e 41 950
e 41 71
e 41 1588
e 41 836
e 41 394
e 41 1962
e 41 1303
e 44 640
e 44 695
e 44 1543
e 44 639
e 45 336
e 45 660
e 45 1643
e 45 1593
e 45 326
e 45 271
e 45 1363
e 47 800
e 47 1976
e 47 1625
e 48 184
e 48 919
e 48 585
e 48 597
e 48 500
e 48 942
e 48 505
e 48 578
e 48 749
e 49 266
e 49 1307
e 49 842
e 50 910
e 50 1580
e 50 1816
e 50 1114
e 51 1511
e 51 392
e 51 907
e 52 166
e 52 556
e 52 1897
e 52 1354
e 53 1895
e 53 898
e 53 1021
e 53 1554
e 55 938
e 55 76
e 55 1700
e 55 1747
e 57 1474
e 57 636
e 57 372
e 57 577
e 59 1164
e 59 337
e 59 1508
e 59 991
e 59 386
e 60 1515
e 60 1093
e 60 1487
e 61 1893
e 61 1671
e 61 959
e 61 1678
e 61 381
e 62 1071
e 62 1274
e 62 1827
e 62 502
e 62 1656
