n 1000
e 0 800
e 0 170
e 0 522
e 0 687
e 0 570
e 0 310
e 1 840
e 1 27
e 1 51
e 1 688
e 1 736
e 1 426
e 1 576
e 1 875
e 2 275
e 2 688
e 2 405
e 2 385
e 3 925
e 3 945
e 3 607
e 3 403
e 5 266
e 5 959
e 5 639
e 6 14
e 6 208
e 6 223
e 7 596
e 7 211
e 7 444
e 7 90
e 7 12
e 7 700
e 7 270
e 8 638
e 8 81
e 8 450
e 9 202
e 9 191
e 9 149
e 9 944
e 9 324
e 9 919
e 9 171
e 11 623
e 11 959
e 11 534
e 11 594
e 11 642
e 11 413
e 11 234
e 12 325
e 12 436
e 12 359
e 12 849
e 12 809
e 13 895
e 13 770
e 13 740
e 13 873
e 13 923
e 14 740
e 14 137
e 14 548
e 15 740
e 15 408
e 15 866
e 15 462
e 15 673
e 15 179
e 16 593
e 16 488
e 16 786
e 16 311
e 16 269
e 16 601
e 16 666
e 16 768
e 17 81
e 17 586
e 17 97
e 17 223
e 17 183
e 18 666
e 18 81
e 18 845
e 20 234
e 20 519
e 20 199
e 20 570
e 20 50
e 21 314
e 21 928
e 21 762
e 22 482
e 22 352
e 22 952
e 23 206
e 23 110
e 23 200
e 27 187
e 27 471
e 27 644
e 27 683
e 28 555
e 28 187
e 28 125
e 28 460
e 28 283
e 29 339
e 29 622
e 29 104
e 29 325
e 29 440
e 29 858
e 29 403
e 29 694
e 29 509
e 29 923
e 31 973
e 31 706
e 31 230
e 31 936
e 31 766
e 31 438
e 32 134
e 32 875
e 32 253
e 33 367
e 33 485
e 33 114
e 34 206
e 34 195
e 34 616
e 34 345
e 35 829
e 35 686
e 35 318
e 35 917
e 37 357
e 37 787
e 37 70
e 37 178
e 37 735
e 38 409
e 38 176
e 38 341
e 38 619
e 38 930
e 39 919
e 39 619
e 39 572
e 39 136
e 39 122
e 40 519
e 40 386
e 40 114
e 40 784
e 40 638
e 40 115
e 40 56
e 41 642
e 41 906
e 41 580
e 41 588
e 41 570
e 41 857
e 41 295
e 41 587
e 41 947
e 41 225
e 42 656
e 42 745
e 42 859
e 42 589
e 42 302
e 43 891
e 43 375
e 43 780
e 45 111
e 45 895
e 45 801
e 45 807
e 45 750
e 45 409
e 45 596
e 46 84
e 46 482
e 46 513
e 47 573
e 47 684
e 47 512
e 47 554
e 47 161
e 48 161
e 48 223
e 48 649
e 48 305
e 50 370
e 50 606
e 51 84
e 51 763
e 51 786
e 51 213
e 52 458
e 52 407
e 52 309
e 52 70
e 52 214
e 53 596
e 53 632
e 53 892
e 53 940
e 53 557
e 53 906
e 55 179
e 55 828
e 55 790
e 56 429
e 56 777
e 57 427
e 57 63
e 57 289
e 57 958
e 59 692
e 59 658
e 59 666
e 60 379
e 60 182
e 60 557
e 61 955
e 61 789
e 61 89
e 61 307
e 61 108
e 62 406
e 62 413
e 62 513
e 63 417
e 63 593
e 63 534
e 63 466
e 63 133
e 66 847
e 66 957
e 66 854
e 70 582
e 70 929
e 70 424
e 70 955
e 70 348
e 71 191
e 71 475
e 71 214
e 73 177
e 73 870
e 73 238
e 73 359
e 74 658
e 74 850
e 74 904
e 75 858
e 75 542
e 75 234
e 75 286
e 75 769
e 76 692
e 76 425
e 76 555
e 76 512
e 76 596
e 76 743
e 78 162
e 78 136
e 78 749
e 79 318
e 79 196
e 79 884
e 79 477
e 81 667
e 81 246
e 81 522
e 83 630
e 83 749
e 83 476
e 83 307
e 83 675
e 83 409
e 84 777
e 84 821
e 84 817
e 84 626
e 85 659
e 85 540
e 85 590
e 86 939
e 86 575
e 86 219
e 86 463
e 87 719
e 87 495
e 87 333
e 87 728
e 87 718
e 88 476
e 88 235
e 88 395
e 89 465
e 89 696
e 89 463
e 89 199
e 89 267
e 89 373
e 90 293
e 90 648
e 90 923
e 90 237
e 91 959
e 91 499
e 91 249
e 91 447
e 93 241
e 93 538
e 93 295
e 93 486
e 95 129
e 95 731
e 95 333
e 95 623
e 95 706
e 95 197
e 97 763
e 97 302
e 102 319
e 102 323
e 102 551
e 103 722
e 103 197
e 103 554
e 104 427
e 104 196
e 104 450
e 105 570
e 105 855
e 105 153
e 105 115
e 105 580
e 106 977
e 106 546
e 106 110
e 106 399
e 106 883
e 106 644
e 106 469
e 106 818
e 107 714
e 107 324
e 107 808
e 107 145
e 108 696
e 108 497
e 108 424
e 108 432
e 108 350
e 108 176
e 110 902
e 110 873
e 110 983
e 111 246
e 111 349
e 111 511
e 111 326
e 111 737
e 112 350
e 112 168
e 112 210
e 112 997
e 112 147
e 114 477
e 114 192
e 114 693
e 114 141
e 114 667
e 114 538
e 114 588
e 115 440
e 115 355
e 115 786
e 115 639
e 116 819
e 116 139
e 116 651
e 116 389
e 117 364
e 117 398
e 117 213
e 117 152
e 117 155
e 117 203
e 117 312
e 121 378
e 121 773
e 121 470
e 121 943
e 121 302
e 122 982
e 122 720
e 122 911
e 122 637
e 122 226
e 122 504
e 122 471
e 123 396
e 123 647
e 123 999
e 124 143
e 124 921
e 124 618
e 124 807
e 125 712
e 125 294
e 125 472
e 125 522
e 129 713
e 129 750
e 130 334
e 130 848
e 130 879
e 130 282
e 130 864
e 130 504
e 131 362
e 131 307
e 131 592
e 132 717
e 132 817
e 132 504
e 132 404
e 132 586
e 132 631
e 132 902
e 133 888
e 133 464
e 134 924
e 134 160
e 134 361
e 135 898
e 135 697
e 135 448
e 135 573
e 135 621
e 135 851
e 136 283
e 136 602
e 136 729
e 136 464
e 137 296
e 137 566
e 137 563
e 138 593
e 138 739
e 138 406
e 138 221
e 138 371
e 138 965
e 139 629
e 139 210
e 139 979
e 139 898
e 139 910
e 139 592
e 140 262
e 140 856
e 140 686
e 141 758
e 141 919
e 141 660
e 141 168
e 141 989
e 141 274
e 142 429
e 142 348
e 142 424
e 142 459
e 142 754
e 143 972
e 143 251
e 143 700
e 143 194
e 143 577
e 143 701
e 144 276
e 144 599
e 144 483
e 144 783
e 144 149
e 145 203
e 145 920
e 145 952
e 145 839
e 145 812
e 146 222
