n 1000
e 0 907
e 0 714
e 0 504
e 0 34
e 0 390
e 0 576
e 1 751
e 1 624
e 1 517
e 1 247
e 1 94
e 2 443
e 2 440
e 2 820
e 3 491
e 3 494
e 3 998
e 3 948
e 4 323
e 4 43
e 4 397
e 4 95
e 4 642
e 5 351
e 5 540
e 5 572
e 5 820
e 5 442
e 5 94
e 5 739
e 6 379
e 6 42
e 6 22
e 6 547
e 6 830
e 7 603
e 7 170
e 7 24
e 7 781
e 8 924
e 8 170
e 8 122
e 8 510
e 10 95
e 10 350
e 10 982
e 11 415
e 11 809
e 11 522
e 11 585
e 11 599
e 13 644
e 13 951
e 13 405
e 14 519
e 14 850
e 14 746
e 14 658
e 14 311
e 15 511
e 15 179
e 15 251
e 16 102
e 16 185
e 16 642
e 16 952
e 16 995
e 17 415
e 17 270
e 17 899
e 17 635
e 17 442
e 19 345
e 19 792
e 19 903
e 19 374
e 19 222
e 19 316
e 19 735
e 20 266
e 20 903
e 20 749
e 20 889
e 20 269
e 22 662
e 22 210
e 22 456
e 22 971
e 22 203
e 22 920
e 22 808
e 22 132
e 24 685
e 24 814
e 24 394
e 24 418
e 25 994
e 25 511
e 25 662
e 25 94
e 25 231
e 26 882
e 26 393
e 26 781
e 26 411
e 26 677
e 26 219
e 26 700
e 26 303
e 26 281
e 26 688
e 27 84
e 27 974
e 27 689
e 27 830
e 28 235
e 28 595
e 28 842
e 28 738
e 28 532
e 29 954
e 29 252
e 29 963
e 31 690
e 31 515
e 31 959
e 31 35
e 33 910
e 33 400
e 33 977
e 33 164
e 34 184
e 34 185
e 34 679
e 34 512
e 34 800
e 34 347
e 34 825
e 35 818
e 35 573
e 35 131
e 35 647
e 36 928
e 36 690
e 36 915
e 37 601
e 37 649
e 37 135
e 37 924
e 37 598
e 37 701
e 37 920
e 37 525
e 38 516
e 38 446
e 38 678
e 39 257
e 39 987
e 39 256
e 39 298
e 42 929
e 42 555
e 43 960
e 43 606
e 43 593
e 43 308
e 43 446
e 44 951
e 44 365
e 44 478
e 44 642
e 44 600
e 44 695
e 47 792
e 47 459
e 47 90
e 48 207
e 48 390
e 48 79
e 49 227
e 49 618
e 49 697
e 49 474
e 49 85
e 50 422
e 50 470
e 50 890
e 50 189
e 50 791
e 50 248
e 50 609
e 50 694
e 51 405
e 51 229
e 51 648
e 51 789
e 52 730
e 52 610
e 52 786
e 53 334
e 53 847
e 53 57
e 53 155
e 53 86
e 53 962
e 53 624
e 56 756
e 56 994
e 56 575
e 57 112
e 57 539
e 57 681
e 57 221
e 57 459
e 57 211
e 57 695
e 57 71
e 60 61
e 60 132
e 60 455
e 61 836
e 61 847
e 61 854
e 61 171
e 61 855
e 62 881
e 62 772
e 62 182
e 62 483
e 64 543
e 64 511
e 64 421
e 64 666
e 65 911
e 65 88
e 65 672
e 65 600
e 67 936
e 67 684
e 67 990
e 67 573
e 67 831
e 67 974
e 67 623
e 70 758
e 70 682
e 70 257
e 70 178
e 70 801
e 70 250
e 71 747
e 71 847
e 72 448
e 72 728
e 72 115
e 73 468
e 73 429
e 73 78
e 74 730
e 74 640
e 74 114
e 74 278
e 74 969
e 78 788
e 78 238
e 78 722
e 78 234
e 79 642
e 79 346
e 79 396
e 79 602
e 79 88
e 79 899
e 80 183
e 80 456
e 80 286
e 80 148
e 80 735
e 82 724
e 82 303
e 82 595
e 82 448
e 83 371
e 83 664
e 83 491
e 83 931
e 83 575
e 83 881
e 84 196
e 84 591
e 84 342
e 84 283
e 84 188
e 85 648
e 85 277
e 85 996
e 86 779
e 86 919
e 86 405
e 86 934
e 86 591
e 87 304
e 87 231
e 87 599
e 87 206
e 87 144
e 88 686
e 88 626
e 88 953
e 89 200
e 89 995
e 89 112
e 89 905
e 89 800
e 90 256
e 90 686
e 90 919
e 90 872
e 90 323
e 91 600
e 91 581
e 91 849
e 91 103
e 91 904
e 93 864
e 93 910
e 93 199
e 93 792
e 93 115
e 93 619
e 94 752
e 94 646
e 94 296
e 94 967
e 94 264
e 95 690
e 95 214
e 95 949
e 97 749
e 97 480
e 97 194
e 97 611
e 97 998
e 97 731
e 97 276
e 99 831
e 99 484
e 99 440
e 99 553
e 100 353
e 100 728
e 100 462
e 100 555
e 102 905
e 102 326
e 102 325
e 102 593
e 103 227
e 103 412
e 103 264
e 103 136
e 103 982
e 104 374
e 104 597
e 104 669
e 104 546
e 105 122
e 105 991
e 105 623
e 105 299
e 105 314
e 105 243
e 107 977
e 107 442
e 107 726
e 107 407
e 108 967
e 108 687
e 108 867
e 110 779
e 110 502
e 110 915
e 110 874
e 110 766
e 111 832
e 111 392
e 111 908
e 111 687
e 111 877
e 111 122
e 111 389
e 112 397
e 112 159
e 112 648
e 112 816
e 114 722
