n 1000
e 0 91
e 0 410
e 0 98
e 0 697
e 1 162
e 1 272
e 1 196
e 1 248
e 1 16
e 2 444
e 2 738
e 2 836
e 3 378
e 3 796
e 3 300
e 3 363
e 3 894
e 3 218
e 3 975
e 3 295
e 4 646
e 4 627
e 4 581
e 4 802
e 6 347
e 6 684
e 6 399
e 6 701
e 6 51
e 7 450
e 7 573
e 7 357
e 7 87
e 7 445
e 7 191
e 8 398
e 8 818
e 8 897
e 9 293
e 9 582
e 9 446
e 9 383
e 9 734
e 10 847
e 10 933
e 10 531
e 10 481
e 10 511
e 11 249
e 11 94
e 11 894
e 12 439
e 12 353
e 12 632
e 12 379
e 12 206
e 12 913
e 12 155
e 14 551
e 14 156
e 14 629
e 15 831
e 15 188
e 15 481
e 15 716
e 15 975
e 15 603
e 15 648
e 16 103
e 16 33
e 16 894
e 16 717
e 17 369
e 17 983
e 17 166
e 18 997
e 18 501
e 18 581
e 19 996
e 19 424
e 19 486
e 21 284
e 21 778
e 21 344
e 22 285
e 22 928
e 22 153
e 24 721
e 24 283
e 24 999
e 24 818
e 24 758
e 25 250
e 25 535
e 25 670
e 26 224
e 26 767
e 26 636
e 27 524
e 27 624
e 27 278
e 27 421
e 28 705
e 28 310
e 28 767
e 29 111
e 29 387
e 29 434
e 31 242
e 31 961
e 31 827
e 31 758
e 31 250
e 31 85
e 32 299
e 32 517
e 32 947
e 32 948
e 32 843
e 33 551
e 33 304
e 33 280
e 34 201
e 34 502
e 34 66
e 34 663
e 35 686
e 35 415
e 35 649
e 35 131
e 35 269
e 36 827
e 36 368
e 36 174
e 36 258
e 36 889
e 38 642
e 38 925
e 38 623
e 38 284
e 39 475
e 39 682
e 39 397
e 39 807
e 39 916
e 39 378
e 40 747
e 40 221
e 40 532
e 41 578
e 41 876
e 41 552
e 41 52
e 42 626
e 42 670
e 42 457
e 42 500
e 44 846
e 44 649
e 44 63
e 45 855
e 45 860
e 45 176
e 45 589
e 45 480
e 45 697
e 45 658
e 46 687
e 46 739
e 46 147
e 46 139
e 47 158
e 47 825
e 47 504
e 47 722
e 47 66
e 47 631
e 47 904
e 47 625
e 50 139
e 50 983
e 50 61
e 50 469
e 50 73
e 51 164
e 51 506
e 51 300
e 51 446
e 52 386
e 52 835
e 52 880
e 52 712
e 52 535
e 54 829
e 54 571
e 54 353
e 55 715
e 55 796
e 55 794
e 57 755
e 57 306
e 57 418
e 57 683
e 57 766
e 57 624
e 57 556
e 57 432
e 59 314
e 59 109
e 59 205
e 60 829
e 60 483
e 60 855
e 61 929
e 61 670
e 62 712
e 62 586
e 62 291
e 63 948
e 63 690
e 64 889
e 64 453
e 64 603
e 65 817
e 65 389
e 65 524
e 66 744
e 66 78
e 69 675
e 69 255
e 69 676
e 69 794
e 70 324
e 70 760
e 70 475
e 71 109
e 71 80
e 71 651
e 72 840
e 72 531
e 72 179
e 72 261
e 72 510
e 73 670
e 73 687
e 73 224
e 73 812
e 75 623
e 75 416
e 75 938
e 75 297
e 75 339
e 75 701
e 76 253
e 76 449
e 76 96
e 76 819
e 77 115
e 77 161
e 77 101
e 77 286
e 77 484
e 77 552
e 78 597
e 78 111
e 78 337
e 78 343
e 78 534
e 79 372
e 79 926
e 79 994
e 79 983
e 79 471
e 79 856
e 80 113
e 80 181
e 80 313
e 80 663
e 80 354
e 80 178
e 81 951
e 81 275
e 81 152
e 81 400
e 81 317
e 81 715
e 84 388
e 84 644
e 84 599
e 84 827
e 84 459
e 84 383
e 84 876
e 85 822
e 85 282
e 85 573
e 85 713
e 87 671
e 87 774
e 87 589
e 87 226
e 87 816
e 88 394
e 88 860
e 88 525
e 88 683
e 88 696
e 89 558
e 89 852
e 89 810
e 89 702
e 89 386
e 89 541
e 89 846
e 91 188
e 91 599
e 91 172
e 91 193
e 92 397
e 92 573
e 92 459
e 92 844
e 93 818
e 93 696
e 93 790
e 93 395
e 93 364
e 94 496
e 94 298
e 94 538
e 94 534
e 94 607
e 96 606
e 96 282
e 98 942
e 98 761
e 98 115
e 100 680
e 100 919
e 100 373
e 100 488
e 101 946
e 101 970
e 101 817
e 101 462
e 102 534
e 102 221
e 102 593
e 102 315
e 103 656
e 103 830
e 103 778
e 103 711
e 103 875
e 103 964
e 104 599
e 104 781
e 104 821
e 105 971
e 105 488
e 105 733
e 106 335
e 106 232
e 106 622
e 106 368
e 106 476
e 106 503
e 106 543
e 107 884
e 107 272
e 107 556
e 107 225
e 107 395
e 107 657
e 108 193
e 108 627
e 108 222
e 108 187
e 108 382
e 108 858
e 109 293
e 110 670
e 110 894
e 110 715
e 110 909
e 110 172
e 111 157
e 113 819
e 113 302
e 113 714
e 113 374
e 113 435
e 113 909
e 114 321
e 114 790
e 114 635
e 115 167
e 115 699
e 115 265
e 115 696
e 116 196
e 116 958
e 116 169
e 116 501
e 116 174
e 119 913
e 119 858
e 119 159
e 119 297
e 119 889
e 120 324
e 120 302
e 120 123
e 121 743
e 121 405
e 121 168
e 121 816
e 121 620
e 121 299
e 121 633
e 121 983
e 121 132
e 122 702
e 122 784
e 122 985
e 122 604
e 122 746
e 122 803
e 122 478
e 123 590
e 123 619
e 123 213
e 126 926
e 126 130
e 126 970
e 126 491
e 126 855
e 129 782
e 129 738
e 129 716
e 129 405
e 129 339
e 130 462
e 130 539
e 130 469
e 130 290
e 131 901
e 131 921
e 131 338
e 131 694
e 131 481
e 132 778
e 132 655
e 132 454
e 132 956
e 132 855
e 135 879
e 135 576
e 135 347
e 137 707
e 137 307
e 137 511
e 137 458
e 137 264
e 137 503
e 138 473
e 138 979
e 138 595
e 138 220
e 139 805
e 139 972
e 139 933
e 141 629
e 141 711
e 141 612
e 141 426
e 141 219
e 141 760
e 142 693
e 142 561
e 142 562
e 142 858
e 142 798
e 143 551
e 143 866
e 143 207
e 143 632
e 143 531
e 143 498
e 143 935
e 144 800
e 144 930
e 144 488
e 145 379
e 145 620
e 145 404
e 145 539
e 146 444
e 146 648
e 146 964
e 146 874
e 146 902
e 146 337
e 146 383
e 147 929
e 147 729
e 147 224
e 148 926
e 148 899
e 148 665
e 150 614
e 150 950
e 150 528
e 151 157
e 151 866
e 151 630
e 151 836
e 151 264
e 151 337
e 152 975
e 152 187
e 153 398
