n 1000
e 0 451
e 0 909
e 0 77
e 0 585
e 0 73
e 0 126
e 0 416
e 1 896
e 1 402
e 1 844
e 1 653
e 1 959
e 2 477
e 2 457
e 2 517
e 2 520
e 3 869
e 3 169
e 3 694
e 3 65
e 4 743
e 4 618
e 4 104
e 4 521
e 4 653
e 4 475
e 6 103
e 6 790
e 6 126
e 7 918
e 7 683
e 7 403
e 7 70
e 7 261
e 7 138
e 10 168
e 10 882
e 10 395
e 10 739
e 10 199
e 10 773
e 10 987
e 11 116
e 11 602
e 11 609
e 11 262
e 11 453
e 12 217
e 12 580
e 12 391
e 13 240
e 13 725
e 13 707
e 13 170
e 13 465
e 13 755
e 14 486
e 14 767
e 14 56
e 14 233
e 14 688
e 15 216
e 15 88
e 15 189
e 15 697
e 15 744
e 15 391
e 15 935
e 16 341
e 16 334
e 16 726
e 17 556
e 17 681
e 17 837
e 19 857
e 19 289
e 19 485
e 19 950
e 19 864
e 19 70
e 21 91
e 21 607
e 21 420
e 21 746
e 21 357
e 22 494
e 22 847
e 22 212
e 22 843
e 22 601
e 22 81
e 23 319
e 23 422
e 23 584
e 23 491
e 23 727
e 24 366
e 24 180
e 24 688
e 24 453
e 24 943
e 24 600
e 24 187
e 26 722
e 26 878
e 26 383
e 27 450
e 27 708
e 27 892
e 27 220
e 27 775
e 27 156
e 28 839
e 28 85
e 28 115
e 28 969
e 28 798
e 28 151
e 29 240
e 29 439
e 29 434
e 29 627
e 29 221
e 29 752
e 31 988
e 31 995
e 31 984
e 34 119
e 34 701
e 34 295
e 35 94
e 35 773
e 35 375
e 35 946
e 35 203
e 35 384
e 35 691
e 36 579
e 36 459
e 36 821
e 36 300
e 36 189
e 36 763
e 37 556
e 37 929
e 37 58
e 37 838
e 38 143
e 38 185
e 38 367
e 38 62
e 39 731
e 39 88
e 39 875
e 39 667
e 40 411
e 40 929
e 40 693
e 40 791
e 43 303
e 43 418
e 43 507
e 44 753
e 44 309
e 44 680
e 44 726
e 45 453
e 45 514
e 45 64
e 46 902
e 46 306
e 46 798
e 46 271
e 47 482
e 47 701
e 47 300
e 47 239
e 47 826
e 47 286
e 47 157
e 48 564
e 48 958
e 48 497
e 48 206
e 48 814
e 48 883
e 49 721
e 49 87
e 49 961
e 49 864
e 49 89
e 50 196
e 50 202
e 50 742
e 50 957
e 50 242
e 50 187
e 51 902
e 51 451
e 51 199
e 52 695
e 52 793
e 52 503
e 53 991
e 53 56
e 53 530
e 54 454
e 54 137
e 54 247
e 54 519
e 54 981
e 54 287
e 54 783
e 55 865
e 55 128
e 55 72
e 55 615
e 55 499
e 55 687
e 55 728
e 56 66
e 56 513
e 56 411
e 56 111
e 56 154
e 56 425
e 57 809
e 57 395
e 57 764
e 57 805
e 58 119
e 58 217
e 58 785
e 58 768
e 58 914
e 58 275
e 59 456
e 59 753
e 59 82
e 59 989
e 59 504
e 59 242
e 59 883
e 61 690
e 61 600
e 61 859
e 61 648
e 62 150
e 62 69
e 62 738
e 62 67
e 62 187
e 64 934
e 64 996
e 65 204
e 65 564
e 65 91
e 65 535
e 65 381
e 65 630
e 66 334
e 66 85
e 66 153
e 66 949
e 67 154
e 67 704
e 67 827
e 67 390
e 67 969
e 69 286
e 69 146
e 69 255
e 69 771
e 69 86
e 69 491
e 70 848
e 70 237
e 70 548
e 70 837
e 70 671
e 72 425
e 72 74
e 72 564
e 73 351
e 73 499
e 73 945
e 73 337
e 74 654
e 74 579
e 74 81
e 74 828
e 76 830
e 76 591
e 76 243
e 76 189
e 77 974
e 77 982
e 77 918
e 77 789
e 77 556
e 78 457
e 78 855
e 78 412
e 79 989
e 79 302
e 79 125
e 80 326
e 80 913
e 80 269
e 80 682
e 80 643
e 80 820
e 81 311
e 81 510
e 81 200
e 82 209
e 82 867
e 82 865
e 83 895
e 83 209
e 83 103
e 83 667
e 84 205
e 84 652
e 84 543
e 84 917
e 84 619
e 84 256
e 85 713
e 85 773
e 85 152
e 86 714
e 86 904
e 86 733
e 87 848
e 87 206
e 87 240
e 87 461
e 87 555
e 87 176
e 88 656
e 88 293
e 88 617
e 88 730
e 89 408
e 89 954
e 89 355
e 89 483
e 90 548
e 90 524
e 90 121
e 91 160
e 91 916
e 91 346
e 92 510
e 92 517
e 92 375
e 93 564
e 93 681
e 93 618
e 93 595
e 94 135
e 94 551
e 94 859
e 94 865
e 94 556
e 95 853
e 95 293
e 95 259
e 95 502
e 95 414
e 97 437
e 97 622
e 97 554
e 98 940
e 98 913
e 98 463
e 98 226
e 98 189
e 99 522
e 99 380
e 99 139
e 100 483
e 100 990
e 100 270
e 101 500
e 101 210
e 101 722
e 101 262
e 101 150
e 101 625
e 103 696
e 104 650
e 104 890
e 104 917
e 104 321
e 107 353
e 107 384
e 107 350
e 107 813
e 107 690
e 107 176
e 109 240
e 109 791
e 109 325
e 110 746
e 110 596
e 110 822
e 110 170
e 111 798
e 111 548
e 111 291
e 111 292
e 112 521
e 112 340
e 112 466
e 112 413
e 113 818
e 113 327
e 113 934
e 113 234
e 113 504
e 114 151
e 114 793
e 114 217
e 115 314
e 115 873
e 115 655
e 115 264
e 115 403
e 116 385
e 116 836
e 116 132
e 116 180
e 116 633
e 116 314
e 118 876
e 118 428
e 118 141
e 118 621
e 119 664
e 119 491
e 119 242
e 119 545
e 119 211
e 120 288
e 120 489
e 120 915
e 120 543
e 121 256
e 121 390
e 121 845
e 121 513
e 122 817
e 122 213
e 122 765
e 122 138
e 122 933
e 123 959
e 123 156
e 123 256
e 123 750
e 125 149
e 125 593
e 125 780
e 125 972
e 126 261
e 126 187
e 126 866
e 127 514
e 127 226
e 127 750
e 128 358
e 128 882
e 128 401
e 130 208
e 130 375
e 130 408
e 130 337
e 130 876
e 130 601
e 132 274
e 132 519
e 132 286
e 135 176
e 135 667
e 135 350
e 136 510
e 136 331
e 136 593
e 136 602
e 137 665
e 137 579
e 137 755
e 138 448
e 138 785
e 138 938
e 139 961
e 139 996
e 139 869
e 139 255
e 139 615
e 140 179
e 140 428
e 140 842
e 140 373
e 141 221
e 141 438
e 141 674
e 141 961
e 142 476
e 142 564
e 142 669
e 142 632
e 142 925
e 143 388
e 143 814
e 143 482
e 143 913
e 144 551
e 144 449
e 144 789
e 144 896
e 145 726
e 145 304
e 145 737
e 145 534
e 146 271
e 146 687
e 146 253
e 148 514
e 148 204
e 148 391
e 148 348
e 149 299
e 149 720
e 149 637
e 149 895
e 149 965
e 150 243
e 150 728
e 150 709
e 150 542
e 150 580
e 151 934
e 151 459
e 151 194
e 152 251
e 152 801
e 152 817
e 152 364
e 153 656
e 153 653
e 154 562
e 154 813
e 154 230
e 155 963
e 155 835
e 155 988
e 156 674
e 156 260
e 157 879
e 157 247
e 157 848
e 157 732
e 158 708
