n 1000
e 0 175
e 0 761
e 0 24
e 0 550
e 0 418
e 0 871
e 0 939
e 0 981
e 1 513
e 1 384
e 1 660
e 1 250
e 1 140
e 1 325
e 1 988
e 3 928
e 3 651
e 3 29
e 3 363
e 4 340
e 4 807
e 4 509
e 4 154
e 4 897
e 4 148
e 5 102
e 5 117
e 5 470
e 5 798
e 5 29
e 6 827
e 6 234
e 6 932
e 9 229
e 9 325
e 9 532
e 9 900
e 9 20
e 11 857
e 11 217
e 11 937
e 11 648
e 12 289
e 12 150
e 12 700
e 12 824
e 13 411
e 13 960
e 13 401
e 14 505
e 14 381
e 14 525
e 14 21
e 14 531
e 14 742
e 15 122
e 15 583
e 15 609
e 15 78
e 15 385
e 16 983
e 16 291
e 16 840
e 16 266
e 17 36
e 17 282
e 17 964
e 17 78
e 17 140
e 18 706
e 18 174
e 18 108
e 19 173
e 19 917
e 19 534
e 19 935
e 20 541
e 20 689
e 20 530
e 20 302
e 21 51
e 21 256
e 21 952
e 22 366
e 22 890
e 22 402
e 22 179
e 23 160
e 23 172
e 23 785
e 24 566
e 24 302
e 24 841
e 24 696
e 25 762
e 25 617
e 25 420
e 26 536
e 26 294
e 26 742
e 27 679
e 27 426
e 27 149
e 28 475
e 28 86
e 28 373
e 28 945
e 28 281
e 28 614
e 28 962
e 28 901
e 29 115
e 29 275
e 29 826
e 29 319
e 29 395
e 29 295
e 30 401
e 30 206
e 30 651
e 30 129
e 30 847
e 30 465
e 31 930
e 31 288
e 31 331
e 31 74
e 31 128
e 31 967
e 33 632
e 33 215
e 33 820
e 33 380
e 34 41
e 34 127
e 34 965
e 34 797
e 36 113
e 36 812
e 36 328
e 36 200
e 36 686
e 37 736
e 37 335
e 37 213
e 38 330
e 38 828
e 38 995
e 38 249
e 39 636
e 39 769
e 39 651
e 39 549
e 39 660
e 39 580
e 40 639
e 40 51
e 40 477
e 41 114
e 41 150
e 41 853
e 42 338
e 42 64
e 42 788
e 42 295
e 43 516
e 43 357
e 43 371
e 44 671
e 44 950
e 44 121
e 44 597
e 44 745
e 44 657
e 46 806
e 46 789
e 46 512
e 47 811
e 47 926
e 47 866
e 47 930
e 47 927
e 47 371
e 48 844
e 48 145
e 48 208
e 48 851
e 48 771
e 48 57
e 48 234
e 49 683
e 49 395
e 49 289
e 50 371
e 50 793
e 50 602
e 50 662
e 50 987
e 51 528
e 51 496
e 51 276
e 51 821
e 51 725
e 52 222
e 52 665
e 52 618
e 52 309
e 52 733
e 53 217
e 53 288
e 53 619
e 53 215
e 53 770
e 53 855
e 53 153
e 53 528
e 53 776
e 53 812
e 55 850
e 55 285
e 55 863
e 55 458
e 55 166
e 55 485
e 56 689
e 56 275
e 56 857
e 57 59
e 57 860
e 57 788
e 57 440
e 57 92
e 57 72
e 57 631
e 57 240
e 57 922
e 57 354
e 59 88
e 59 762
e 60 808
e 60 767
e 60 695
e 61 967
e 61 608
