n 1000
e 2 102
e 2 69
e 2 949
e 2 671
e 3 770
e 3 4
e 3 467
e 3 821
e 3 647
e 3 332
e 3 886
e 3 937
e 4 342
e 4 244
e 4 108
e 4 649
e 6 785
e 6 533
e 6 340
e 7 558
e 7 369
e 7 230
e 7 401
e 7 120
e 8 325
e 8 447
e 8 201
e 9 377
e 9 859
e 9 246
e 10 782
e 10 336
e 10 781
e 11 537
e 11 889
e 11 908
e 11 912
e 11 35
e 13 985
e 13 881
e 13 273
e 13 39
e 14 851
e 14 118
e 14 517
e 14 879
e 14 561
e 14 646
e 14 166
e 14 609
e 14 334
e 14 117
e 15 759
e 15 485
e 15 575
e 16 374
e 16 21
e 16 287
e 16 884
e 18 784
e 18 86
e 18 309
e 19 71
e 19 255
e 19 576
e 19 244
e 20 998
e 20 565
e 20 600
e 20 124
e 21 621
e 21 330
e 21 957
e 21 139
e 21 582
e 22 729
e 22 366
e 22 998
e 22 919
e 23 861
e 23 87
e 23 877
e 23 650
e 23 570
e 24 865
e 24 517
e 24 385
e 25 402
e 25 854
e 25 500
e 25 395
e 26 835
e 26 770
e 26 244
e 26 385
e 26 924
e 26 610
e 26 109
e 27 337
e 27 456
e 27 701
e 27 960
e 27 867
e 28 461
e 28 878
e 28 401
e 29 821
e 29 630
e 29 504
e 30 225
e 30 955
e 30 511
e 31 85
e 31 670
e 31 415
e 31 993
e 31 927
e 33 155
e 33 859
e 33 202
e 33 130
e 33 194
e 35 327
e 35 76
e 35 561
e 36 871
e 36 102
e 36 271
e 36 759
e 37 190
e 37 683
e 37 170
e 38 124
e 38 841
e 38 76
e 39 879
e 39 649
e 39 884
e 39 49
e 39 692
e 40 690
e 40 586
e 40 774
e 40 644
e 40 609
e 40 271
e 41 463
e 41 75
e 41 978
e 41 123
e 41 431
e 41 519
e 42 328
e 42 950
e 42 644
e 43 339
e 43 587
e 43 835
e 43 290
e 43 954
e 43 345
e 43 670
e 44 980
e 44 183
e 44 754
e 44 999
e 44 385
e 44 277
e 45 171
e 45 529
e 45 378
e 45 114
e 45 618
e 46 143
e 46 808
e 46 809
e 46 287
e 46 488
e 47 222
e 47 103
e 47 379
e 49 619
e 49 350
e 49 658
e 50 862
e 50 536
e 50 348
e 52 717
e 52 835
e 52 177
e 52 297
e 52 149
e 53 562
e 53 187
e 53 548
e 53 287
e 55 728
e 55 706
e 55 732
e 55 83
e 55 840
e 55 135
e 55 755
e 57 811
e 57 600
e 57 971
