n 1000
e 0 385
e 0 471
e 0 237
e 0 419
e 0 717
e 0 161
e 0 585
e 0 79
e 0 536
e 0 877
e 4 220
e 4 216
e 4 382
e 4 191
e 4 557
e 4 150
e 5 61
e 5 638
e 5 652
e 5 269
e 5 223
e 10 115
e 10 217
e 10 985
e 10 389
e 10 687
e 10 331
e 12 233
e 12 689
e 12 496
e 12 109
e 13 936
e 13 781
e 13 919
e 13 279
e 13 769
e 14 540
e 14 877
e 14 123
e 15 923
e 15 699
e 15 863
e 15 722
e 15 27
e 17 690
e 17 736
e 17 364
e 17 812
e 17 95
e 18 586
e 18 533
e 18 449
e 18 195
e 19 803
e 19 222
e 19 27
e 19 918
e 20 90
e 20 671
e 20 375
e 20 106
e 20 960
e 20 300
e 20 480
e 20 317
e 23 563
e 23 560
e 23 710
e 23 198
e 23 920
e 23 254
e 24 33
e 24 466
e 24 393
e 24 903
e 24 448
e 27 725
e 27 82
e 27 431
e 28 307
e 28 421
e 28 519
e 30 831
e 30 889
e 30 954
e 31 646
e 31 413
e 31 949
e 31 610
e 31 334
e 32 913
e 32 385
e 32 791
e 32 260
e 32 151
e 33 612
e 33 598
e 33 153
e 33 566
e 33 104
e 34 389
e 34 127
e 34 258
e 35 675
e 35 580
e 35 62
e 36 453
e 36 108
e 36 598
e 37 470
e 37 116
e 37 829
e 37 284
e 38 437
e 38 761
e 38 940
e 38 364
e 38 577
e 38 371
e 39 95
e 39 148
e 39 500
e 40 287
e 40 158
e 40 796
e 40 982
e 41 717
e 41 126
e 41 378
e 41 989
e 43 267
e 43 73
e 43 485
e 43 635
e 43 933
e 45 336
e 45 681
e 45 829
e 45 830
e 49 778
e 49 634
e 49 707
e 49 708
e 49 430
e 49 311
e 49 986
e 50 571
e 50 711
e 50 150
e 50 464
e 50 637
e 51 510
e 51 624
e 51 316
e 51 885
e 51 883
e 52 827
e 52 698
e 52 802
e 52 915
e 52 482
e 52 418
e 54 194
e 54 243
e 54 728
e 54 313
e 55 791
e 55 210
e 55 226
e 55 79
e 55 750
e 56 797
e 56 94
e 56 396
e 56 905
e 56 201
e 56 818
e 56 326
e 56 342
e 57 577
e 57 113
e 57 426
e 57 886
e 57 847
e 61 978
e 61 787
e 62 450
e 62 967
e 62 716
e 62 735
e 62 477
e 63 687
e 63 590
e 63 311
e 63 802
e 63 730
e 64 109
e 64 696
e 64 677
e 65 428
e 65 461
e 65 113
e 65 340
e 66 84
e 66 421
e 66 225
e 66 442
e 67 773
e 67 433
e 67 307
e 67 349
e 67 722
e 68 541
e 68 79
e 68 900
e 68 636
e 68 327
e 68 982
e 68 672
e 69 550
e 69 646
e 69 737
e 69 102
e 69 970
e 69 235
e 70 236
e 70 914
e 70 252
e 71 223
e 71 138
e 71 945
e 71 299
e 73 921
e 73 353
e 73 143
e 73 696
e 73 194
e 73 440
e 74 769
e 74 151
e 74 649
e 74 304
e 76 821
e 76 173
e 76 368
e 76 642
e 77 938
e 77 220
e 77 842
e 77 744
e 78 171
e 78 960
e 78 174
e 78 444
e 78 161
e 79 627
e 79 641
e 79 391
e 79 135
e 79 425
e 81 763
e 81 723
e 81 668
e 82 735
e 82 506
e 82 674
e 82 529
e 82 284
e 83 514
e 83 342
e 83 630
e 83 428
e 84 254
e 84 652
e 85 258
e 85 144
e 85 292
e 85 776
e 85 984
e 86 155
e 86 331
e 86 416
e 86 287
e 86 668
e 89 843
e 89 705
e 89 740
e 89 378
e 90 722
e 90 994
e 90 960
e 90 192
e 90 805
e 90 530
e 91 676
e 91 298
e 91 502
e 92 430
e 92 688
e 92 105
e 92 974
e 92 930
e 94 844
e 94 736
e 95 162
e 96 443
e 96 629
e 96 599
e 97 708
e 97 723
e 97 447
e 97 919
e 97 964
e 97 761
e 97 634
e 97 564
e 98 510
e 98 675
e 98 367
e 98 507
e 98 834
e 98 596
e 99 426
e 99 467
e 99 575
e 99 419
e 99 684
e 100 759
e 100 978
e 100 540
e 101 352
e 101 469
e 101 931
e 102 819
e 102 204
e 103 645
e 103 461
e 103 945
e 103 960
e 104 349
e 104 849
e 104 665
e 104 141
e 105 383
e 105 415
e 105 457
e 105 916
e 106 239
e 106 910
e 107 434
e 107 191
e 107 522
e 107 373
e 108 110
e 108 864
e 109 843
e 109 310
e 110 297
e 110 801
e 110 178
e 110 577
e 110 511
e 111 181
e 111 143
e 111 390
e 111 370
e 111 898
e 111 458
e 111 243
e 111 952
e 112 522
e 112 440
e 112 642
e 112 924
e 113 293
e 114 810
e 114 435
e 114 920
e 114 557
e 115 783
e 115 189
e 115 216
e 116 358
e 116 201
e 117 596
e 117 348
